CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
8580,20,145,1-20-2017-145-03,3,2,247,371,168,1210,143,69,57,140,4,2,2,1,0,0,215.74389846511000000000,11,2
8581,20,146,1-20-2017-146-07,7,1,365,570,203,2397,172,101,103,999,8,5,2,3,0,0,914.10565925969300000000,11,2
8582,20,147,1-20-2017-147-03,3,1,230,355,163,1098,141,71,54,134,4,1,2,1,0,0,215.74389846511000000000,11,2
8641,20,148,1-20-2017-148-02,2,1,272,478,188,1701,159,93,113,150,6,4,2,2,0,0,126.21531659719600000000,11,2
8641,20,148,1-20-2017-148-02,2,2,275,489,180,1614,155,100,116,145,6,3,2,1,0,0,126.21531659719600000000,11,2
8751,20,149,1-20-2017-149-04,4,1,286,471,185,1748,158,90,95,152,4,2,2,1,0,0,809.19022299613200000000,11,2
8751,20,149,1-20-2017-149-04,4,2,999,999,999,9999,999,999,999,999,8,6,9,2,9,0,809.19022299613200000000,11,2
8763,20,152,1-20-2017-152-04,4,1,267,456,175,1284,151,93,96,999,4,2,9,1,9,0,809.19022299613200000000,11,2
8763,20,152,1-20-2017-152-04,4,2,270,463,188,1244,156,89,104,999,4,2,9,1,9,0,809.19022299613200000000,11,2
8763,20,152,1-20-2017-152-04,4,3,272,473,185,1855,155,98,104,999,6,4,9,1,9,0,809.19022299613200000000,11,2
8768,20,153,1-20-2017-153-03,3,1,257,436,172,1126,151,81,98,138,4,2,2,1,0,0,255.69445426619000000000,11,2
8825,20,154,1-20-2017-154-05,5,1,317,521,187,2100,159,87,119,154,8,6,2,2,0,0,37.31615053221780000000,11,2
8827,20,156,1-20-2017-156-03,3,1,284,513,185,1898,159,103,126,156,6,4,2,4,0,0,218.97033816410200000000,11,2
8827,20,156,1-20-2017-156-03,3,2,264,459,173,1193,145,99,96,140,4,2,1,1,0,0,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,1,270,463,184,1550,160,93,100,150,4,3,2,1,0,0,218.97033816410200000000,11,2
8829,20,157,1-20-2017-157-03,3,2,289,489,183,1735,158,100,100,148,4,2,2,1,0,0,218.97033816410200000000,11,2
8862,20,158,1-20-2017-158-03,3,1,265,452,179,1874,152,88,100,154,6,3,1,2,0,0,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,2,282,468,193,1852,166,92,94,154,6,4,2,1,0,0,243.96186764691600000000,11,2
8862,20,158,1-20-2017-158-03,3,3,399,617,203,2912,173,97,121,170,8,6,2,2,0,0,243.96186764691600000000,11,2
8863,20,159,1-20-2017-159-04,4,1,270,464,178,1265,152,97,98,142,4,2,1,1,0,0,772.06038218664600000000,11,2
8864,20,160,1-20-2017-160-07,7,1,260,454,176,1279,151,94,100,999,4,2,9,1,9,0,1033.66503269002000000000,11,2
8864,20,160,1-20-2017-160-07,7,2,353,561,192,2163,165,100,110,999,8,8,9,3,9,0,1033.66503269002000000000,11,2
8973,20,162,1-20-2017-162-02,2,2,389,598,203,2341,174,100,108,999,6,4,2,2,0,0,39.06733804536630000000,11,2
8985,20,165,1-20-2017-165-03,3,1,238,365,160,1050,141,75,52,130,4,1,2,1,0,0,152.30968320706700000000,11,2
9047,20,168,1-20-2017-168-03,3,1,290,504,196,1947,167,100,116,168,6,4,2,1,0,0,199.63962749309100000000,11,2
9047,20,168,1-20-2017-168-03,3,2,269,465,180,1485,153,98,98,142,4,3,2,1,0,0,199.63962749309100000000,11,2
9048,20,169,1-20-2017-169-03,3,1,305,508,191,1797,162,92,110,999,6,4,9,2,9,0,199.63962749309100000000,11,2
9048,20,169,1-20-2017-169-03,3,2,292,482,194,2200,163,88,102,999,8,6,2,3,0,0,199.63962749309100000000,11,2
9107,20,170,1-20-2017-170-03,3,1,333,556,182,1942,160,99,124,154,6,4,2,2,0,0,168.07756266079600000000,11,2
9107,20,170,1-20-2017-170-03,3,2,261,425,179,1476,151,86,78,152,4,1,2,1,0,0,168.07756266079600000000,11,2
6133,21,1,1-21-2017-001-03,3,1,257,437,172,1155,148,82,97,130,4,2,2,1,0,0,299.98594818982000000000,11,2
6134,21,2,1-21-2017-002-09,9,1,271,461,182,1540,155,94,94,140,6,3,2,1,0,0,440.92759335111400000000,11,2
6197,21,3,1-21-2017-003-10,10,1,291,538,199,1722,163,108,139,164,8,5,9,2,9,0,10784.54774538620000000000,11,2
6243,21,4,1-21-2017-004-03,3,1,295,518,204,2649,175,103,120,999,8,6,2,2,0,0,517.41972707697500000000,11,2
6243,21,4,1-21-2017-004-03,3,2,277,489,185,1539,159,102,108,999,4,2,9,1,0,0,517.41972707697500000000,11,2
6313,21,5,1-21-2017-005-03,3,1,287,516,194,1955,168,103,126,150,6,4,2,4,0,0,777.20307552432400000000,11,2
6354,21,6,1-21-2017-006-04,4,1,304,508,193,2262,162,86,118,156,6,4,2,2,0,0,1145.92166113939000000000,11,2
6354,21,6,1-21-2017-006-04,4,2,279,479,190,2170,158,87,113,146,6,4,2,2,0,0,1145.92166113939000000000,11,2
6404,21,7,1-21-2017-007-06,6,1,258,457,184,1665,156,101,99,999,4,2,2,1,0,0,316.48435949913700000000,11,2
6404,21,7,1-21-2017-007-06,6,2,281,523,188,1603,154,111,129,999,6,4,2,1,0,0,316.48435949913700000000,11,2
6442,21,8,1-21-2017-008-03,3,1,249,441,172,1160,147,86,106,999,4,2,2,1,0,0,708.68878582321700000000,11,2
6442,21,8,1-21-2017-008-03,3,2,286,479,181,1660,156,96,97,142,6,3,2,4,0,0,708.68878582321700000000,11,2
6495,21,9,1-21-2017-009-03,3,1,263,453,176,1230,151,94,96,142,4,2,2,1,0,0,1387.46155259324000000000,11,2
6495,21,9,1-21-2017-009-03,3,2,270,464,178,1290,152,97,98,148,4,2,2,1,0,0,1387.46155259324000000000,11,2
6542,21,10,1-21-2017-010-10,10,1,260,453,170,1130,146,94,100,136,4,2,2,1,0,0,6259.16606446051000000000,11,2
6542,21,10,1-21-2017-010-10,10,2,272,478,192,1681,162,95,112,999,8,5,9,2,0,0,6259.16606446051000000000,11,2
6542,21,10,1-21-2017-010-10,10,3,296,505,200,2190,166,94,115,999,8,5,9,2,0,0,6259.16606446051000000000,11,2
6542,21,10,1-21-2017-010-10,10,4,368,584,203,2131,172,96,120,184,6,4,2,2,0,0,6259.16606446051000000000,11,2
6589,21,11,1-21-2017-011-03,3,1,328,528,190,2253,158,90,110,156,6,4,2,3,0,0,1144.07539125013000000000,11,2
6589,21,11,1-21-2017-011-03,3,2,375,604,207,2268,174,102,126,160,6,4,9,2,0,0,1144.07539125013000000000,11,2
6636,21,12,1-21-2017-012-10,10,1,256,443,170,1124,144,89,99,136,4,2,2,1,0,0,659.48436038790100000000,11,2
6679,21,13,1-21-2017-013-08,8,1,262,458,173,1265,148,96,100,140,4,2,2,1,0,0,871.90685762861200000000,11,2
6730,21,14,1-21-2017-014-04,4,1,280,484,183,1468,158,97,108,999,4,2,2,1,0,0,2221.76994369018000000000,11,2
6730,21,14,1-21-2017-014-04,4,2,258,455,176,1465,151,90,108,999,5,3,2,1,0,0,2221.76994369018000000000,11,2
6753,21,15,1-21-2017-015-06,6,1,267,450,175,1267,151,89,94,140,4,2,2,1,0,0,554.68515997255800000000,11,2
6793,21,16,1-21-2017-016-09,9,1,255,445,170,1158,146,90,102,136,4,2,2,1,0,0,1166.36244670081000000000,11,2
6793,21,16,1-21-2017-016-09,9,2,269,449,176,1667,147,81,99,156,6,4,2,2,0,0,1166.36244670081000000000,11,2
6793,21,16,1-21-2017-016-09,9,3,305,508,189,1733,159,92,112,999,6,4,2,2,0,0,1166.36244670081000000000,11,2
6829,21,17,1-21-2017-017-03,3,1,253,404,174,1259,151,89,62,144,4,2,2,1,0,0,311.95669406143700000000,11,2
6829,21,17,1-21-2017-017-03,3,2,262,444,170,1127,147,82,102,142,4,2,2,1,0,0,311.95669406143700000000,11,2
6876,21,18,1-21-2017-018-03,3,1,262,477,177,1365,155,98,118,144,4,2,2,1,0,0,884.41261213097500000000,11,2
6876,21,18,1-21-2017-018-03,3,2,356,574,201,2352,175,102,116,176,8,6,2,3,0,0,884.41261213097500000000,11,2
6876,21,18,1-21-2017-018-03,3,3,262,427,170,1160,147,89,78,999,4,2,2,1,0,0,884.41261213097500000000,11,2
6909,21,19,1-21-2017-019-04,4,1,277,486,183,1416,159,97,112,156,4,3,2,1,0,0,559.90610163616200000000,11,2
6909,21,19,1-21-2017-019-04,4,2,270,446,175,1380,153,90,85,999,4,2,2,1,0,0,559.90610163616200000000,11,2
6955,21,20,1-21-2017-020-10,10,1,305,515,202,1790,170,100,110,999,6,4,9,2,0,0,6194.83177347751000000000,11,2
6989,21,21,1-21-2017-021-04,4,1,253,406,170,1131,146,81,72,136,4,2,2,1,0,0,901.70201341217100000000,11,2
7022,21,22,1-21-2017-022-09,9,1,257,492,188,1508,154,115,119,150,6,4,2,2,0,0,1461.58871260446000000000,11,2
7022,21,22,1-21-2017-022-09,9,2,281,499,185,1575,156,109,110,148,6,4,2,1,0,0,1461.58871260446000000000,11,2
7022,21,22,1-21-2017-022-09,9,3,260,415,170,1096,147,84,71,132,4,2,2,1,0,0,1461.58871260446000000000,11,2
7186,21,23,1-21-2017-023-07,7,1,280,493,185,1523,157,100,114,999,4,2,2,1,0,0,1033.36079831570000000000,11,2
7186,21,23,1-21-2017-023-07,7,2,365,571,202,2262,167,101,105,999,8,5,2,2,0,0,1033.36079831570000000000,11,2
7187,21,24,1-21-2017-024-09,9,1,273,485,182,1440,154,99,114,999,4,2,9,1,9,0,1280.88780295301000000000,11,2
7222,21,25,1-21-2017-025-03,3,1,266,479,178,1415,154,98,116,999,4,2,2,1,0,0,440.35059381452200000000,11,2
7222,21,25,1-21-2017-025-03,3,2,260,427,176,1373,153,87,80,142,4,2,2,1,0,0,440.35059381452200000000,11,2
7270,21,26,1-21-2017-026-03,3,1,254,432,169,1071,146,87,92,140,4,2,2,1,0,0,327.88849704602700000000,11,2
7270,21,26,1-21-2017-026-03,3,2,270,463,176,1300,153,91,102,140,4,2,2,1,0,0,327.88849704602700000000,11,2
7271,21,27,1-21-2017-027-03,3,1,270,455,178,1305,157,87,99,999,4,2,2,1,0,0,327.88849704859000000000,11,2
7271,21,27,1-21-2017-027-03,3,2,278,486,185,1496,158,96,112,999,4,2,2,1,0,0,327.88849704859000000000,11,2
7319,21,28,1-21-2017-028-03,3,1,257,436,172,1126,151,81,98,139,4,2,9,1,0,0,367.46719304229100000000,11,2
7320,21,29,1-21-2017-029-07,7,1,265,453,178,1228,156,90,98,142,4,2,2,1,0,0,1314.13987079159000000000,11,2
7320,21,29,1-21-2017-029-07,7,2,326,999,999,2160,999,95,999,999,8,5,9,2,9,0,1314.13987079159000000000,11,2
7374,21,30,1-21-2017-030-04,4,1,255,411,179,1220,156,84,73,999,4,2,2,1,0,0,222.37813946090000000000,11,2
7375,21,31,1-21-2017-031-03,3,1,262,447,175,1278,151,89,94,140,4,2,2,1,0,0,78.01736920725550000000,11,2
7375,21,31,1-21-2017-031-03,3,2,285,465,182,1647,155,85,96,999,6,4,9,2,0,0,78.01736920725550000000,11,2
7376,21,32,1-21-2017-032-03,3,1,272,480,179,1355,154,100,110,146,4,2,1,1,0,0,201.69740988543500000000,11,2
7376,21,32,1-21-2017-032-03,3,2,260,415,170,1096,147,84,71,138,4,2,2,1,0,0,201.69740988543500000000,11,2
7440,21,33,1-21-2017-033-04,4,1,260,453,170,1130,146,94,100,142,4,2,2,1,0,0,511.36162861486400000000,11,2
7440,21,33,1-21-2017-033-04,4,2,278,487,183,1416,159,97,112,146,4,3,2,1,0,0,511.36162861486400000000,11,2
7441,21,34,1-21-2017-034-10,10,1,286,510,189,1662,163,102,122,156,6,3,2,1,0,0,2507.36352072078000000000,11,2
7441,21,34,1-21-2017-034-10,10,2,276,453,182,1490,151,77,100,999,6,3,2,2,0,0,2507.36352072078000000000,11,2
7531,21,35,1-21-2017-035-03,3,1,295,505,200,2211,167,96,116,176,8,5,2,2,0,0,336.39941328647300000000,11,2
7531,21,35,1-21-2017-035-03,3,2,365,570,203,2338,173,100,105,999,8,5,2,2,0,0,336.39941328647300000000,11,2
7553,21,38,1-21-2017-038-03,3,1,278,484,186,1630,158,97,110,148,6,4,2,1,0,0,336.39941328384300000000,11,2
7553,21,38,1-21-2017-038-03,3,2,238,365,160,1029,141,75,52,999,4,1,1,1,0,0,336.39941328384300000000,11,2
7607,21,39,1-21-2017-039-03,3,1,284,511,185,1717,159,101,126,146,6,4,2,1,0,0,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,2,278,481,182,1500,158,96,107,150,4,3,2,1,0,0,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,3,289,489,183,1735,158,100,100,152,4,2,2,1,0,0,150.65263342074300000000,11,2
7607,21,39,1-21-2017-039-03,3,4,999,999,999,9999,999,999,999,999,99,99,9,9,9,0,150.65263342074300000000,11,2
7608,21,40,1-21-2017-040-07,7,1,281,509,185,1630,157,110,120,146,6,4,2,1,0,0,538.76546251765700000000,11,2
7608,21,40,1-21-2017-040-07,7,2,356,563,200,2171,172,91,116,999,8,6,9,2,9,0,538.76546251765700000000,11,2
7609,21,41,1-21-2017-041-09,9,1,249,410,174,1361,151,77,85,999,4,2,9,9,9,0,667.81913027474100000000,11,2
7609,21,41,1-21-2017-041-09,9,2,283,478,180,1565,151,86,110,999,6,3,2,2,0,0,667.81913027474100000000,11,2
7667,21,42,1-21-2017-042-07,7,1,287,487,179,1910,158,85,115,152,8,6,2,2,0,0,722.11786068221000000000,11,2
7668,21,43,1-21-2017-043-10,10,1,257,407,170,974,148,80,70,138,4,2,1,1,0,0,2822.11706139299000000000,11,2
7668,21,43,1-21-2017-043-10,10,2,270,464,178,1265,152,97,98,999,4,2,9,9,9,0,2822.11706139299000000000,11,2
7669,21,44,1-21-2017-044-03,3,1,268,460,180,1424,155,95,97,148,4,3,2,1,0,0,201.92266379861900000000,11,2
7725,21,45,1-21-2017-045-09,9,1,262,477,177,1365,153,98,118,999,4,2,2,1,0,0,790.46843285652500000000,11,2
7725,21,45,1-21-2017-045-09,9,2,262,444,169,1200,999,75,110,999,4,2,1,2,0,1,790.46843285652500000000,11,2
7726,21,46,1-21-2017-046-06,6,1,257,465,186,1456,154,103,105,149,6,4,2,2,0,0,258.73977267240100000000,11,2
7726,21,46,1-21-2017-046-06,6,2,260,454,176,1279,151,94,100,142,4,2,2,1,0,0,258.73977267240100000000,11,2
7793,21,48,1-21-2017-048-03,3,1,270,456,178,1272,156,88,98,146,4,2,2,1,0,0,201.69740988543500000000,11,2
7793,21,48,1-21-2017-048-03,3,2,287,504,200,2146,170,96,119,999,6,4,9,3,0,0,201.69740988543500000000,11,2
7779,21,49,1-21-2017-049-09,9,1,272,466,172,1686,142,90,105,150,6,4,2,2,0,0,482.91313097931200000000,11,2
7794,21,50,1-21-2017-050-03,3,1,268,461,180,1407,154,97,96,144,4,1,2,1,0,0,108.93987847511800000000,11,2
7840,21,51,1-21-2017-051-03,3,1,264,464,172,1214,146,101,99,999,4,2,2,1,0,0,133.06250188191800000000,11,2
7840,21,51,1-21-2017-051-03,3,2,268,461,180,1407,154,97,96,150,4,1,2,1,0,0,133.06250188191800000000,11,2
7841,21,52,1-21-2017-052-06,6,1,365,570,203,2299,173,100,105,187,6,4,2,2,0,0,193.07074573822400000000,11,2
7895,21,53,1-21-2017-053-03,3,1,266,479,178,1360,153,98,116,145,4,2,9,9,9,0,345.73930035819200000000,11,2
7895,21,53,1-21-2017-053-03,3,2,270,464,178,1265,152,97,98,143,4,2,2,1,0,0,345.73930035819200000000,11,2
7950,21,54,1-21-2017-054-09,9,1,289,483,179,1620,153,85,108,143,6,4,2,2,0,0,1550.29227762729000000000,11,2
8007,21,55,1-21-2017-055-03,3,1,260,453,170,1135,146,94,100,137,4,2,2,1,0,0,1050.84678343269000000000,11,2
8007,21,55,1-21-2017-055-03,3,2,281,486,187,1475,161,97,108,999,4,2,2,1,0,0,1050.84678343269000000000,11,2
8083,21,56,1-21-2017-056-03,3,1,295,502,192,1785,161,95,112,999,8,6,1,2,0,0,350.40911477801500000000,11,2
8083,21,56,1-21-2017-056-03,3,2,305,528,202,2118,166,100,110,999,8,5,2,2,0,0,350.40911477801500000000,11,2
8084,21,57,1-21-2017-057-03,3,1,260,415,170,1114,148,84,71,138,4,2,2,1,0,0,350.40911477801500000000,11,2
8084,21,57,1-21-2017-057-03,3,2,353,561,202,1961,165,100,110,168,8,5,2,3,0,0,350.40911477801500000000,11,2
8165,21,58,1-21-2017-058-03,3,1,305,504,191,1785,162,89,110,154,6,4,2,2,0,0,277.50495133291700000000,11,2
8165,21,58,1-21-2017-058-03,3,2,295,505,200,2317,167,96,116,161,8,5,9,2,9,0,277.50495133291700000000,11,2
8212,21,59,1-21-2017-059-06,6,1,275,464,185,1525,157,88,101,152,4,2,2,4,0,0,302.31149332881800000000,11,2
8212,21,59,1-21-2017-059-06,6,2,285,487,179,1551,152,99,103,143,4,2,2,1,0,0,302.31149332881800000000,11,2
8272,21,60,1-21-2017-060-03,3,1,274,487,185,1625,157,99,114,149,4,3,2,1,0,0,255.11396819240000000000,11,2
8373,21,62,1-21-2017-062-03,3,1,270,462,186,1669,157,100,93,152,4,2,2,1,0,0,201.69740988543500000000,11,2
8373,21,62,1-21-2017-062-03,3,2,262,456,182,1586,158,92,102,150,4,2,2,1,0,0,201.69740988543500000000,11,2
8391,21,63,1-21-2017-063-06,6,1,285,475,177,1680,150,82,110,146,6,4,2,2,0,0,290.27603045076400000000,11,2
8430,21,64,1-21-2017-064-03,3,1,271,468,183,1445,157,98,99,144,4,2,2,1,0,0,201.69740988543500000000,11,2
8431,21,65,1-21-2017-065-09,9,1,253,451,172,1212,145,93,104,136,4,2,2,1,0,0,309.07328079168100000000,11,2
8431,21,65,1-21-2017-065-09,9,2,271,468,183,1471,158,98,99,999,4,2,9,1,0,0,309.07328079168100000000,11,2
8432,21,66,1-21-2017-066-04,4,1,277,481,182,1441,158,96,108,999,99,99,9,9,9,0,208.35178136116800000000,11,2
8432,21,66,1-21-2017-066-04,4,2,406,629,203,2938,172,97,126,188,8,7,2,3,0,0,208.35178136116800000000,11,2
8510,21,67,1-21-2017-067-03,3,1,267,448,185,1560,161,91,90,150,4,2,2,1,0,0,80.31872049027490000000,11,2
8510,21,67,1-21-2017-067-03,3,2,265,459,178,1483,152,95,99,999,4,2,1,4,0,0,80.31872049027490000000,11,2
8511,21,68,1-21-2017-068-07,7,1,356,574,201,2202,174,102,116,165,8,6,2,2,0,0,287.23661592585600000000,11,2
8570,21,69,1-21-2017-069-04,4,1,999,999,999,9999,999,999,999,999,99,99,9,9,9,0,253.79468876774300000000,11,2
8570,21,69,1-21-2017-069-04,4,2,270,463,176,1293,153,91,102,150,4,2,2,1,0,0,253.79468876774300000000,11,2
8570,21,69,1-21-2017-069-04,4,3,270,449,175,1199,150,87,93,999,4,2,9,1,9,0,253.79468876774300000000,11,2
8571,21,70,1-21-2017-070-09,9,1,286,501,184,1837,156,98,118,140,6,4,2,4,0,0,394.69703733510500000000,11,2
8630,21,71,1-21-2017-071-09,9,1,320,526,174,1702,152,86,120,156,5,4,2,2,0,0,226.14246660990000000000,11,2
8630,21,71,1-21-2017-071-09,9,2,278,486,185,1496,158,96,112,149,4,2,9,1,9,0,226.14246660990000000000,11,2
8707,21,72,1-21-2017-072-04,4,1,285,484,192,1700,162,92,107,170,6,4,2,2,0,0,623.73306598922200000000,11,2
8707,21,72,1-21-2017-072-04,4,2,270,463,184,1567,160,93,100,160,4,3,2,1,0,0,623.73306598922200000000,11,2
8715,21,73,1-21-2017-073-07,7,1,305,508,191,1797,162,92,110,150,6,4,2,2,0,0,782.56603930954100000000,11,2
8828,21,74,1-21-2017-074-01,1,1,283,482,197,1956,166,84,116,178,6,4,2,2,0,0,121.77783636440200000000,11,2
8882,21,75,1-21-2017-075-04,4,1,262,444,170,1095,147,82,102,143,4,2,2,1,0,0,937.75875424882000000000,11,2
8882,21,75,1-21-2017-075-04,4,2,281,486,186,1463,159,97,109,150,4,2,2,1,0,0,937.75875424882000000000,11,2
8882,21,75,1-21-2017-075-04,4,3,300,518,201,2390,168,96,123,999,8,5,9,2,0,0,937.75875424882000000000,11,2
8882,21,75,1-21-2017-075-04,4,4,305,513,192,1769,999,100,110,999,6,4,9,2,9,0,937.75875424882000000000,11,2
8883,21,76,1-21-2017-076-07,7,1,267,473,176,1415,149,100,107,146,5,2,2,1,0,0,1176.55804083148000000000,11,2
8883,21,76,1-21-2017-076-07,7,2,278,484,180,1437,154,97,109,150,4,3,2,1,0,0,1176.55804083148000000000,11,2
8975,21,77,1-21-2017-077-03,3,1,287,487,185,1735,159,85,115,146,6,4,2,2,0,0,332.65973799181000000000,11,2
8975,21,77,1-21-2017-077-03,3,2,247,442,170,1095,146,90,107,999,4,2,2,1,0,0,332.65973799181000000000,11,2
8976,21,78,1-21-2017-078-07,7,1,288,487,184,1751,156,86,111,148,6,4,2,4,0,0,1189.66110010860000000000,11,2
9038,21,79,1-21-2017-079-02,2,1,274,487,185,1625,158,99,114,999,4,3,2,1,0,0,57.22723960478870000000,11,2
9038,21,79,1-21-2017-079-02,2,2,260,454,176,1260,152,94,100,140,4,2,2,1,0,0,57.22723960478870000000,11,2
9098,21,80,1-21-2017-080-08,8,1,266,479,178,1430,153,98,116,148,6,3,2,1,0,0,47.09603702559360000000,11,2
9098,21,80,1-21-2017-080-08,8,2,277,498,185,1563,157,109,113,146,6,4,2,1,0,0,47.09603702559360000000,11,2
6131,22,1,1-22-2017-001-02,2,1,280,482,183,1475,160,94,108,138,4,2,2,1,0,0,57.59449533622260000000,12,2
6131,22,1,1-22-2017-001-02,2,2,408,626,203,2764,173,100,118,180,6,6,2,3,0,0,57.59449533622260000000,12,2
6132,22,2,1-22-2017-002-06,6,1,260,454,176,1279,150,94,100,150,4,2,2,1,0,0,198.30982324559500000000,12,2
6198,22,3,1-22-2017-003-09,9,1,389,595,202,2639,171,101,105,176,8,6,2,1,0,0,358.51160696737600000000,12,2
6198,22,3,1-22-2017-003-09,9,2,357,575,203,2281,168,95,123,192,8,6,2,3,0,0,358.51160696737600000000,12,2
6198,22,3,1-22-2017-003-09,9,3,264,457,177,1538,152,100,95,160,4,2,1,1,0,0,358.51160696737600000000,12,2
6199,22,4,1-22-2017-004-07,7,1,265,463,178,1289,154,89,109,160,4,2,2,1,0,0,211.33781321392700000000,12,2
6200,22,5,1-22-2017-005-04,4,1,274,480,182,1619,155,97,109,150,4,2,2,4,0,0,220.13630150836700000000,12,2
6201,22,6,1-22-2017-006-03,3,1,269,454,184,9999,157,93,92,152,4,2,2,3,0,0,50.66168832681840000000,12,2
6254,22,7,1-22-2017-007-09,9,1,266,484,177,1242,144,108,110,152,4,2,2,1,0,0,302.83515933275000000000,12,2
6255,22,8,1-22-2017-008-07,7,1,277,485,182,1542,156,102,106,150,4,2,2,1,0,0,178.51728952482400000000,12,2
6256,22,9,1-22-2017-009-09,9,1,268,454,180,1803,151,83,105,150,6,3,2,3,0,0,302.83515934112200000000,12,2
6257,22,10,1-22-2017-010-06,6,1,262,444,181,1585,154,86,95,146,6,3,2,4,0,0,94.79705281325800000000,12,2
6257,22,10,1-22-2017-010-06,6,2,280,467,181,1655,155,84,104,164,6,2,2,4,0,0,94.79705281325800000000,12,2
6321,22,11,1-22-2017-011-09,9,1,270,453,184,1803,150,78,106,142,6,3,2,3,0,0,282.52237571216900000000,12,2
6322,22,12,1-22-2017-012-07,7,1,365,570,203,2389,173,100,105,999,8,5,2,3,0,0,166.54317435051200000000,12,2
6355,22,13,1-22-2017-013-06,6,1,275,473,182,1485,157,96,102,152,4,3,2,4,0,0,407.93046257922600000000,12,2
6356,22,14,1-22-2017-014-01,1,1,318,503,176,1664,146,85,99,144,6,4,2,3,0,0,91.25203491962530000000,12,2
6407,22,16,1-22-2017-016-09,9,1,262,445,171,1067,148,86,97,140,4,2,2,1,0,0,325.05358754972500000000,12,2
6412,22,17,1-22-2017-017-10,10,1,248,392,168,1160,144,84,60,140,4,2,2,1,0,0,1639.04322553469000000000,12,2
6448,22,18,1-22-2017-018-06,6,1,277,489,185,1539,158,102,108,155,4,2,2,1,0,0,156.07118900757200000000,12,2
6448,22,18,1-22-2017-018-06,6,2,237,400,170,1087,148,85,79,140,4,2,1,1,0,0,156.07118900757200000000,12,2
6449,22,19,1-22-2017-019-03,3,2,258,455,178,1225,154,89,108,138,4,2,2,1,0,0,102.42124935916300000000,12,2
6500,22,20,1-22-2017-020-09,9,1,299,507,195,2423,162,92,118,174,8,5,2,3,0,0,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,2,303,507,192,1482,162,93,111,148,6,3,2,2,0,0,795.82838325283200000000,12,2
6500,22,20,1-22-2017-020-09,9,3,263,469,172,1440,145,95,111,152,4,3,2,4,0,0,795.82838325283200000000,12,2
6501,22,21,1-22-2017-021-03,3,1,266,456,185,1615,157,90,100,160,4,3,2,4,0,0,112.45942594115200000000,12,2
6544,22,22,1-22-2017-022-08,8,1,287,487,189,2092,158,90,110,152,6,4,2,3,0,0,135.03227027435800000000,12,2
6545,22,23,1-22-2017-023-07,7,1,295,440,188,1936,156,70,83,176,6,4,2,3,0,0,479.84819745560000000000,12,2
6595,22,24,1-22-2017-024-03,3,1,295,502,192,1739,161,95,112,172,6,4,2,1,0,0,166.37461575824400000000,12,2
6595,22,24,1-22-2017-024-03,3,2,285,482,187,1756,161,98,100,156,6,3,2,1,0,0,166.37461575824400000000,12,2
6596,22,25,1-22-2017-025-03,3,1,295,518,204,2515,173,103,120,190,8,5,2,3,0,0,166.37461576679500000000,12,2
6638,22,27,1-22-2017-027-08,8,1,267,443,171,1201,150,85,92,144,4,2,2,1,0,0,80.60029423754150000000,12,2
6638,22,27,1-22-2017-027-08,8,2,310,514,169,1553,146,82,122,152,6,3,2,3,0,0,80.60029423754150000000,12,2
6649,22,28,1-22-2017-028-06,6,1,333,532,182,1991,158,87,113,172,8,5,2,3,9,0,104.62562005192100000000,12,2
6649,22,28,1-22-2017-028-06,6,2,264,460,176,1354,152,95,99,148,4,2,2,1,0,0,104.62562005192100000000,12,2
6677,22,29,1-22-2017-029-04,4,1,272,478,192,1756,162,95,112,154,8,5,1,2,0,0,228.21970156356800000000,12,2
6678,22,30,1-22-2017-030-04,4,1,265,442,174,1365,151,94,83,140,4,2,2,4,0,0,228.21970156899300000000,12,2
6717,22,31,1-22-2017-031-07,7,1,331,554,201,2576,173,99,125,168,8,5,2,3,0,0,492.29723624183300000000,12,2
6718,22,32,1-22-2017-032-07,7,1,262,444,181,1540,155,86,95,160,6,3,2,3,0,0,492.29723625533400000000,12,2
6718,22,32,1-22-2017-032-07,7,2,287,512,189,1474,157,114,111,160,6,3,2,1,0,0,492.29723625533400000000,12,2
6755,22,33,1-22-2017-033-04,4,1,282,495,199,1943,169,98,118,168,6,4,2,4,0,0,271.69750241830000000000,12,2
6771,22,35,1-22-2017-035-09,9,1,410,650,999,9999,177,999,999,180,8,8,2,2,1,1,442.48362280590700000000,12,2
6771,22,35,1-22-2017-035-09,9,2,296,505,200,2190,166,94,115,180,8,5,2,3,0,0,442.48362280590700000000,12,2
6794,22,36,1-22-2017-036-01,1,1,319,515,176,1502,148,85,111,150,6,3,2,2,0,0,96.89001786134840000000,12,2
6795,22,37,1-22-2017-037-03,3,2,370,574,203,2476,171,90,114,186,8,5,2,3,0,0,138.60198853582200000000,12,2
