CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,WHEELBASE,OAL,MAXWIDTH,CURBWT,TRACKWIDTH,OVERHANG_FRT,OVERHANG_REAR,UEW,ENG_CYL,ENG_DISP,TRANSMISSION,DRVWHEELS,ALTVEH,SUSPMODS,CASEWGT,PSUSTRAT,VERSION
8886,30,103,1-30-2017-103-04,4,2,305,505,191,1797,162,92,108,161,6,4,2,2,0,0,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,3,270,467,189,9999,161,93,104,999,99,99,9,9,9,0,1473.08117807378000000000,10,2
8887,30,104,1-30-2017-104-03,3,1,272,478,192,1598,162,95,111,999,6,4,9,9,9,0,421.16700845550400000000,10,2
8898,30,105,1-30-2017-105-02,2,1,285,508,187,1618,158,108,115,158,6,4,2,1,0,0,36.98474261371070000000,10,2
8898,30,105,1-30-2017-105-02,2,2,278,462,178,1485,154,93,91,146,4,2,2,1,0,0,36.98474261371070000000,10,2
8950,30,106,1-30-2017-106-10,10,1,274,481,182,1504,156,98,109,150,6,3,2,1,0,0,9575.19094404344000000000,10,2
8986,30,108,1-30-2017-108-06,6,1,276,453,182,1490,151,77,100,999,6,3,9,9,9,0,1135.60997107164000000000,10,2
8986,30,108,1-30-2017-108-06,6,2,302,513,199,2107,167,98,113,999,6,4,9,9,9,0,1135.60997107164000000000,10,2
9027,30,109,1-30-2017-109-04,4,1,260,446,169,1132,148,83,103,999,4,2,9,9,9,0,3811.97780901157000000000,10,2
9027,30,109,1-30-2017-109-04,4,2,264,441,175,1345,151,88,89,999,4,2,9,9,9,0,3811.97780901157000000000,10,2
9028,30,110,1-30-2017-110-03,3,2,282,468,193,1852,166,92,94,999,6,4,9,9,9,0,1089.87835519426000000000,10,2
9028,30,110,1-30-2017-110-03,3,3,265,463,178,1398,154,89,109,152,5,3,2,1,0,0,1089.87835519426000000000,10,2
9028,30,110,1-30-2017-110-03,3,4,285,486,182,1785,156,86,115,999,6,4,9,9,9,0,1089.87835519426000000000,10,2
9028,30,110,1-30-2017-110-03,3,5,247,371,168,1260,146,67,57,999,4,2,9,9,9,0,1089.87835519426000000000,10,2
9028,30,110,1-30-2017-110-03,3,6,262,458,173,1265,148,96,100,999,4,2,9,9,9,0,1089.87835519426000000000,10,2
9099,30,111,1-30-2017-111-03,3,1,278,491,185,1615,158,98,115,148,6,4,2,1,0,0,567.96366418237500000000,10,2
9099,30,111,1-30-2017-111-03,3,2,330,557,200,2686,166,96,131,999,8,6,9,9,9,0,567.96366418237500000000,10,2
6124,31,1,1-31-2017-001-10,10,1,284,468,178,1824,999,78,107,999,6,4,2,3,9,0,1073.84216837139000000000,6,2
6177,31,2,1-31-2017-002-10,10,1,290,536,197,1692,159,110,139,171,8,5,2,2,0,0,1073.84216837139000000000,6,2
6177,31,2,1-31-2017-002-10,10,2,272,473,179,1413,150,101,102,164,4,2,2,1,0,0,1073.84216837139000000000,6,2
6240,31,3,1-31-2017-003-09,9,1,269,478,196,2007,170,100,110,177,6,4,2,1,0,0,686.22139148783100000000,6,2
6241,31,4,1-31-2017-004-06,6,1,365,570,203,2397,173,100,105,192,8,5,2,3,0,0,374.46925544577300000000,6,2
6311,31,5,1-31-2017-005-03,3,1,272,478,192,1681,162,95,112,180,4,2,2,2,0,0,562.11522338877600000000,6,2
6398,31,6,1-31-2017-006-07,7,1,288,480,200,1773,162,96,97,176,6,3,2,1,0,0,1609.39441873419000000000,6,2
6398,31,6,1-31-2017-006-07,7,2,356,574,201,2404,175,102,116,175,8,5,2,3,0,1,1609.39441873419000000000,6,2
6505,31,7,1-31-2017-007-04,4,1,302,502,199,1787,167,95,105,182,6,5,2,2,0,0,2792.73572987369000000000,6,2
6505,31,7,1-31-2017-007-04,4,2,357,574,201,2305,173,102,116,176,8,6,2,3,0,0,2792.73572987369000000000,6,2
6539,31,8,1-31-2017-008-10,10,1,305,500,188,1710,160,85,110,165,6,4,2,2,0,0,2147.68433674278000000000,6,2
6599,31,10,1-31-2017-010-08,8,1,272,466,172,1871,143,90,105,148,6,4,2,3,0,0,533.58540815661800000000,6,2
6672,31,11,1-31-2017-011-07,7,1,262,444,181,1540,155,86,95,171,4,3,2,1,0,0,1255.56663445132000000000,6,2
6714,31,12,1-31-2017-012-04,4,1,249,440,172,1169,146,85,106,144,4,2,2,1,0,0,1625.67773236403000000000,6,2
6750,31,13,1-31-2017-013-04,4,1,399,617,203,3099,173,97,121,185,8,6,2,3,0,0,1284.64109095433000000000,6,2
6799,31,15,1-31-2017-015-03,3,1,356,577,202,2876,175,100,121,999,8,6,9,9,0,0,749.39825076123100000000,6,2
6799,31,15,1-31-2017-015-03,3,2,370,574,203,2575,173,90,113,999,8,6,2,3,0,0,749.39825076123100000000,6,2
6827,31,16,1-31-2017-016-09,9,1,409,625,244,3041,185,101,115,183,6,7,2,3,1,0,1112.97598818424000000000,6,2
6827,31,16,1-31-2017-016-09,9,2,284,476,176,1392,148,85,108,156,4,2,2,2,0,0,1112.97598818424000000000,6,2
6827,31,16,1-31-2017-016-09,9,3,286,471,185,1748,158,90,95,999,4,2,2,1,0,0,1112.97598818424000000000,6,2
6890,31,18,1-31-2017-018-04,4,1,271,457,185,1732,156,999,999,160,4,2,2,1,0,0,2463.15349404059000000000,6,2
6902,31,19,1-31-2017-019-04,4,1,284,488,186,1554,160,94,110,172,4,2,2,1,0,0,733.33339149754300000000,6,2
6953,31,20,1-31-2017-020-03,3,1,356,574,201,2235,174,102,116,186,8,5,2,2,0,0,1250.62463447385000000000,6,2
6953,31,20,1-31-2017-020-03,3,2,292,482,194,2211,163,88,102,176,6,4,2,3,0,0,1250.62463447385000000000,6,2
7040,31,22,1-31-2017-022-06,6,1,268,461,180,1407,154,97,96,155,4,1,1,1,0,0,689.61885436365700000000,6,2
7061,31,23,1-31-2017-023-08,8,1,255,449,172,1662,139,90,106,150,6,4,2,2,0,0,533.58540815661800000000,6,2
7114,31,24,1-31-2017-024-09,9,1,271,473,179,1413,150,102,102,152,4,2,2,1,0,0,686.22139148783100000000,6,2
7167,31,25,1-31-2017-025-03,3,1,289,489,183,1735,157,100,100,145,4,2,2,1,0,0,471.72414428540900000000,6,2
7208,31,28,1-31-2017-028-09,9,1,281,510,189,1555,154,111,116,999,6,4,2,1,0,0,686.22139148783100000000,6,2
7305,31,29,1-31-2017-029-07,7,1,260,454,176,1255,152,94,100,164,4,2,2,1,0,0,6637.32119482343000000000,6,2
7372,31,30,1-31-2017-030-10,10,1,400,613,244,2866,183,95,118,213,8,7,2,3,1,1,1073.84216837139000000000,6,2
7373,31,31,1-31-2017-031-10,10,2,272,469,172,1816,143,92,105,999,6,4,2,3,0,0,1073.84216837139000000000,6,2
7431,31,32,1-31-2017-032-06,6,1,290,538,199,1900,163,108,139,178,8,5,2,2,0,0,561.11655983670000000000,6,2
7537,31,33,1-31-2017-033-09,9,1,331,563,201,2570,167,98,134,180,8,5,2,3,0,0,1539.73058488066000000000,6,2
7538,31,34,1-31-2017-034-04,4,1,300,515,201,2067,173,94,120,185,6,4,2,1,0,0,2328.51790892268000000000,6,2
7538,31,34,1-31-2017-034-04,4,2,275,490,181,1575,160,105,110,150,4,2,2,1,0,0,2328.51790892268000000000,6,2
7590,31,35,1-31-2017-035-10,10,1,285,508,187,1618,159,108,116,161,6,4,2,1,0,0,1073.84216837139000000000,6,2
7590,31,35,1-31-2017-035-10,10,2,365,571,202,2151,167,101,105,176,8,5,2,2,0,0,1073.84216837139000000000,6,2
7730,31,36,1-31-2017-036-05,5,1,262,444,181,1609,155,86,95,171,6,3,2,4,0,0,628.83294075430700000000,6,2
7730,31,36,1-31-2017-036-05,5,2,282,468,193,1852,166,92,94,157,6,4,2,1,0,0,628.83294075430700000000,6,2
7790,31,38,1-31-2017-038-08,8,1,365,571,202,2151,167,101,105,187,8,5,2,3,0,0,533.58540815661800000000,6,2
7805,31,39,1-31-2017-039-09,9,1,353,563,202,1917,999,100,110,174,8,5,2,2,0,0,1663.27604062427000000000,6,2
7849,31,40,1-31-2017-040-07,7,1,261,445,172,1189,147,90,95,142,4,2,2,1,0,0,1472.66821840875000000000,6,2
7849,31,40,1-31-2017-040-07,7,2,286,501,200,2067,170,96,117,176,6,4,2,1,9,0,1472.66821840875000000000,6,2
8058,31,41,1-31-2017-041-07,7,1,264,441,175,1345,151,88,91,147,4,2,2,1,0,0,1465.37280017611000000000,6,2
8058,31,41,1-31-2017-041-07,7,2,330,565,201,2611,173,100,135,187,8,5,2,3,0,0,1465.37280017611000000000,6,2
8110,31,42,1-31-2017-042-08,8,1,279,479,190,2170,158,87,113,165,6,4,2,3,0,0,533.58540815661800000000,6,2
8501,31,43,1-31-2017-043-08,8,1,267,443,171,1315,150,85,92,138,4,2,2,1,0,0,595.99305823341500000000,6,2
8563,31,44,1-31-2017-044-07,7,1,288,487,184,1751,157,86,113,140,6,4,2,2,0,0,4475.48751957649000000000,6,2
8623,31,45,1-31-2017-045-10,10,1,281,503,184,1516,157,111,113,999,6,4,2,1,0,0,1073.84216837139000000000,6,2
8770,31,47,1-31-2017-047-04,4,1,275,490,181,1575,160,105,110,148,4,2,2,1,0,0,1876.28997287848000000000,6,2
8806,31,48,1-31-2017-048-09,9,1,331,555,182,2041,160,99,125,150,8,5,2,3,0,0,5792.34519201867000000000,6,2
8892,31,50,1-31-2017-050-10,10,1,281,499,185,1582,156,109,110,149,6,4,2,1,0,0,1073.84216837139000000000,6,2
6042,32,1,1-32-2017-001-09,9,1,270,478,196,1992,169,98,110,166,6,3,2,4,0,0,439.98880808745900000000,7,2
6101,32,2,1-32-2017-002-02,2,1,284,488,186,1554,160,94,110,999,4,2,2,1,0,0,82.36257534832270000000,7,2
6101,32,2,1-32-2017-002-02,2,2,365,573,203,2293,173,100,108,184,8,5,2,2,0,0,82.36257534832270000000,7,2
6170,32,4,1-32-2017-004-03,3,1,260,430,170,1235,148,91,80,144,4,2,2,1,0,0,920.85788538202200000000,7,2
6170,32,4,1-32-2017-004-03,3,2,281,500,190,1694,165,103,116,158,4,2,2,1,0,0,920.85788538202200000000,7,2
6215,32,5,1-32-2017-005-05,5,1,246,383,170,1050,147,76,62,999,4,2,2,1,1,0,156.92934375405100000000,7,2
6215,32,5,1-32-2017-005-05,5,2,258,455,178,1465,151,90,108,158,4,2,2,1,0,0,156.92934375405100000000,7,2
6232,32,6,1-32-2017-006-04,4,1,279,487,183,1480,156,92,116,160,4,2,2,1,0,0,2047.48443634482000000000,7,2
6232,32,6,1-32-2017-006-04,4,2,368,581,200,2350,170,98,116,184,8,5,2,2,0,0,2047.48443634482000000000,7,2
6233,32,7,1-32-2017-007-09,9,1,259,449,172,1225,149,92,98,142,4,2,2,1,0,0,3404.16805142899000000000,7,2
6234,32,8,1-32-2017-008-06,6,1,276,453,184,1804,159,81,96,168,6,3,2,2,0,0,1146.93937210064000000000,7,2
6234,32,8,1-32-2017-008-06,6,2,262,440,183,1493,154,85,92,160,6,3,2,1,0,0,1146.93937210064000000000,7,2
6305,32,9,1-32-2017-009-01,1,1,365,570,203,2329,173,100,105,168,8,5,2,2,0,1,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,2,262,444,170,1140,147,82,102,146,4,2,2,1,0,0,360.85524013826500000000,7,2
6305,32,9,1-32-2017-009-01,1,3,285,487,179,1569,153,99,103,142,4,2,2,1,0,0,360.85524013826500000000,7,2
6306,32,10,1-32-2017-010-03,3,1,999,999,999,9999,999,999,999,999,99,99,9,9,9,0,1535.37013248666000000000,7,2
6306,32,10,1-32-2017-010-03,3,2,265,422,179,1250,156,83,74,144,4,2,2,1,0,0,1535.37013248666000000000,7,2
6347,32,11,1-32-2017-011-07,7,1,269,465,180,1495,155,98,98,148,4,3,2,1,0,0,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,1,278,482,180,1429,154,96,110,999,4,3,9,9,0,0,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,2,272,480,181,1450,999,98,110,152,4,2,2,1,0,0,5303.85549310429000000000,7,2
6348,32,12,1-32-2017-012-07,7,3,267,443,171,1175,147,86,90,146,4,2,2,1,0,0,5303.85549310429000000000,7,2
6392,32,13,1-32-2017-013-01,1,1,330,557,200,2228,167,96,133,182,8,5,2,2,0,0,473.93014835835700000000,7,2
6392,32,13,1-32-2017-013-01,1,2,330,999,999,9999,999,80,999,184,6,5,2,2,1,0,473.93014835835700000000,7,2
6393,32,14,1-32-2017-014-04,4,1,271,463,184,1550,160,93,100,148,4,3,2,1,0,0,8974.51772059799000000000,7,2
6393,32,14,1-32-2017-014-04,4,2,274,481,182,1389,157,98,109,148,4,2,2,1,0,0,8974.51772059799000000000,7,2
6430,32,15,1-32-2017-015-07,7,1,280,482,183,1454,160,94,108,146,4,2,2,1,0,0,4484.46946459665000000000,7,2
6430,32,15,1-32-2017-015-07,7,2,262,458,173,1265,148,96,100,999,4,2,9,1,0,0,4484.46946459665000000000,7,2
6431,32,16,1-32-2017-016-07,7,1,300,511,196,2062,169,93,118,160,6,4,2,1,0,0,4484.46946452231000000000,7,2
6431,32,16,1-32-2017-016-07,7,2,365,573,203,2301,173,100,108,192,8,5,2,2,0,0,4484.46946452231000000000,7,2
6483,32,17,1-32-2017-017-06,6,1,270,449,175,1345,149,87,93,160,4,2,1,1,0,0,2740.36038785260000000000,7,2
6483,32,17,1-32-2017-017-06,6,2,260,447,170,1150,147,90,97,144,4,2,2,1,0,0,2740.36038785260000000000,7,2
6484,32,18,1-32-2017-018-10,10,1,343,569,202,2102,173,101,124,999,6,4,2,2,0,0,20830.73511251550000000000,7,2
6484,32,18,1-32-2017-018-10,10,2,262,429,171,1395,148,84,84,999,4,2,9,9,9,0,20830.73511251550000000000,7,2
6531,32,19,1-32-2017-019-07,7,1,275,485,199,2064,172,100,110,160,6,4,2,4,0,0,5536.09702917442000000000,7,2
6531,32,19,1-32-2017-019-07,7,2,260,453,170,1135,146,94,100,160,4,2,2,1,0,0,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,1,999,999,999,9999,999,999,999,999,6,4,9,9,9,0,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,2,300,513,193,2027,167,97,114,164,6,4,2,1,0,0,5536.09702917442000000000,7,2
6532,32,20,1-32-2017-020-07,7,3,330,557,200,2244,167,96,133,172,8,5,2,2,0,0,5536.09702917442000000000,7,2
6576,32,21,1-32-2017-021-10,10,1,359,554,196,1934,161,92,103,176,8,6,2,2,0,0,20830.73511251550000000000,7,2
6577,32,22,1-32-2017-022-02,2,1,291,493,190,2136,160,97,105,160,6,4,2,1,0,0,196.43347976677000000000,7,2
6577,32,22,1-32-2017-022-02,2,2,249,440,172,1169,145,85,106,148,4,2,2,1,0,0,196.43347976677000000000,7,2
6625,32,23,1-32-2017-023-03,3,1,368,581,200,2350,170,98,116,182,8,5,2,2,0,0,1645.37305184942000000000,7,2
6626,32,24,1-32-2017-024-03,3,1,368,584,203,2130,172,96,120,176,8,5,2,3,0,0,1645.37305184523000000000,7,2
6669,32,25,1-32-2017-025-03,3,1,274,477,189,1970,163,99,102,178,6,4,2,1,0,0,1843.81501469920000000000,7,2
6669,32,25,1-32-2017-025-03,3,2,291,492,187,1835,163,92,109,152,6,3,2,4,0,0,1843.81501469920000000000,7,2
6670,32,26,1-32-2017-026-09,9,1,266,479,178,1350,153,98,116,164,4,2,2,1,0,0,10613.98955356260000000000,7,2
6708,32,27,1-32-2017-027-03,3,1,249,406,172,1151,146,85,72,144,4,2,2,1,0,0,1513.61702994703000000000,7,2
6708,32,27,1-32-2017-027-03,3,2,286,471,185,1748,157,90,95,999,4,2,9,1,9,0,1513.61702994703000000000,7,2
6709,32,28,1-32-2017-028-05,5,1,281,508,185,1572,157,108,121,154,6,3,2,1,0,0,257.94526058209200000000,7,2
6709,32,28,1-32-2017-028-05,5,2,281,509,185,1655,158,109,110,152,6,4,2,1,0,1,257.94526058209200000000,7,2
6743,32,29,1-32-2017-029-09,9,1,255,449,172,1893,152,90,106,150,6,4,2,4,0,0,11898.59044141580000000000,7,2
6743,32,29,1-32-2017-029-09,9,2,338,556,203,2408,173,100,117,180,8,7,2,2,0,0,11898.59044141580000000000,7,2
6744,32,30,1-32-2017-030-06,6,1,262,446,181,1535,155,89,86,160,6,3,2,1,0,0,4008.89781094842000000000,7,2
6744,32,30,1-32-2017-030-06,6,2,248,431,171,1170,143,85,100,140,4,2,2,1,0,0,4008.89781094842000000000,7,2
6744,32,30,1-32-2017-030-06,6,3,266,455,182,1562,155,87,102,999,4,2,9,9,9,0,4008.89781094842000000000,7,2
6778,32,31,1-32-2017-031-07,7,1,999,999,999,9999,999,999,999,999,99,99,9,9,9,0,5306.80771863192000000000,7,2
6778,32,31,1-32-2017-031-07,7,2,264,441,175,1345,151,88,91,156,4,2,2,1,0,0,5306.80771863192000000000,7,2
6779,32,32,1-32-2017-032-03,3,1,286,471,185,1748,158,90,95,156,4,2,2,1,0,0,1463.79989406413000000000,7,2
6779,32,32,1-32-2017-032-03,3,2,284,488,186,1783,160,94,110,158,4,3,2,1,0,0,1463.79989406413000000000,7,2
6821,32,34,1-32-2017-034-03,3,1,254,428,181,1333,156,88,86,156,5,3,2,1,0,0,1687.85652753375000000000,7,2
6821,32,34,1-32-2017-034-03,3,2,261,445,172,1225,146,90,95,140,4,2,2,1,0,0,1687.85652753375000000000,7,2
6821,32,34,1-32-2017-034-03,3,3,274,477,189,1970,162,99,102,162,6,4,2,1,0,0,1687.85652753375000000000,7,2
6847,32,35,1-32-2017-035-01,1,1,306,521,187,2049,175,101,114,182,6,4,1,2,0,0,396.69383927176600000000,7,2
6860,32,36,1-32-2017-036-03,3,1,264,441,181,1448,151,89,90,148,4,2,2,1,0,0,1642.02097146795000000000,7,2
6860,32,36,1-32-2017-036-03,3,2,280,486,179,1378,155,96,111,148,4,3,2,1,0,0,1642.02097146795000000000,7,2
6861,32,37,1-32-2017-037-06,6,1,269,457,179,1296,152,94,95,156,4,2,2,1,0,0,3184.70696791482000000000,7,2
6861,32,37,1-32-2017-037-06,6,2,353,561,192,1857,165,100,110,999,8,5,9,9,0,0,3184.70696791482000000000,7,2
6898,32,38,1-32-2017-038-05,5,1,293,527,190,1818,160,109,126,172,8,5,2,1,0,0,301.15551826992000000000,7,2
6898,32,38,1-32-2017-038-05,5,2,299,547,199,1821,164,141,107,162,8,5,2,2,0,0,301.15551826992000000000,7,2
6899,32,39,1-32-2017-039-03,3,1,271,468,183,1471,157,98,99,154,4,2,2,1,0,0,1767.17385729848000000000,7,2
6899,32,39,1-32-2017-039-03,3,2,292,482,194,2121,162,88,102,164,6,4,2,3,0,0,1767.17385729848000000000,7,2
6939,32,40,1-32-2017-040-02,2,1,271,458,185,1849,155,93,94,999,4,2,9,1,0,0,172.68235312684700000000,7,2
6939,32,40,1-32-2017-040-02,2,2,270,460,176,1280,153,91,102,140,4,2,2,1,0,0,172.68235312684700000000,7,2
6939,32,40,1-32-2017-040-02,2,3,365,565,202,1980,166,95,105,999,8,5,9,2,9,0,172.68235312684700000000,7,2
6940,32,41,1-32-2017-041-04,4,1,278,486,185,1521,158,96,112,164,4,2,2,1,0,0,7688.51403573042000000000,7,2
6940,32,41,1-32-2017-041-04,4,2,270,467,183,1445,159,105,92,144,4,2,2,1,0,0,7688.51403573042000000000,7,2
6980,32,43,1-32-2017-043-03,3,1,270,463,184,1550,160,93,100,160,4,3,2,1,0,0,889.05401556785400000000,7,2
6980,32,43,1-32-2017-043-03,3,2,278,487,183,1416,158,97,112,999,4,3,9,9,9,0,889.05401556785400000000,7,2
6987,32,44,1-32-2017-044-03,3,1,324,529,184,1635,155,85,119,162,4,3,2,2,0,0,889.05401556377100000000,7,2
7010,32,45,1-32-2017-045-08,8,1,242,434,178,1260,150,102,90,136,6,3,2,2,0,0,1502.31800595479000000000,7,2
7010,32,45,1-32-2017-045-08,8,2,289,481,183,1984,155,82,112,164,6,4,2,2,0,0,1502.31800595479000000000,7,2
7011,32,46,1-32-2017-046-02,2,1,270,463,176,1293,153,91,102,166,8,5,2,1,0,0,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,2,230,355,163,1068,141,71,54,140,4,1,2,1,0,0,199.81596105114200000000,7,2
7011,32,46,1-32-2017-046-02,2,3,291,538,199,1795,164,108,139,999,8,5,9,9,0,0,199.81596105114200000000,7,2
7053,32,48,1-32-2017-048-03,3,1,272,473,181,1425,156,999,999,999,4,2,1,1,0,0,841.13676141476200000000,7,2
7053,32,48,1-32-2017-048-03,3,2,277,481,182,1441,158,96,108,152,4,3,2,1,0,0,841.13676141476200000000,7,2
7054,32,49,1-32-2017-049-03,3,1,330,557,200,2303,167,96,133,180,8,5,9,9,9,0,841.13676141476200000000,7,2
7054,32,49,1-32-2017-049-03,3,2,270,463,176,1293,153,91,102,148,4,2,2,1,0,0,841.13676141476200000000,7,2
7087,32,50,1-32-2017-050-04,4,1,269,454,184,1588,157,93,92,152,4,2,2,1,0,0,2912.30959026588000000000,7,2
7087,32,50,1-32-2017-050-04,4,2,267,466,180,1620,154,96,103,164,5,2,2,1,0,0,2912.30959026588000000000,7,2
7101,32,51,1-32-2017-051-02,2,1,278,485,182,1467,999,99,109,156,4,3,2,1,0,0,100.60516864590000000000,7,2
7101,32,51,1-32-2017-051-02,2,2,326,540,189,2032,999,999,999,180,6,4,2,2,0,0,100.60516864590000000000,7,2
7102,32,52,1-32-2017-052-05,5,1,270,456,178,1272,157,88,98,148,4,2,2,1,0,0,220.47297771723300000000,7,2
7102,32,52,1-32-2017-052-05,5,2,262,452,182,1597,156,89,100,154,4,2,2,1,0,0,220.47297771723300000000,7,2
7103,32,53,1-32-2017-053-07,7,1,262,458,173,1295,148,96,100,148,4,2,2,1,0,0,4690.24426634406000000000,7,2
7158,32,56,1-32-2017-056-10,10,1,257,465,186,1381,154,104,105,142,6,4,2,1,0,0,11743.75446461050000000000,7,2
7172,32,57,1-32-2017-057-07,7,1,330,565,201,2543,173,100,135,176,8,5,2,2,0,0,2629.97117438863000000000,7,2
7172,32,57,1-32-2017-057-07,7,2,258,458,178,1797,149,89,112,146,6,4,2,3,0,0,2629.97117438863000000000,7,2
7194,32,58,1-32-2017-058-03,3,1,277,494,185,1528,157,106,112,148,6,3,2,1,0,0,725.43640745556300000000,7,2
7194,32,58,1-32-2017-058-03,3,2,287,504,200,2067,170,98,119,160,6,4,2,1,0,0,725.43640745556300000000,7,2
7207,32,59,1-32-2017-059-03,3,1,281,509,185,1684,157,110,120,144,6,4,2,1,0,0,774.44113737545000000000,7,2
7207,32,59,1-32-2017-059-03,3,2,260,446,169,1119,148,83,103,144,4,2,2,1,0,0,774.44113737545000000000,7,2
7206,32,61,1-32-2017-061-06,6,1,272,473,185,1855,155,98,104,156,6,4,2,4,0,0,1502.03202596143000000000,7,2
7234,32,62,1-32-2017-062-03,3,1,999,999,999,9999,999,999,999,999,8,7,9,9,9,0,774.44113737545000000000,7,2
7234,32,62,1-32-2017-062-03,3,2,270,469,188,1569,164,93,106,172,4,2,2,1,0,0,774.44113737545000000000,7,2
7254,32,63,1-32-2017-063-06,6,1,278,485,182,1467,158,99,109,138,4,2,2,1,0,0,967.18787873412400000000,7,2
7254,32,63,1-32-2017-063-06,6,2,275,485,184,1540,157,999,999,154,4,2,2,1,0,0,967.18787873412400000000,7,2
7254,32,63,1-32-2017-063-06,6,3,272,474,185,1844,155,98,104,156,6,3,2,4,0,0,967.18787873412400000000,7,2
7254,32,63,1-32-2017-063-06,6,4,284,488,186,1554,160,94,110,999,4,2,2,1,0,0,967.18787873412400000000,7,2
7255,32,64,1-32-2017-064-06,6,1,260,454,176,1279,151,94,100,160,4,2,2,1,0,0,967.18787873412400000000,7,2
7255,32,64,1-32-2017-064-06,6,2,280,480,188,2150,158,90,110,156,8,5,1,3,0,0,967.18787873412400000000,7,2
7255,32,64,1-32-2017-064-06,6,3,265,437,186,1475,154,90,82,999,4,2,9,1,9,0,967.18787873412400000000,7,2
7290,32,66,1-32-2017-066-02,2,1,290,501,196,2119,167,100,111,154,6,4,2,4,0,0,38.77899408977660000000,7,2
7290,32,66,1-32-2017-066-02,2,2,356,563,200,2171,172,91,116,188,8,6,2,2,0,0,38.77899408977660000000,7,2
7297,32,67,1-32-2017-067-03,3,1,257,465,186,1392,153,104,105,999,6,4,1,2,0,0,678.98210436141800000000,7,2
7297,32,67,1-32-2017-067-03,3,2,265,465,178,1364,154,91,109,148,4,2,2,1,0,0,678.98210436141800000000,7,2
7298,32,68,1-32-2017-068-07,7,1,321,521,190,2010,162,87,114,160,6,3,2,2,0,0,2461.55740743636000000000,7,2
7298,32,68,1-32-2017-068-07,7,2,285,480,179,1542,154,102,94,146,4,2,2,1,0,0,2461.55740743636000000000,7,2
7299,32,69,1-32-2017-069-03,3,1,281,486,187,1475,161,97,108,154,4,2,2,1,0,0,678.98210436141800000000,7,2
7355,32,71,1-32-2017-071-09,9,1,267,476,176,1299,150,97,110,148,4,2,2,1,0,0,7001.44042044344000000000,7,2
7355,32,71,1-32-2017-071-09,9,2,999,999,999,9999,999,999,999,999,6,4,9,2,9,0,7001.44042044344000000000,7,2
7356,32,72,1-32-2017-072-02,2,1,353,561,200,2363,169,94,113,170,8,5,2,2,0,0,94.58070824965230000000,7,2
7356,32,72,1-32-2017-072-02,2,2,284,479,176,1374,147,85,112,144,4,3,2,2,0,0,94.58070824965230000000,7,2
7356,32,72,1-32-2017-072-02,2,3,330,565,201,2579,173,100,135,168,8,5,2,2,0,0,94.58070824965230000000,7,2
7394,32,73,1-32-2017-073-04,4,1,281,509,185,1630,158,110,120,154,6,4,2,1,0,0,4211.11416248555000000000,7,2
7394,32,73,1-32-2017-073-04,4,2,278,485,182,9999,159,98,109,999,4,3,9,1,0,0,4211.11416248555000000000,7,2
7418,32,74,1-32-2017-074-03,3,1,295,502,192,1785,161,95,112,170,6,4,2,2,0,0,840.27147659233500000000,7,2
7418,32,74,1-32-2017-074-03,3,2,305,508,189,1733,160,92,112,160,6,4,2,2,0,0,840.27147659233500000000,7,2
7423,32,77,1-32-2017-077-04,4,1,274,487,185,1625,157,99,114,999,4,3,2,1,0,0,2909.31367156946000000000,7,2
7423,32,77,1-32-2017-077-04,4,2,267,470,181,1475,154,99,104,154,4,2,2,1,0,0,2909.31367156946000000000,7,2
7458,32,78,1-32-2017-078-04,4,1,253,413,177,1324,153,84,75,144,4,2,2,1,0,0,2909.31367156946000000000,7,2
7520,32,79,1-32-2017-079-06,6,1,999,999,999,9999,999,999,999,999,4,3,9,9,1,1,2261.97195645502000000000,7,2
7520,32,79,1-32-2017-079-06,6,2,282,475,190,1853,165,96,98,164,6,4,2,2,0,0,2261.97195645502000000000,7,2
7521,32,80,1-32-2017-080-03,3,1,279,480,188,1940,158,91,108,172,6,4,2,3,0,0,1166.26283887066000000000,7,2
7521,32,80,1-32-2017-080-03,3,2,257,437,172,1155,150,82,97,152,4,2,2,1,0,0,1166.26283887066000000000,7,2
7522,32,81,1-32-2017-081-03,3,1,305,505,191,1797,163,92,108,156,6,4,2,2,0,0,1166.26283887602000000000,7,2
7522,32,81,1-32-2017-081-03,3,2,285,484,192,1700,162,92,107,150,6,4,2,2,0,0,1166.26283887602000000000,7,2
7522,32,81,1-32-2017-081-03,3,3,999,999,999,9999,999,999,999,999,8,6,9,9,9,0,1166.26283887602000000000,7,2
7577,32,82,1-32-2017-082-06,6,1,260,453,170,1130,146,94,100,148,4,2,2,1,0,0,6809.55000197747000000000,7,2
7577,32,82,1-32-2017-082-06,6,2,265,453,178,1228,156,90,98,150,4,2,2,1,0,0,6809.55000197747000000000,7,2
