CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,EDREVENTNO,EVENTDESC,CDCEVENT,IGCYCRASH,WARNLAMP,NUMEVENTS,EVENT1TO2,FILEREC,MAXDVRESTIME,MAXDVLONG,MAXDVLONGTIME,MAXDVLAT,MAXDVLATTIME,CASEWGT,PSUSTRAT,VERSION
7408,28,37,1-28-2017-037-07,7,1,1,1,Most Recent Frontal/Rear Event,3,99998,0,7,9997,1,9997,12,9997,997,9997,1081.49343808104000000000,3,2
7408,28,37,1-28-2017-037-07,7,1,1,2,1st Prior Frontal/Rear Event,1,99998,0,7,9997,1,9997,-15,9997,997,9997,1081.49343808104000000000,3,2
7408,28,37,1-28-2017-037-07,7,1,1,3,Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-9,9997,997,9997,1081.49343808104000000000,3,2
7568,28,38,1-28-2017-038-07,7,1,1,1,Non-Deployment,1,11150,0,7,9997,1,280,997,9997,997,9997,923.86985852251000000000,3,2
7641,28,40,1-28-2017-040-04,4,1,1,1,First Record,1,4885,0,1,9997,1,9997,-35,280,997,9997,700.34994896839500000000,3,2
7756,28,43,1-28-2017-043-08,8,1,1,1,Deployment,2,29126,0,7,1,7,9997,997,9997,997,9997,124.87171752246000000000,3,2
7756,28,43,1-28-2017-043-08,8,1,1,2,Non-Deployment,1,29126,0,7,0,7,9997,-0,9997,997,9997,124.87171752246000000000,3,2
7810,28,46,1-28-2017-046-01,1,1,1,1,Deployment,1,32574,0,7,9997,7,9997,997,9997,997,9997,128.05981891792600000000,3,2
7810,28,46,1-28-2017-046-01,1,1,1,2,Non-Deployment,97,32532,0,7,9997,7,0,0,0,997,9997,128.05981891792600000000,3,2
7983,28,50,1-28-2017-050-08,8,1,1,1,Non-Deployment,97,28603,1,7,9997,7,0,0,0,997,9997,151.38868649781500000000,3,2
8096,28,53,1-28-2017-053-07,7,1,1,1,Most Recent Frontal/Rear Event,1,99998,1,7,9997,1,9997,-12,9997,997,9997,174.67710264523600000000,3,2
8096,28,53,1-28-2017-053-07,7,1,1,2,1st Prior Frontal/Rear Event,97,99998,1,7,9997,1,9997,5,9997,997,9997,174.67710264523600000000,3,2
8105,28,55,1-28-2017-055-06,6,1,1,1,Event 1,1,10336,0,1,9997,1,320,-58,320,3,320,120.70703915125400000000,3,2
8105,28,55,1-28-2017-055-06,6,1,1,2,Event 2,1,10336,0,2,0,1,9997,997,9997,997,9997,120.70703915125400000000,3,2
8184,28,56,1-28-2017-056-02,2,2,1,1,Most Recent Event,97,7809,0,1,0,1,9997,-59,118,11,112,141.96861352890900000000,3,2
8239,28,58,1-28-2017-058-06,6,1,1,1,First Record,1,15622,0,1,9997,1,9997,-1,300,-1,252,391.08648234603100000000,3,2
8354,28,59,1-28-2017-059-10,10,1,1,1,Non-Deployment,1,14908,0,7,9997,1,110,997,9997,997,9997,10040.02183771190000000000,3,2
8411,28,60,1-28-2017-060-06,6,1,1,1,Event 1,1,6378,0,1,9997,1,290,72,290,-10,290,183.16493371125500000000,3,2
8411,28,60,1-28-2017-060-06,6,1,1,2,Event 2,2,6378,0,1,1,1,220,-18,220,-21,220,183.16493371125500000000,3,2
8412,28,61,1-28-2017-061-03,3,1,1,1,Event Record 1,97,6702,1,1,9997,1,9997,0,293,0,300,120.20143800652600000000,3,2
8412,28,61,1-28-2017-061-03,3,1,1,2,Event Record 2,1,8620,1,1,9997,1,9997,35,115,2,110,120.20143800652600000000,3,2
8412,28,61,1-28-2017-061-03,3,2,1,1,First Record,97,6935,0,1,9997,1,9997,38,110,997,9997,120.20143800652600000000,3,2
8476,28,62,1-28-2017-062-03,3,1,1,1,Event Record 1,97,2315,0,1,9997,1,9997,0,188,-3,300,383.98680625225000000000,3,2
8704,28,64,1-28-2017-064-09,9,1,1,1,Deployment,1,18668,0,7,9997,7,9997,997,9997,997,9997,3000.90381316687000000000,3,2
8704,28,64,1-28-2017-064-09,9,1,1,2,Non-Deployment,97,18668,0,7,9997,7,9997,-0,9997,997,9997,3000.90381316687000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,1,1,Deployment,1,25465,0,7,0,1,9997,997,9997,997,9997,104.63450295258000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,1,2,Deployment #2,2,25465,1,7,9997,1,9997,997,9997,997,9997,104.63450295258000000000,3,2
9000,28,70,1-28-2017-070-06,6,2,1,1,First Record,1,24423,0,1,9997,1,9997,-23,300,-20,102,369.39137247412200000000,3,2
6113,29,1,1-29-2017-001-03,3,1,1,1,First Record,97,2467,0,1,9997,1,9997,10,80,997,9997,264.06088044388300000000,2,2
6113,29,1,1-29-2017-001-03,3,1,1,2,Second Record,1,2820,0,1,9997,1,9997,-20,120,997,9997,264.06088044388300000000,2,2
6113,29,1,1-29-2017-001-03,3,2,1,1,Non-Deployment,1,8687,0,7,9997,1,0,0,0,997,9997,264.06088044388300000000,2,2
6397,29,5,1-29-2017-005-03,3,1,1,1,"Record 1, Most Recent",1,1116,0,1,0,1,9997,-19,133,1,115,778.69946379588700000000,2,2
6397,29,5,1-29-2017-005-03,3,3,1,1,Most Recent Frontal/Rear Event,2,99998,0,7,9997,1,9997,14,9997,997,9997,778.69946379588700000000,2,2
6397,29,5,1-29-2017-005-03,3,3,1,2,1st Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-7,9997,997,9997,778.69946379588700000000,2,2
6459,29,7,1-29-2017-007-04,4,1,1,1,Most Recent Event,1,4137,0,7,9997,1,9997,-8,62,997,9997,931.46718589331600000000,2,2
6459,29,7,1-29-2017-007-04,4,2,1,1,Event Record 1,1,7338,0,1,9997,1,20,-2,48,-2,20,931.46718589331600000000,2,2
6499,29,8,1-29-2017-008-06,6,1,1,1,Event 1,2,15847,0,1,9997,1,380,-60,380,-2,380,540.08890513671200000000,2,2
6568,29,10,1-29-2017-010-04,4,1,1,1,Most Recent Event,1,3051,0,7,9997,1,9997,997,9997,997,9997,1735.62976673693000000000,2,2
6568,29,10,1-29-2017-010-04,4,1,1,2,1st Prior Event,1,3051,0,7,9997,1,9997,997,9997,997,9997,1735.62976673693000000000,2,2
6630,29,11,1-29-2017-011-05,5,1,1,1,Most Recent Event,1,5596,0,7,9997,1,9997,997,9997,997,9997,152.52259181832800000000,2,2
6676,29,12,1-29-2017-012-04,4,1,1,1,Non-Deployment,1,99998,7,7,9997,7,9997,997,9997,997,9997,3138.18315640294000000000,2,2
6676,29,12,1-29-2017-012-04,4,2,1,1,Most Recent Event,1,4621,0,7,9997,1,9997,997,9997,997,9997,3138.18315640294000000000,2,2
6676,29,12,1-29-2017-012-04,4,2,1,2,1st Prior Event,97,3113,0,7,9997,1,9997,997,9997,997,9997,3138.18315640294000000000,2,2
6676,29,12,1-29-2017-012-04,4,2,1,3,2nd Prior Event,97,99998,7,7,9997,1,9997,-17,108,997,9997,3138.18315640294000000000,2,2
6748,29,14,1-29-2017-014-03,3,1,1,1,Event Record 1,3,4932,0,1,9997,1,283,9,283,-11,288,860.19338867189000000000,2,2
6805,29,15,1-29-2017-015-04,4,1,1,1,Most Recent Event,1,5805,0,1,0,1,9997,-34,112,3,88,1180.76502650807000000000,2,2
6824,29,16,1-29-2017-016-03,3,2,1,1,Event Record 1,97,7823,1,2,0,1,9997,0,260,0,233,1318.37167531291000000000,2,2
6824,29,16,1-29-2017-016-03,3,2,1,2,Event Record 2,1,7823,0,1,0,1,9997,-16,300,-3,48,1318.37167531291000000000,2,2
6865,29,17,1-29-2017-017-02,2,2,1,1,Event Record 1,1,6576,0,1,8888,1,155,-62,163,-3,123,81.43047605260140000000,2,2
6901,29,18,1-29-2017-018-06,6,1,1,1,First Record,99,99998,7,7,9997,7,9997,997,9997,997,9997,704.91614497257400000000,2,2
6901,29,18,1-29-2017-018-06,6,1,1,2,Second Record,99,99998,7,7,9997,7,9997,997,9997,997,9997,704.91614497257400000000,2,2
6986,29,20,1-29-2017-020-03,3,1,1,1,Event Record 1,1,3174,0,1,9997,1,9997,-14,243,2,83,621.03092661334800000000,2,2
6986,29,20,1-29-2017-020-03,3,2,1,1,Most Recent Event,1,6441,0,7,9997,1,9997,12,101,997,9997,621.03092661334800000000,2,2
6986,29,20,1-29-2017-020-03,3,2,1,2,1st Prior Event,97,5777,0,7,9997,1,9997,-9,94,997,9997,621.03092661334800000000,2,2
7029,29,21,1-29-2017-021-04,4,2,1,1,Event Record 1,1,3427,0,1,9997,1,103,-18,150,6,88,3569.18341899576000000000,2,2
7226,29,22,1-29-2017-022-04,4,1,1,1,Event Record 1,1,333,0,1,9997,1,9997,-3,300,-8,60,1716.91189081206000000000,2,2
7377,29,23,1-29-2017-023-04,4,1,1,1,Event Record 1,1,9663,0,1,9997,1,88,-10,285,14,80,1810.79011176529000000000,2,2
8254,29,26,1-29-2017-026-06,6,1,1,1,Deployment,1,17005,0,7,9997,1,9997,997,9997,997,9997,856.28520130842600000000,2,2
8499,29,27,1-29-2017-027-03,3,2,1,1,First Record,1,7784,0,1,9997,1,9997,9,90,997,9997,318.29321733133500000000,2,2
8621,29,31,1-29-2017-031-06,6,1,1,1,Most Recent Frontal/Rear Event,1,99998,0,7,9997,1,9997,-16,9997,997,9997,532.35999242736800000000,2,2
8621,29,31,1-29-2017-031-06,6,1,1,2,1st Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-11,9997,997,9997,532.35999242736800000000,2,2
8729,29,34,1-29-2017-034-04,4,1,1,1,"Record 1, Most Recent",1,2136,0,1,0,1,268,-11,268,2,100,1723.79548918093000000000,2,2
8812,29,35,1-29-2017-035-03,3,1,1,1,Event Record 1,1,2753,0,1,9997,1,9997,-40,108,-3,124,516.92891806514400000000,2,2
8967,29,39,1-29-2017-039-04,4,1,1,1,Most Recent Event,97,4239,0,7,9997,1,9997,997,9997,997,9997,3382.05697688039000000000,2,2
8967,29,39,1-29-2017-039-04,4,1,1,2,1st Prior Event,1,4239,0,7,9997,1,9997,-13,168,997,9997,3382.05697688039000000000,2,2
6085,30,1,1-30-2017-001-03,3,1,1,1,Most Recent Frontal/Rear Event,1,99998,0,7,9997,1,9997,-3,9997,997,9997,73.23997354993520000000,10,2
6085,30,1,1-30-2017-001-03,3,1,1,2,1st Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-2,9997,997,9997,73.23997354993520000000,10,2
6085,30,1,1-30-2017-001-03,3,1,1,3,Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-2,9997,997,9997,73.23997354993520000000,10,2
6085,30,1,1-30-2017-001-03,3,2,1,1,Event 1,2,12356,0,1,9997,1,9997,997,9997,997,9997,73.23997354993520000000,10,2
6085,30,1,1-30-2017-001-03,3,2,1,2,Event 2,1,12356,0,1,1,1,110,8,110,2,110,73.23997354993520000000,10,2
6157,30,3,1-30-2017-003-04,4,1,1,1,Most Recent Event,1,6485,0,7,9997,1,9997,997,9997,997,9997,776.87803144628500000000,10,2
6157,30,3,1-30-2017-003-04,4,1,1,2,1st Prior Event,1,6485,0,7,9997,1,9997,-13,131,997,9997,776.87803144628500000000,10,2
6157,30,3,1-30-2017-003-04,4,1,1,3,2nd Prior Event,1,6485,0,7,9997,1,9997,997,9997,997,9997,776.87803144628500000000,10,2
6217,30,4,1-30-2017-004-04,4,1,1,1,Most Recent Event,1,4774,0,7,9997,1,9997,-11,128,997,9997,759.79618390424800000000,10,2
6217,30,4,1-30-2017-004-04,4,1,1,2,1st Prior Event,1,4774,0,7,9997,1,9997,997,9997,997,9997,759.79618390424800000000,10,2
6277,30,10,1-30-2017-010-03,3,1,1,1,First Record,1,3576,0,1,9997,1,9997,-27,100,997,9997,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,1,1,3rd Prior Event,1,580,0,7,9997,1,9997,997,9997,997,9997,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,1,2,4th Prior Event,97,99998,7,7,9997,1,9997,997,9997,997,9997,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,1,3,5th Prior Event,97,99998,7,7,9997,1,9997,-29,147,997,9997,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,1,4,Most Recent Event,2,580,0,7,9997,1,9997,997,9997,997,9997,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,1,5,1st Prior Event,2,580,0,7,9997,1,9997,997,9997,997,9997,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,1,6,2nd Prior Event,1,580,0,7,9997,1,9997,-19,156,997,9997,195.27034061945700000000,10,2
6329,30,12,1-30-2017-012-05,5,2,1,1,Most Recent Frontal/Rear Event,2,99998,0,7,9997,1,9997,-17,9997,997,9997,127.90797238797500000000,10,2
6329,30,12,1-30-2017-012-05,5,2,1,2,1st Prior Frontal/Rear Event,1,99998,0,7,9997,1,9997,41,9997,997,9997,127.90797238797500000000,10,2
6416,30,16,1-30-2017-016-09,9,1,1,1,Non-Deployment,1,13744,0,7,9997,7,24,-1,24,997,9997,2649.49636731665000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,997,9997,997,9997,1668.60546069685000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,1,2,1st Prior Event,97,99998,0,7,9997,1,9997,4,9997,997,9997,1668.60546069685000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,1,1,Most Recent Event,1,99998,7,7,9997,7,9997,997,9997,997,9997,2879.14494966816000000000,10,2
6759,30,35,1-30-2017-035-02,2,1,1,1,Event Record 1,1,1023,0,1,9997,1,9997,-48,130,3,90,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,1,1,Event Record 1,1,4506,0,1,9997,1,9997,45,136,-2,156,69.49097613050470000000,10,2
6800,30,37,1-30-2017-037-03,3,1,1,1,Event Record 1,3,2021,0,1,9997,1,245,-17,253,14,275,783.86522065196300000000,10,2
6800,30,37,1-30-2017-037-03,3,1,1,2,Event Record 2,3,2021,0,2,0,1,230,-16,238,14,260,783.86522065196300000000,10,2
6801,30,38,1-30-2017-038-06,6,2,1,1,First Record,1,12339,0,1,9997,1,9997,-22,201,9,108,1520.31007734854000000000,10,2
6838,30,39,1-30-2017-039-04,4,3,1,1,Event Record 1,2,10440,0,1,9997,1,9997,16,234,3,200,1827.93791705103000000000,10,2
6879,30,41,1-30-2017-041-03,3,1,1,1,Deployment,1,21293,0,7,9997,1,118,-20,118,997,9997,505.66781882611900000000,10,2
6880,30,42,1-30-2017-042-03,3,1,1,1,Most Recent Event,1,7837,0,7,9997,1,9997,-20,118,997,9997,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,1,1,Most Recent Event,1,99998,0,7,9997,1,9997,14,9997,997,9997,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,1,2,1st Prior Event,97,99998,0,7,9997,1,9997,997,9997,997,9997,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,1,3,2nd Prior Event,97,99998,7,7,9997,1,9997,2,9997,997,9997,505.66781882623800000000,10,2
6998,30,49,1-30-2017-049-02,2,1,1,1,Event Record 1,1,1137,0,1,9997,1,155,-43,158,-31,85,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,1,1,First Record,1,4957,0,1,9997,1,9997,-31,300,17,90,236.77260552681400000000,10,2
7035,30,50,1-30-2017-050-03,3,2,1,1,Event Record 1,97,4084,0,1,9997,1,9997,-6,113,-13,78,836.82499597619600000000,10,2
7035,30,50,1-30-2017-050-03,3,2,1,2,Event Record 2,1,6068,1,1,9997,1,9997,-37,195,-10,108,836.82499597619600000000,10,2
7181,30,55,1-30-2017-055-04,4,1,1,1,Event Record 1,1,3334,0,1,9997,1,255,-26,200,6,255,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,2,1,1,"Record 1, Most Recent",2,4363,1,2,1,1,300,-13,280,-3,94,5616.45073494707000000000,10,2
7269,30,56,1-30-2017-056-03,3,2,1,1,Event Record 1,1,9663,0,1,9997,1,105,43,103,-2,300,1062.05087838150000000000,10,2
7327,30,57,1-30-2017-057-05,5,1,1,1,Record 1,1,1364,0,1,9997,1,70,-6,68,18,70,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,1,1,Event Record 1,1,7801,0,1,9997,1,9997,-21,132,0,96,127.57237189256300000000,10,2
7396,30,61,1-30-2017-061-03,3,1,1,1,Event Record 1,1,677,0,1,0,1,9997,-47,300,6,100,539.22936404511500000000,10,2
7396,30,61,1-30-2017-061-03,3,1,1,2,Event Record 2,97,677,1,2,0,1,9997,-3,300,-2,298,539.22936404511500000000,10,2
7564,30,64,1-30-2017-064-07,7,1,1,1,Most Recent Event,2,12865,1,1,9995,1,9997,-14,82,8,70,5273.73069432622000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,1,1,Event Record 1,97,9794,1,1,0,1,268,1,208,7,268,1466.95760247911000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,1,2,Event Record 2,1,9794,0,1,0,1,145,14,145,16,120,1466.95760247911000000000,10,2
7749,30,70,1-30-2017-070-02,2,2,1,1,Event Record 1,1,6574,0,1,9997,1,9997,16,102,-2,166,101.74563607327200000000,10,2
7749,30,70,1-30-2017-070-02,2,2,1,2,Event Record 2,2,6574,0,2,1,1,9997,-8,108,-2,78,101.74563607327200000000,10,2
7741,30,71,1-30-2017-071-05,5,1,1,1,Non-Deployment,1,23579,0,7,9997,1,250,-12,250,997,9997,197.45088374437000000000,10,2
7856,30,73,1-30-2017-073-03,3,1,1,1,Event Record 1,97,13195,0,1,9997,1,9997,-10,110,0,60,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,1,1,2,Event Record 2,1,18763,0,2,9997,1,9997,-35,192,2,78,435.40505207481300000000,10,2
7856,30,73,1-30-2017-073-03,3,1,1,3,Event Record 3,1,18763,0,3,0,1,9997,-23,266,-3,288,435.40505207481300000000,10,2
8012,30,77,1-30-2017-077-03,3,1,1,1,Event Record 1,2,12727,0,1,9997,1,9997,-16,208,0,52,1794.30440355272000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,1,1,Most Recent Event,1,8474,0,7,9997,1,9997,997,9997,997,9997,2644.12219900419000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,1,2,1st Prior Event,1,8474,0,7,9997,1,9997,-27,112,997,9997,2644.12219900419000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,1,3,2nd Prior Event,97,5292,0,7,9997,1,9997,-19,154,997,9997,2644.12219900419000000000,10,2
8082,30,79,1-30-2017-079-02,2,2,1,1,First Record,97,204,0,1,0,1,9997,-4,118,997,9997,56.71609934376400000000,10,2
8082,30,79,1-30-2017-079-02,2,2,1,2,Second Record,1,1192,0,2,0,1,9997,24,300,997,9997,56.71609934376400000000,10,2
8172,30,80,1-30-2017-080-03,3,1,1,1,Event Record 1,1,4809,0,1,9997,1,9997,-14,214,-26,126,3001.76896990858000000000,10,2
8172,30,80,1-30-2017-080-03,3,1,1,2,Event Record 2,2,4809,1,2,1,1,9997,0,152,10,174,3001.76896990858000000000,10,2
8172,30,80,1-30-2017-080-03,3,1,1,3,Event Record 3,1,4809,0,3,1,1,9997,997,9997,997,9997,3001.76896990858000000000,10,2
8172,30,80,1-30-2017-080-03,3,2,1,1,Event Record 1,1,1148,0,1,9997,1,9997,-34,293,6,108,3001.76896990858000000000,10,2
8378,30,86,1-30-2017-086-04,4,2,1,1,Most Recent Event,97,4345,0,7,9997,1,9997,997,9997,997,9997,4013.78833145692000000000,10,2
8378,30,86,1-30-2017-086-04,4,2,1,2,1st Prior Event,1,4345,0,7,9997,1,9997,15,179,997,9997,4013.78833145692000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,1,1,Non-Deployment,1,29090,1,7,9997,1,423,-22,423,997,9997,1381.56410226577000000000,10,2
8492,30,89,1-30-2017-089-02,2,1,1,1,Deployment,1,11723,0,7,9997,1,108,-31,108,997,9997,52.52877316031450000000,10,2
8492,30,89,1-30-2017-089-02,2,1,1,2,Non-Deployment,97,11723,0,7,0,1,5,-0,5,997,9997,52.52877316031450000000,10,2
8492,30,89,1-30-2017-089-02,2,2,1,1,Record 1,1,259,0,1,9997,1,94,-10,154,-11,94,52.52877316031450000000,10,2
8492,30,89,1-30-2017-089-02,2,2,1,2,Record 2,97,259,0,2,0,1,9997,997,9997,997,9997,52.52877316031450000000,10,2
8494,30,91,1-30-2017-091-05,5,1,1,1,Most Recent Frontal/Rear Event,1,99998,0,7,9997,1,9997,-9,9997,997,9997,101.93904210989400000000,10,2
8494,30,91,1-30-2017-091-05,5,1,1,2,1st Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,7,9997,997,9997,101.93904210989400000000,10,2
8494,30,91,1-30-2017-091-05,5,1,1,3,Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,2,9997,997,9997,101.93904210989400000000,10,2
8494,30,91,1-30-2017-091-05,5,1,1,4,Side Crash,97,99998,7,7,9997,7,9997,997,9997,997,9997,101.93904210989400000000,10,2
8568,30,93,1-30-2017-093-05,5,1,1,1,Deployment,1,0,0,7,9997,7,9997,997,9997,997,9997,214.96984617807500000000,10,2
8569,30,94,1-30-2017-094-01,1,1,1,1,Most Recent Frontal/Rear Event,1,99998,0,7,9997,1,9997,-4,9997,997,9997,296.47353154787200000000,10,2
8569,30,94,1-30-2017-094-01,1,1,1,2,1st Prior Frontal/Rear Event,1,99998,0,7,9997,1,9997,-4,9997,997,9997,296.47353154787200000000,10,2
8569,30,94,1-30-2017-094-01,1,1,1,3,Prior Frontal/Rear Event,97,99998,0,7,9997,1,9997,-3,9997,997,9997,296.47353154787200000000,10,2
8569,30,94,1-30-2017-094-01,1,1,1,4,Rollover,97,99998,7,7,9997,7,9997,997,9997,997,9997,296.47353154787200000000,10,2
8732,30,97,1-30-2017-097-04,4,2,1,1,Event Record 1,1,3048,0,1,9997,1,9997,18,300,0,143,1433.51342997212000000000,10,2
8732,30,97,1-30-2017-097-04,4,2,1,2,Event Record 2,97,788,0,1,9997,1,9997,8,98,-2,300,1433.51342997212000000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,1,Most Recent Event,97,5002,0,7,9997,1,9997,997,9997,997,9997,409.85423768637300000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,1,Most Recent Event,97,5002,0,7,9997,1,9997,997,9997,997,9997,409.85423768637300000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,2,1st Prior Event,1,5002,0,7,9997,1,9997,997,9997,997,9997,409.85423768637300000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,3,2nd Prior Event,97,1424,0,7,9997,1,9997,997,9997,997,9997,409.85423768637300000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,3,2nd Prior Event,97,1424,0,7,9997,1,9997,997,9997,997,9997,409.85423768637300000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,4,3rd Prior Event,97,1424,0,7,9997,1,9997,997,9997,997,9997,409.85423768637300000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,4,3rd Prior Event,97,1424,0,7,9997,1,9997,997,9997,997,9997,409.85423768637300000000,10,2
8819,30,101,1-30-2017-101-02,2,1,1,1,Deployment,1,30286,0,7,9997,1,155,-33,155,997,9997,61.32447502117920000000,10,2
8819,30,101,1-30-2017-101-02,2,1,1,2,Non-Deployment,97,30286,1,7,9997,1,15,-0,15,997,9997,61.32447502117920000000,10,2
8819,30,101,1-30-2017-101-02,2,2,1,1,Most Recent Event,1,4430,0,7,9997,1,9997,997,9997,997,9997,61.32447502117920000000,10,2
8819,30,101,1-30-2017-101-02,2,2,1,2,1st Prior Event,1,4430,0,7,9997,1,9997,-60,137,997,9997,61.32447502117920000000,10,2
8819,30,101,1-30-2017-101-02,2,2,1,3,2nd Prior Event,97,2677,0,7,9997,1,9997,-17,132,997,9997,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,1,1,First Record,1,10654,0,3,9997,1,9997,0,272,-2,180,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,1,2,Second Record,97,10049,0,2,9997,1,9997,-10,100,0,22,61.32447502117920000000,10,2
8886,30,103,1-30-2017-103-04,4,1,1,1,Event 1,2,3723,1,1,9997,1,100,-11,100,-29,100,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,1,1,2,Event 2,1,3723,1,1,0,1,60,0,60,-10,60,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,2,1,1,Most Recent Event,1,7692,0,1,9995,1,9997,-36,126,20,108,1473.08117807378000000000,10,2
8898,30,105,1-30-2017-105-02,2,1,1,1,Deployment,1,19253,0,7,9997,1,105,-14,105,997,9997,36.98474261371070000000,10,2
8898,30,105,1-30-2017-105-02,2,2,1,1,Most Recent Event,1,4763,0,7,9997,1,9997,-29,211,997,9997,36.98474261371070000000,10,2
8898,30,105,1-30-2017-105-02,2,2,1,2,1st Prior Event,1,4763,0,7,9997,1,9997,997,9997,997,9997,36.98474261371070000000,10,2
9099,30,111,1-30-2017-111-03,3,1,1,1,Event Record 1,1,1013,0,1,9997,1,258,-14,250,-2,85,567.96366418237500000000,10,2
6177,31,2,1-31-2017-002-10,10,2,1,1,Non-Deployment,1,31154,0,7,1,7,9997,0,9997,997,9997,1073.84216837139000000000,6,2
6241,31,4,1-31-2017-004-06,6,1,1,1,Event 1,3,13179,0,1,9997,1,9997,997,9997,997,9997,374.46925544577300000000,6,2
6241,31,4,1-31-2017-004-06,6,1,1,2,Event 2,2,13179,0,1,1,1,220,-2,220,10,220,374.46925544577300000000,6,2
6311,31,5,1-31-2017-005-03,3,1,1,1,First Record,1,1092,0,1,0,1,9997,-19,224,997,9997,562.11522338877600000000,6,2
6398,31,6,1-31-2017-006-07,7,2,1,1,Most Recent Event,1,6932,0,1,0,1,9997,-9,138,-6,62,1609.39441873419000000000,6,2
6505,31,7,1-31-2017-007-04,4,1,1,1,Non-Deployment,1,43764,0,7,9997,7,9997,-0,9997,997,9997,2792.73572987369000000000,6,2
6505,31,7,1-31-2017-007-04,4,2,1,1,Most Recent Event,1,586,0,1,9995,1,9997,-12,122,-4,50,2792.73572987369000000000,6,2
6599,31,10,1-31-2017-010-08,8,1,1,1,Deployment,1,27828,0,7,0,7,9997,997,9997,997,9997,533.58540815661800000000,6,2
6599,31,10,1-31-2017-010-08,8,1,1,2,Non-Deployment,2,27828,0,7,0,7,9997,-0,9997,997,9997,533.58540815661800000000,6,2
6672,31,11,1-31-2017-011-07,7,1,1,1,First Record,1,17211,0,1,9997,1,9997,0,190,-3,300,1255.56663445132000000000,6,2
6827,31,16,1-31-2017-016-09,9,2,1,1,Non-Deployment,2,99998,7,7,9997,7,9997,997,9997,997,9997,1112.97598818424000000000,6,2
6890,31,18,1-31-2017-018-04,4,1,1,1,Event Record 1,1,8956,0,1,9997,1,9997,-19,150,2,118,2463.15349404059000000000,6,2
6953,31,20,1-31-2017-020-03,3,1,1,1,Most Recent Event,1,8919,0,1,9995,1,9997,-9,120,-15,78,1250.62463447385000000000,6,2
6953,31,20,1-31-2017-020-03,3,2,1,1,Most Recent Event,1,4454,0,1,9995,1,9997,-15,118,11,110,1250.62463447385000000000,6,2
7040,31,22,1-31-2017-022-06,6,1,1,1,Event Record 1,1,5192,0,1,9997,1,9997,-2,56,2,12,689.61885436365700000000,6,2
7061,31,23,1-31-2017-023-08,8,1,1,1,Non-Deployment,1,24578,0,7,0,7,9997,-0,9997,997,9997,533.58540815661800000000,6,2
7114,31,24,1-31-2017-024-09,9,1,1,1,Deployment,1,35971,1,7,0,7,9997,997,9997,997,9997,686.22139148783100000000,6,2
