CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EDRSUMMNO,NUMEVENTS,CDRVERCOLL,CDRVERREPT,MODTYPE,IGCYCDOWN,CASEWGT,PSUSTRAT,VERSION
7996,27,21,1-27-2017-021-07,7,1,1,0,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,717.54199829009400000000,3,2
8129,27,23,1-27-2017-023-01,1,1,1,1,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,10242,169.36335621310400000000,3,2
8197,27,24,1-27-2017-024-07,7,1,1,6,Crash Data Retrieval Tool 17.4.2,Crash Data Retrieval Tool 18.0.2,1,99998,503.05311768104200000000,3,2
8349,27,26,1-27-2017-026-02,2,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,1202,45.16269853089900000000,3,2
8442,27,27,1-27-2017-027-09,9,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,967.84424913776000000000,3,2
8486,27,29,1-27-2017-029-04,4,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,14323,436.22930989721900000000,3,2
8610,27,31,1-27-2017-031-04,4,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,1031.18363427330000000000,3,2
8935,27,33,1-27-2017-033-04,4,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,10389,285.84802253389900000000,3,2
6148,28,1,1-28-2017-001-04,4,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,3764,204.80049462017300000000,3,2
6164,28,2,1-28-2017-002-06,6,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,9718,217.97160040296500000000,3,2
6248,28,3,1-28-2017-003-08,8,1,1,3,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,115.39700389055000000000,3,2
6249,28,4,1-28-2017-004-04,4,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,5364,399.52024034193200000000,3,2
6297,28,5,1-28-2017-005-08,8,1,1,3,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,822.52828887404300000000,3,2
6343,28,6,1-28-2017-006-03,3,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,5197,341.02631606178800000000,3,2
6382,28,7,1-28-2017-007-03,3,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,21370,302.81406404301900000000,3,2
6382,28,7,1-28-2017-007-03,3,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,7366,302.81406404301900000000,3,2
6476,28,9,1-28-2017-009-06,6,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,282.49805502538200000000,3,2
6476,28,9,1-28-2017-009-06,6,1,2,0,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,2,99998,282.49805502538200000000,3,2
6476,28,9,1-28-2017-009-06,6,2,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,11112,282.49805502538200000000,3,2
6476,28,9,1-28-2017-009-06,6,3,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,8195,282.49805502538200000000,3,2
6562,28,11,1-28-2017-011-07,7,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,168.25297498927800000000,3,2
6617,28,13,1-28-2017-013-02,2,1,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,4650,88.08956607777790000000,3,2
6740,28,16,1-28-2017-016-04,4,1,1,0,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,564.74371478693300000000,3,2
6782,28,17,1-28-2017-017-06,6,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,69.88546716578510000000,3,2
6811,28,18,1-28-2017-018-06,6,1,1,0,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,185.20971671486200000000,3,2
6893,28,20,1-28-2017-020-03,3,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,3670,444.76393519551900000000,3,2
6942,28,21,1-28-2017-021-08,8,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,16109,152.57375363001700000000,3,2
6974,28,22,1-28-2017-022-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,8787,823.37244279185500000000,3,2
7008,28,23,1-28-2017-023-09,9,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,18204,724.06067030216800000000,3,2
7043,28,24,1-28-2017-024-06,6,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,20548,108.49822717474500000000,3,2
7043,28,24,1-28-2017-024-06,6,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,26490,108.49822717474500000000,3,2
7097,28,26,1-28-2017-026-02,2,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,5286,81.13717102787040000000,3,2
7146,28,27,1-28-2017-027-06,6,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,14002,169.12956008194300000000,3,2
7146,28,27,1-28-2017-027-06,6,3,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,5707,169.12956008194300000000,3,2
7147,28,28,1-28-2017-028-04,4,2,1,0,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,451.08912256289800000000,3,2
7242,28,30,1-28-2017-030-06,6,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,69.88546716578510000000,3,2
7247,28,32,1-28-2017-032-01,1,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,11741,116.18551682354700000000,3,2
7287,28,33,1-28-2017-033-06,6,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,79.41392918444080000000,3,2
7408,28,37,1-28-2017-037-07,7,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,1081.49343808104000000000,3,2
7568,28,38,1-28-2017-038-07,7,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,11150,923.86985852251000000000,3,2
7641,28,40,1-28-2017-040-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4890,700.34994896839500000000,3,2
7756,28,43,1-28-2017-043-08,8,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,124.87171752246000000000,3,2
7810,28,46,1-28-2017-046-01,1,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,32577,128.05981891792600000000,3,2
7983,28,50,1-28-2017-050-08,8,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,28694,151.38868649781500000000,3,2
7984,28,51,1-28-2017-051-04,4,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6801,524.12837747522500000000,3,2
8096,28,53,1-28-2017-053-07,7,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,174.67710264523600000000,3,2
8105,28,55,1-28-2017-055-06,6,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,10337,120.70703915125400000000,3,2
8184,28,56,1-28-2017-056-02,2,1,1,0,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,2,99998,141.96861352890900000000,3,2
8184,28,56,1-28-2017-056-02,2,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,7810,141.96861352890900000000,3,2
8239,28,58,1-28-2017-058-06,6,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,15628,391.08648234603100000000,3,2
8354,28,59,1-28-2017-059-10,10,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,14909,10040.02183771190000000000,3,2
8411,28,60,1-28-2017-060-06,6,1,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,6382,183.16493371125500000000,3,2
8412,28,61,1-28-2017-061-03,3,1,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,8623,120.20143800652600000000,3,2
8412,28,61,1-28-2017-061-03,3,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,6945,120.20143800652600000000,3,2
8476,28,62,1-28-2017-062-03,3,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,2317,383.98680625225000000000,3,2
8596,28,63,1-28-2017-063-04,4,1,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,7610,456.03291866644000000000,3,2
8704,28,64,1-28-2017-064-09,9,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,3000.90381316687000000000,3,2
8850,28,67,1-28-2017-067-05,5,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,25465,104.63450295258000000000,3,2
9000,28,70,1-28-2017-070-06,6,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,24438,369.39137247412200000000,3,2
6113,29,1,1-29-2017-001-03,3,1,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,2825,264.06088044388300000000,2,2
6113,29,1,1-29-2017-001-03,3,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,8710,264.06088044388300000000,2,2
6397,29,5,1-29-2017-005-03,3,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,1130,778.69946379588700000000,2,2
6397,29,5,1-29-2017-005-03,3,3,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,778.69946379588700000000,2,2
6459,29,7,1-29-2017-007-04,4,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,4191,931.46718589331600000000,2,2
6459,29,7,1-29-2017-007-04,4,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,7345,931.46718589331600000000,2,2
6499,29,8,1-29-2017-008-06,6,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,15848,540.08890513671200000000,2,2
6568,29,10,1-29-2017-010-04,4,1,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,3057,1735.62976673693000000000,2,2
6630,29,11,1-29-2017-011-05,5,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,5604,152.52259181832800000000,2,2
6676,29,12,1-29-2017-012-04,4,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,3138.18315640294000000000,2,2
6676,29,12,1-29-2017-012-04,4,2,1,3,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,4638,3138.18315640294000000000,2,2
6748,29,14,1-29-2017-014-03,3,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,4936,860.19338867189000000000,2,2
6805,29,15,1-29-2017-015-04,4,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,5810,1180.76502650807000000000,2,2
6824,29,16,1-29-2017-016-03,3,2,1,2,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,7824,1318.37167531291000000000,2,2
6865,29,17,1-29-2017-017-02,2,2,1,1,17.2.1,17.2.1,1,6581,81.43047605260140000000,2,2
6901,29,18,1-29-2017-018-06,6,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,704.91614497257400000000,2,2
6986,29,20,1-29-2017-020-03,3,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,3192,621.03092661334800000000,2,2
6986,29,20,1-29-2017-020-03,3,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,6466,621.03092661334800000000,2,2
7029,29,21,1-29-2017-021-04,4,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,3432,3569.18341899576000000000,2,2
7226,29,22,1-29-2017-022-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,340,1716.91189081206000000000,2,2
7377,29,23,1-29-2017-023-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,9668,1810.79011176529000000000,2,2
8254,29,26,1-29-2017-026-06,6,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,17005,856.28520130842600000000,2,2
8499,29,27,1-29-2017-027-03,3,2,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,7790,318.29321733133500000000,2,2
8621,29,31,1-29-2017-031-06,6,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,532.35999242736800000000,2,2
8729,29,34,1-29-2017-034-04,4,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,2146,1723.79548918093000000000,2,2
8812,29,35,1-29-2017-035-03,3,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,2759,516.92891806514400000000,2,2
8875,29,37,1-29-2017-037-03,3,2,1,0,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,2,99998,498.41774923419100000000,2,2
8967,29,39,1-29-2017-039-04,4,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,4248,3382.05697688039000000000,2,2
6085,30,1,1-30-2017-001-03,3,1,1,3,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,73.23997354993520000000,10,2
6085,30,1,1-30-2017-001-03,3,2,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,12357,73.23997354993520000000,10,2
6157,30,3,1-30-2017-003-04,4,1,1,3,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,6487,776.87803144628500000000,10,2
6217,30,4,1-30-2017-004-04,4,1,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,4785,759.79618390424800000000,10,2
6277,30,10,1-30-2017-010-03,3,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,3583,195.27034061945700000000,10,2
6277,30,10,1-30-2017-010-03,3,2,1,6,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,587,195.27034061945700000000,10,2
6329,30,12,1-30-2017-012-05,5,2,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,127.90797238797500000000,10,2
6416,30,16,1-30-2017-016-09,9,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,13754,2649.49636731665000000000,10,2
6421,30,18,1-30-2017-018-07,7,1,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,1668.60546069685000000000,10,2
6465,30,19,1-30-2017-019-07,7,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,2879.14494966816000000000,10,2
6759,30,35,1-30-2017-035-02,2,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,1023,69.49097613050470000000,10,2
6759,30,35,1-30-2017-035-02,2,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,4510,69.49097613050470000000,10,2
6800,30,37,1-30-2017-037-03,3,1,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,2026,783.86522065196300000000,10,2
6801,30,38,1-30-2017-038-06,6,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,12342,1520.31007734854000000000,10,2
6838,30,39,1-30-2017-039-04,4,3,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,10453,1827.93791705103000000000,10,2
6879,30,41,1-30-2017-041-03,3,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,21296,505.66781882611900000000,10,2
6880,30,42,1-30-2017-042-03,3,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,7845,505.66781882623800000000,10,2
6880,30,42,1-30-2017-042-03,3,2,1,3,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,505.66781882623800000000,10,2
6998,30,49,1-30-2017-049-02,2,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,1143,236.77260552681400000000,10,2
6998,30,49,1-30-2017-049-02,2,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4964,236.77260552681400000000,10,2
7035,30,50,1-30-2017-050-03,3,2,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,6074,836.82499597619600000000,10,2
7181,30,55,1-30-2017-055-04,4,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,3351,5616.45073494707000000000,10,2
7181,30,55,1-30-2017-055-04,4,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4373,5616.45073494707000000000,10,2
7269,30,56,1-30-2017-056-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,9673,1062.05087838150000000000,10,2
7327,30,57,1-30-2017-057-05,5,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1368,127.57237189256300000000,10,2
7327,30,57,1-30-2017-057-05,5,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,7821,127.57237189256300000000,10,2
7396,30,61,1-30-2017-061-03,3,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,683,539.22936404511500000000,10,2
7564,30,64,1-30-2017-064-07,7,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,12870,5273.73069432622000000000,10,2
7612,30,65,1-30-2017-065-04,4,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,9798,1466.95760247911000000000,10,2
7749,30,70,1-30-2017-070-02,2,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6596,101.74563607327200000000,10,2
7741,30,71,1-30-2017-071-05,5,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,23580,197.45088374437000000000,10,2
7856,30,73,1-30-2017-073-03,3,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,18774,435.40505207481300000000,10,2
8012,30,77,1-30-2017-077-03,3,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,12728,1794.30440355272000000000,10,2
8081,30,78,1-30-2017-078-07,7,2,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,8486,2644.12219900419000000000,10,2
8082,30,79,1-30-2017-079-02,2,2,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1221,56.71609934376400000000,10,2
8172,30,80,1-30-2017-080-03,3,1,1,3,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,4841,3001.76896990858000000000,10,2
8172,30,80,1-30-2017-080-03,3,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,1159,3001.76896990858000000000,10,2
8378,30,86,1-30-2017-086-04,4,2,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,4357,4013.78833145692000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,1,1,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,29093,1381.56410226577000000000,10,2
8492,30,89,1-30-2017-089-02,2,1,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,11728,52.52877316031450000000,10,2
8492,30,89,1-30-2017-089-02,2,2,1,2,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,270,52.52877316031450000000,10,2
8494,30,91,1-30-2017-091-05,5,1,1,4,Crash Data Retrieval Tool 17.5,Crash Data Retrieval Tool 18.0.2,1,99998,101.93904210989400000000,10,2
8568,30,93,1-30-2017-093-05,5,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,33257,214.96984617807500000000,10,2
8569,30,94,1-30-2017-094-01,1,1,1,4,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,99998,296.47353154787200000000,10,2
8732,30,97,1-30-2017-097-04,4,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,3061,1433.51342997212000000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,4,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,5013,409.85423768637300000000,10,2
8819,30,101,1-30-2017-101-02,2,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,30296,61.32447502117920000000,10,2
8819,30,101,1-30-2017-101-02,2,2,1,3,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,4431,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,10655,61.32447502117920000000,10,2
8886,30,103,1-30-2017-103-04,4,1,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,3733,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,2,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,7692,1473.08117807378000000000,10,2
8898,30,105,1-30-2017-105-02,2,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,19258,36.98474261371070000000,10,2
8898,30,105,1-30-2017-105-02,2,2,1,2,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,4768,36.98474261371070000000,10,2
9099,30,111,1-30-2017-111-03,3,1,1,1,Crash Data Retrieval Tool 17.5.1,Crash Data Retrieval Tool 18.0.2,1,1027,567.96366418237500000000,10,2
6177,31,2,1-31-2017-002-10,10,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1073.84216837139000000000,6,2
6241,31,4,1-31-2017-004-06,6,1,1,2,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,13193,374.46925544577300000000,6,2
6311,31,5,1-31-2017-005-03,3,1,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,1093,562.11522338877600000000,6,2
6398,31,6,1-31-2017-006-07,7,2,1,1,Crash Data Retrieval Tool 16.6,Crash Data Retrieval Tool 18.0.2,1,99998,1609.39441873419000000000,6,2
6505,31,7,1-31-2017-007-04,4,1,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,2792.73572987369000000000,6,2
6505,31,7,1-31-2017-007-04,4,2,1,1,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,593,2792.73572987369000000000,6,2
6599,31,10,1-31-2017-010-08,8,1,1,2,Crash Data Retrieval Tool 17.2,Crash Data Retrieval Tool 18.0.2,1,99998,533.58540815661800000000,6,2
6672,31,11,1-31-2017-011-07,7,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,17226,1255.56663445132000000000,6,2
6714,31,12,1-31-2017-012-04,4,1,1,0,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,1625.67773236403000000000,6,2
6750,31,13,1-31-2017-013-04,4,1,1,0,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,1284.64109095433000000000,6,2
6827,31,16,1-31-2017-016-09,9,2,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,99998,1112.97598818424000000000,6,2
6890,31,18,1-31-2017-018-04,4,1,1,1,Crash Data Retrieval Tool 17.2.1,Crash Data Retrieval Tool 18.0.2,1,8973,2463.15349404059000000000,6,2
6953,31,20,1-31-2017-020-03,3,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,8926,1250.62463447385000000000,6,2
6953,31,20,1-31-2017-020-03,3,2,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,4462,1250.62463447385000000000,6,2
7040,31,22,1-31-2017-022-06,6,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,5211,689.61885436365700000000,6,2
7061,31,23,1-31-2017-023-08,8,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,99998,533.58540815661800000000,6,2
7114,31,24,1-31-2017-024-09,9,1,1,2,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,35976,686.22139148783100000000,6,2
7167,31,25,1-31-2017-025-03,3,1,1,1,Crash Data Retrieval Tool 17.3,Crash Data Retrieval Tool 18.0.2,1,5353,471.72414428540900000000,6,2
7305,31,29,1-31-2017-029-07,7,1,1,4,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,6637.32119482343000000000,6,2
7372,31,30,1-31-2017-030-10,10,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,39491,1073.84216837139000000000,6,2
7431,31,32,1-31-2017-032-06,6,1,1,2,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,99998,561.11655983670000000000,6,2
7538,31,34,1-31-2017-034-04,4,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,7610,2328.51790892268000000000,6,2
7538,31,34,1-31-2017-034-04,4,2,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,6167,2328.51790892268000000000,6,2
7590,31,35,1-31-2017-035-10,10,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,15626,1073.84216837139000000000,6,2
7730,31,36,1-31-2017-036-05,5,1,1,1,Crash Data Retrieval Tool 17.4,Crash Data Retrieval Tool 18.0.2,1,13992,628.83294075430700000000,6,2
