CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
8172,30,80,1-30-2017-080-03,3,1,1,2,60,2,0,0,350,02RZEW03,R,Z,E,W,03,0,1,1,0,45,50,11,1,27,-13,-23,106865,998,85,29,0,1,begins 4 rear RR axle; forward 218,begins 17 rear RR axle; forward 252,156 rear of RF axle,252,-38,252,-42,218,39,2,5,23,39,26,5,,,3001.76896990858000000000,10,2
8172,30,80,1-30-2017-080-03,3,1,2,53,190,6,0,0,888,06LZES02,L,Z,E,S,02,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,begins 89 rear LR axle; forward 330,begins 9 rear LR axle; forward 135,59 forward LR axle,135,-87,135,-76,330,4,1,1,2,0,2,4,,,3001.76896990858000000000,10,2
8172,30,80,1-30-2017-080-03,3,2,1,1,350,12,0,0,240,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,25,-25,4,52660,998,35,22,0,1,begins LFBC; right 158,front BC to BC,10 right of LFBC,163,0,175,-9,158,22,22,6,14,10,13,18,,,3001.76896990858000000000,10,2
8235,30,84,1-30-2017-084-09,9,2,1,1,180,6,0,0,90,06BYEW01,B,Y,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,6,1,begins 33 right of center; left 99,back bumper metal edge to edge,34 left of center,130,0,178,-17,99,8,3,8,8,4,1,3,,,3117.58679036883000000000,10,2
8275,30,85,1-30-2017-085-04,4,1,1,2,60,2,0,0,135,02RBEW01,R,B,E,W,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,unknown,unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,7165.23244737877000000000,10,2
8378,30,86,1-30-2017-086-04,4,2,1,1,170,6,0,0,185,06BLEE03,B,L,E,E,03,8,8,8,8,888,888,888,3,8,8,-1,6089,998,103,8,0,1,begins 35 left of center; left 40,back bumper metal edge to edge,62 left of center,126,0,150,-55,40,1,1,1,0,0,0,0,,,4013.78833145692000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,1,41,999,99,0,0,888,99999999,9,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,2,unknown,unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1381.56410226577000000000,10,2
8434,30,88,1-30-2017-088-08,8,1,2,31,998,0,0,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,roof rail to roof rail,rollover crush profile,right C Pillar,888,888,888,888,888,,,,,,,,23,28,1381.56410226577000000000,10,2
8492,30,89,1-30-2017-089-02,2,1,1,2,350,12,0,0,180,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,23,-23,4,39627,998,42,24,0,1,begins 66 right of center; left 142,front bumper metal edge to edge,65 left of center of bumper metal,131,0,148,-5,142,21,21,17,16,16,16,12,,,52.52877316031450000000,10,2
8492,30,89,1-30-2017-089-02,2,2,1,1,80,3,0,0,270,03RZEW02,R,Z,E,W,02,8,8,8,8,888,888,888,1,13,-2,-13,23560,998,89,13,0,1,begins 162 rear RF axle; back 136,begins 175 rear RF axle; back 200,285 rear of RF axle,200,-110,200,-65,136,16,1,2,16,10,10,3,,,52.52877316031450000000,10,2
8494,30,91,1-30-2017-091-05,5,1,1,2,270,9,0,0,170,09LZEW02,L,Z,E,W,02,8,8,8,8,888,888,888,3,21,0,21,45282,998,-139,21,0,1,begins 220 rear of LF axle; back 129,begins 217 rear of LF axle; back 132,307 rear of LF axle,132,-117,132,-113,129,35,22,33,35,18,5,0,,,101.93904210989400000000,10,2
8531,30,92,1-30-2017-092-09,9,1,1,2,350,12,0,0,5,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,18,-18,3,14179,998,16,17,0,1,ends 30cm right of center,bumper corner to bumper corner,30 cm left of center,130,0,146,-16,109,7,6,5,5,4,5,7,,,3888.49991142154000000000,10,2
8531,30,92,1-30-2017-092-09,9,2,1,1,999,99,9,9,0,99999999,9,9,9,9,99,8,8,8,8,888,888,888,3,11,11,0,10438,998,0,12,0,1,UNKNOWN,UNKNOWN,UNKNOWN,999,999,999,999,999,999,999,999,999,999,999,999,,,3888.49991142154000000000,10,2
8568,30,93,1-30-2017-093-05,5,1,1,2,20,1,0,0,270,01FZEW04,F,Z,E,W,04,8,8,8,8,888,888,888,1,60,-56,-20,116003,998,-128,54,0,1,"Begins 20 cm left of center, extends right",Bumper corner to bumper corner,FRBC,92,0,138,24,89,64,3,27,47,50,59,64,,,214.96984617807500000000,10,2
8568,30,93,1-30-2017-093-05,5,2,1,1,350,12,0,0,120,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,37,-36,6,115291,998,32,42,0,1,bumper corner to bumper corner,bumper corner to bumper corner,2cm left of center,109,0,159,0,116,38,32,34,38,32,24,17,,,214.96984617807500000000,10,2
8569,30,94,1-30-2017-094-01,1,1,1,31,998,0,9,0,888,00RDHO03,R,D,H,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,front to back,rollover crush profile,B Pillar Area R roof rail,888,888,888,888,888,,,,,,,,7,3,296.47353154787200000000,10,2
8639,30,95,1-30-2017-095-05,5,1,1,2,20,1,0,0,235,01FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,1,14,-13,-5,15040,998,-27,14,0,1,begins 17cm right of center,bumper corner to bumper corner,84cm right of center,164,0,182,51,66,10,0,0,2,2,0,10,,,205.62948498335200000000,10,2
8639,30,95,1-30-2017-095-05,5,2,1,1,290,10,0,0,145,10LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,1,16,-5,15,30956,998,139,16,0,1,begins 5cm aft of fwd axle,begins 3cm aft of fwd axle,87cm fwd of fwd axle,90,191,90,194,94,33,6,12,22,30,32,33,,,205.62948498335200000000,10,2
8732,30,97,1-30-2017-097-04,4,2,1,1,180,6,0,0,170,06BDEW02,B,D,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,17,0,1,begins 68 left of center; right 108,rear bumper metal edge to edge,13 right of center,119,0,154,-14,108,16,0,1,10,16,3,0,,,1433.51342997212000000000,10,2
8732,30,97,1-30-2017-097-04,4,2,2,3,0,12,0,0,170,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,14,-14,0,10557,998,5,13,0,2,begins 43 right of center; left 96,front BC to BC,41 right of center,154,0,154,5,96,1,0,0,0,0,1,0,,,1433.51342997212000000000,10,2
8771,30,99,1-30-2017-099-03,3,2,1,1,170,6,0,0,160,06RDEW02,R,D,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,1,1,ENDS 60CM FORWARD OF THE FRONT AXLE,BEGINS 58CM AFT OF THE FRONT AXLE,10CM AFT OF THE FRONT AXLE,118,133,118,11,360,9,0,5,9,9,8,8,,,409.85423768637300000000,10,2
8771,30,99,1-30-2017-099-03,3,2,2,54,350,12,0,0,888,12LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,1,6,-6,1,2224,998,-38,6,0,2,BEGINS 5CM FORWARD OF THE FRONT AXLE,BEGINS 5CM FORWARD OF THE FRONT AXLE,27CM FORWARD OF THE FRONT AXLE,55,164,55,164,55,4,4,2,3,3,2,3,,,409.85423768637300000000,10,2
8819,30,101,1-30-2017-101-02,2,1,1,2,30,1,0,0,70,01FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,34,-30,-17,167932,998,-92,41,0,1,"begins 44cm left of center, goes right",Bumper corner to bumper corner,5cm right of center,164,0,172,20,132,41,39,23,31,41,41,27,,,61.32447502117920000000,10,2
8819,30,101,1-30-2017-101-02,2,2,1,1,350,12,0,0,290,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,1,52,-51,9,95970,998,29,42,0,1,BUMPER CORNER TO BUMPER CORNER,BUMPER CORNER TO BUMPER CORNER,51CM LEFT OF CENTER,114,0,147,0,147,45,45,34,28,22,11,4,,,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,1,50,0,12,0,0,888,12F99N99,F,9,9,N,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,9,2,unknown,unknown,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,61.32447502117920000000,10,2
8837,30,102,1-30-2017-102-02,2,1,2,31,998,0,9,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,roof rail to roof rail,rollover crush profile,right WS header,888,888,888,888,888,,,,,,,,14,18,61.32447502117920000000,10,2
8886,30,103,1-30-2017-103-04,4,1,1,2,70,2,0,0,100,02RYEW01,R,Y,E,W,01,0,0,0,0,888,888,888,1,22,-8,-21,15090,998,-71,13,0,1,BEG 165CM FWD OF REAR AXLE,BEG 116CM FWD OF REAR AXLE,240CM FWD OF REAR AXLE,214,77,214,115,185,13,0,6,5,13,7,0,,,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,1,2,2,100,3,0,0,30,03RBEW02,R,B,E,W,02,0,0,0,0,888,888,888,1,8,1,-7,8280,998,172,7,0,2,ENDS 30CM AFT OF REAR AXLE,ENDS 15CM AFT OF REAR AXLE,50CM AFT OF REAR AXLE,50,-191,50,-185,70,19,19,17,16,10,6,2,,,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,2,1,1,330,11,0,0,20,11FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,22,-19,11,80898,998,113,27,0,1,REBAR EDGE TO EDGE,REBAR EDGE TO EDGE,LF REBAR CORNER,130,0,161,0,133,40,40,27,26,17,12,18,,,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,2,2,1,260,9,0,0,50,09LPEW02,L,P,E,W,02,8,8,8,8,888,888,888,1,7,1,7,5073,998,5,8,0,2,BEG 85CM FWD OF LR REAR AXLE,BEG 47CM FWD OF LR REAR AXLE,110CM FWD OF LR REAR AXLE,142,-19,142,1,132,5,3,2,0,2,3,5,,,1473.08117807378000000000,10,2
8886,30,103,1-30-2017-103-04,4,2,3,3,350,12,0,0,95,12F99999,F,9,9,9,99,0,0,0,0,888,888,888,11,999,999,999,9999999,999,999,999,9,8,"FRONT, UNKNOWN",N/A,"UNKNOWN, OVERLAPPING",999,999,999,999,999,999,999,999,999,999,999,999,,,1473.08117807378000000000,10,2
8898,30,105,1-30-2017-105-02,2,1,1,2,50,2,1,0,125,02FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,1,25,-16,-19,76327,998,-126,34,0,1,begins 16 right of center; right 60,front bumper metal edge to edge,39 right of center,109,0,158,46,60,35,0,10,23,34,35,11,,,36.98474261371070000000,10,2
8898,30,105,1-30-2017-105-02,2,2,1,1,350,12,0,0,5,12FLEE03,F,L,E,E,03,8,8,8,8,888,888,888,1,26,-26,5,9834,998,-21,12,0,1,begins 43 left of center; left 30,front bumper from metal edge to edge,60 left of center,120,0,146,-58,30,2,2,2,1,0,0,0,,,36.98474261371070000000,10,2
8950,30,106,1-30-2017-106-10,10,1,1,63,0,12,0,0,888,12FRWN03,F,R,W,N,03,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,4,8,wheel damage,wheel damage,wheel damage,999,999,999,999,999,999,999,999,999,999,999,999,,,9575.19094404344000000000,10,2
8950,30,106,1-30-2017-106-10,10,1,2,60,0,12,0,0,888,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,1,13,-13,0,11470,998,54,13,0,1,begins 42 right of center; right 23,left end of bumper support to right end,65 right of center,130,0,150,54,23,5,0,0,0,0,0,5,,,9575.19094404344000000000,10,2
8950,30,106,1-30-2017-106-10,10,1,3,31,998,0,0,0,888,00RYAO03,R,Y,A,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,2,"right side, front to C pillar",Not measured - rollover,right C pillar,888,888,888,888,888,,,,,,,,3,0,9575.19094404344000000000,10,2
9028,30,110,1-30-2017-110-03,3,3,2,2,180,6,0,2,0,06BDEW02,B,D,E,W,02,8,8,8,8,888,888,888,3,19,19,0,24106,998,-23,20,0,2,begins 30 left of center; right 75,bumper metal edge to edge,2 left of center,108,0,152,23,105,25,2,7,15,17,12,9,,,1089.87835519426000000000,10,2
9028,30,110,1-30-2017-110-03,3,3,3,4,0,12,0,0,0,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,3,26,-26,0,13097,998,40,15,0,1,begins 5 right of center; right 76,front BC to BC,76 right of center,152,0,152,40,71,8,0,0,0,1,4,8,,,1089.87835519426000000000,10,2
9099,30,111,1-30-2017-111-03,3,1,1,2,10,12,0,0,280,12FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,3,12,-12,-2,9370,998,-50,11,0,1,begins 60cm left of center contiues right 91cm,RF rebar end to LF rebar end,60cm left of center,120,0,148,-15,91,3,3,0,0,0,0,0,,,567.96366418237500000000,10,2
6177,31,2,1-31-2017-002-10,10,1,1,2,340,11,0,0,180,11FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,12,-12,4,12382,998,80,12,0,1,BC to BC,N/A,Unknown,999,999,171,0,171,999,999,999,999,999,999,999,,,1073.84216837139000000000,6,2
6177,31,2,1-31-2017-002-10,10,2,1,1,70,2,0,0,270,02RDEW01,R,D,E,W,01,1,1,0,0,999,999,999,3,14,-5,-13,13661,998,42,15,0,1,"begins 22cm rear of RR axle, goes forward","begins 22cm rear of RR axle, goes forward",40cm forward of RR axle,366,25,366,25,366,7,1,7,0,1,2,4,,,1073.84216837139000000000,6,2
6240,31,3,1-31-2017-003-09,9,1,1,60,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,13,2,1,BC to BC,BC to BC,12cm left of center,120,0,177,0,177,0,0,0,0,0,0,0,,,686.22139148783100000000,6,2
6241,31,4,1-31-2017-004-06,6,1,1,43,0,12,0,0,888,12F99999,F,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Overlapping,Overlapping,Unnknown,999,999,999,999,999,999,999,999,999,999,999,999,,,374.46925544577300000000,6,2
6241,31,4,1-31-2017-004-06,6,1,2,42,0,12,0,0,888,12F99999,F,9,9,9,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,Overlapping,Overlapping,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,374.46925544577300000000,6,2
6241,31,4,1-31-2017-004-06,6,1,3,61,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,14,2,1,BC TO BC,BC TO BC,C6,182,0,192,0,182,0,0,0,0,0,0,0,,,374.46925544577300000000,6,2
6311,31,5,1-31-2017-005-03,3,1,1,2,999,99,0,7,275,99F99999,F,9,9,9,99,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,7,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,562.11522338877600000000,6,2
6311,31,5,1-31-2017-005-03,3,1,2,2,350,12,0,7,290,12FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,26,0,2,RFBC to 74cm left,Right end of bumper support to left end,left end of bumper support,74,0,180,53,74,23,23,23,22,17,9,0,,,562.11522338877600000000,6,2
6398,31,6,1-31-2017-006-07,7,1,1,2,300,10,0,0,160,10LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,1,15,-7,13,22992,998,94,15,0,1,LBC extending 24cm rear of LF axle,LBC extending 49cm rear of LF axle,27cm fwd of LF axle,119,165,119,181,95,23,0,0,10,20,18,23,,,1609.39441873419000000000,6,2
6398,31,6,1-31-2017-006-07,7,2,1,1,40,1,0,0,240,01FREE01,F,R,E,E,01,8,8,8,8,888,888,888,1,11,-8,-7,15094,998,-110,11,0,1,BC to BC,St 57 cm of RCP to RBC,RBC,164,0,175,70,20,0,0,0,0,0,0,0,,,1609.39441873419000000000,6,2
6505,31,7,1-31-2017-007-04,4,1,1,2,320,11,0,0,80,11FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,1,13,-10,8,21167,998,179,11,0,1,LBC extending 72cm Right,LBC to RBC,15cm R of LBC,182,0,182,31,72,15,0,1,0,1,5,15,,,2792.73572987369000000000,6,2
6505,31,7,1-31-2017-007-04,4,2,1,1,40,1,0,0,180,01RDEW01,R,D,E,W,01,1,0,0,0,102,96,4,1,10,-8,-6,16068,998,22,13,0,1,Starts 133cm rear RF axle extending to RFBC,Starts 133cm rear RF axle extending to RFBC,C5,215,107,215,107,215,9,6,7,3,5,9,0,,,2792.73572987369000000000,6,2
6539,31,8,1-31-2017-008-10,10,1,1,76,10,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,13,2,1,RBC extending to 10 cm left of FCP,LBC to RBC,C6,165,0,165,-27,85,3,2,0,0,3,0,3,,,2147.68433674278000000000,6,2
6599,31,10,1-31-2017-010-08,8,1,1,42,0,12,0,0,888,12LDES01,L,D,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,Front LBC to Rear LBC,Front LBC to Rear LBC,30cm fwd RR axle,378,0,378,0,378,9,5,9,8,9,5,0,,,533.58540815661800000000,6,2
6599,31,10,1-31-2017-010-08,8,1,2,42,0,12,0,0,888,12FYEW02,F,Y,E,W,02,8,8,8,8,888,888,888,1,41,-41,0,130204,998,-32,41,0,1,11cm L of cntr to 53cm L of cntr,BC to BC,45cm R of LBC,148,0,148,-32,42,61,39,48,61,31,3,0,,,533.58540815661800000000,6,2
6672,31,11,1-31-2017-011-07,7,1,1,68,20,1,0,0,888,01RFEW01,R,F,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,15,0,1,RBC extending rearward 82cm,RBC extending rearward 82cm,22cm fwd RF axle,82,160,82,160,82,24,2,15,18,15,18,24,,,1255.56663445132000000000,6,2
6714,31,12,1-31-2017-012-04,4,1,1,76,0,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,12,2,1,9cm left if center extending to RBC,BC to BC,RBC,144,0,144,28,72,3,0,0,3,3,0,0,,,1625.67773236403000000000,6,2
6750,31,13,1-31-2017-013-04,4,1,1,76,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,17,2,1,Starts Lbc extending 57cm R of center,Bc to Bc,20cm L of center,185,0,185,27,168,10,7,8,10,2,0,2,,,1284.64109095433000000000,6,2
6799,31,15,1-31-2017-015-03,3,2,1,1,10,12,0,0,135,12RDAW99,R,D,A,W,99,1,1,1,0,999,999,999,12,999,999,999,9999999,999,999,999,9,1,Right SIde,Not measured,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,749.39825076123100000000,6,2
6827,31,16,1-31-2017-016-09,9,1,1,2,0,12,0,0,280,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,17,2,1,Front BC to BC,Front BC to BC,Center of Front Bumper,183,0,183,0,183,12,4,3,12,12,3,1,,,1112.97598818424000000000,6,2
6827,31,16,1-31-2017-016-09,9,2,1,1,180,6,0,0,280,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,14,2,1,Rear LBC to RBC,Rear LBC to RBC,23cm R of rear LBC,156,0,156,0,156,6,5,3,1,0,2,6,,,1112.97598818424000000000,6,2
6827,31,16,1-31-2017-016-09,9,2,2,3,0,12,0,0,280,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,14,-14,0,11429,998,0,15,0,2,Front LBC to RBC,Front LBC to RBC,Center Front Bumper,156,0,156,0,156,1,0,0,1,1,0,0,,,1112.97598818424000000000,6,2
6890,31,18,1-31-2017-018-04,4,1,1,2,340,11,0,7,270,11FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,2,1,"begins center of frontal plane, goes left",N/A,38cm L of C,999,999,160,-40,80,999,999,999,999,999,999,999,,,2463.15349404059000000000,6,2
6902,31,19,1-31-2017-019-04,4,1,1,76,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,17,2,1,BC to BC,BC to BC,26cm R of LBC,125,0,172,0,125,4,0,0,3,4,0,0,,,733.33339149754300000000,6,2
6953,31,20,1-31-2017-020-03,3,1,1,2,80,3,0,0,90,03RFEW03,R,F,E,W,03,8,8,8,8,888,888,888,1,14,-2,-14,61299,998,-350,12,0,1,Starts FR BC extending 132cm rear,Starts FR BC extending 152cm rear,38cm fwd RF axle,152,199,152,210,172,35,6,4,14,19,34,35,,,1250.62463447385000000000,6,2
6953,31,20,1-31-2017-020-03,3,2,1,1,340,11,0,0,10,11FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,1,14,-14,5,51046,998,74,22,0,1,Starts LBC extending 66cm right,BC to BC,38cm R of LBC,176,0,176,-53,69,17,3,10,17,17,10,3,,,1250.62463447385000000000,6,2
7040,31,22,1-31-2017-022-06,6,1,1,76,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,13,2,1,Starts at LBC extending 141cm right,BC to BC,20cm right of LBC,155,0,155,-14,141,2,2,0,0,0,0,0,,,689.61885436365700000000,6,2
7061,31,23,1-31-2017-023-08,8,1,1,31,998,0,9,0,888,00TDDO99,T,D,D,O,99,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,Rollover,Rollover,Right A-Pillar,888,888,888,888,888,,,,,,,,0,0,533.58540815661800000000,6,2
7114,31,24,1-31-2017-024-09,9,1,1,61,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,14,-14,0,10278,998,0,14,0,1,BC to BC,BC to BC,20cm left of FCP,152,0,152,0,152,3,0,0,3,3,0,3,,,686.22139148783100000000,6,2
7167,31,25,1-31-2017-025-03,3,1,1,49,0,12,0,0,888,12FLES07,F,L,E,S,07,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,Overlapping Damage,Overlapping Damage,Overlapping Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,471.72414428540900000000,6,2
7167,31,25,1-31-2017-025-03,3,1,2,61,998,0,0,0,888,00UBLW01,U,B,L,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Overlapping Damage,Overlapping Damage,Overlapping Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,471.72414428540900000000,6,2
7167,31,25,1-31-2017-025-03,3,1,3,61,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,13,-13,0,12448,998,0,13,0,1,BC to BC,BC to BC,RBC,145,0,145,0,145,7,4,0,0,0,2,7,,,471.72414428540900000000,6,2
7208,31,28,1-31-2017-028-09,9,1,1,51,0,12,0,0,888,12FREN99,F,R,E,N,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,2,1,Unknown,BC to BC,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,686.22139148783100000000,6,2
7305,31,29,1-31-2017-029-07,7,1,1,88,10,12,0,0,888,12FREW05,F,R,E,W,05,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,1,RBC extending 63cm left,BC to BC,26cm left of RBC,164,0,164,50,63,1,0,0,1,1,0,0,,,6637.32119482343000000000,6,2
7372,31,30,1-31-2017-030-10,10,1,1,2,10,12,0,7,325,12FREW02,F,R,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,16,2,1,RBC extending to 33cm of FCP,BC to BC,50 right of FCP,213,0,213,60,58,30,0,0,10,13,20,21,,,1073.84216837139000000000,6,2
7373,31,31,1-31-2017-031-10,10,2,1,1,180,6,0,7,105,06BYAW99,B,Y,A,W,99,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,2,1,Rear LBC extending 5cm right of RCP,Rear BC to BC,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1073.84216837139000000000,6,2
7431,31,32,1-31-2017-032-06,6,1,1,51,190,6,0,0,888,06BZEN03,B,Z,E,N,03,8,8,8,8,888,888,888,10,999,999,999,9999999,999,-84,24,2,1,St 27cm left of rear RBC extending 31cm,Rear BC to BC,32 cm left of rear RBC,154,0,178,35,31,31,0,0,12,31,31,31,,,561.11655983670000000000,6,2
7537,31,33,1-31-2017-033-09,9,1,1,31,998,0,9,0,888,00TDDO03,T,D,D,O,03,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,1,Rollover,Rollover,Rollover,888,888,888,888,888,,,,,,,,12,14,1539.73058488066000000000,6,2
7538,31,34,1-31-2017-034-04,4,1,1,2,10,12,0,0,330,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,22,-22,-4,44389,998,-65,22,0,1,Front BC to BC,Front BC to BC,35cm Right of front LBC,129,0,185,0,129,20,0,13,20,13,2,0,,,2328.51790892268000000000,6,2
7538,31,34,1-31-2017-034-04,4,2,1,1,340,11,0,0,180,11FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,29,-29,5,62922,998,63,30,0,1,LBC extending 62cm right,BC to BC,LBC,118,0,150,-30,62,22,7,16,22,20,11,0,,,2328.51790892268000000000,6,2
7590,31,35,1-31-2017-035-10,10,1,1,2,0,12,0,2,75,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,22,-22,0,42601,998,0,26,0,1,BC to BC,BC to BC,29cm right of LBC,134,0,161,0,134,21,5,21,17,14,10,3,,,1073.84216837139000000000,6,2
7590,31,35,1-31-2017-035-10,10,2,1,1,180,6,0,1,75,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,1,16,16,0,9314,998,0,11,0,1,BC to BC,BC to BC,27cm left of center,173,0,176,0,173,0,0,0,0,0,0,0,,,1073.84216837139000000000,6,2
7730,31,36,1-31-2017-036-05,5,1,1,2,0,12,0,0,320,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,20,-20,0,43382,998,0,24,0,1,LF rebar end to RF rebar end,BC to BC,37 cm LoC,114,0,171,0,114,18,7,18,14,7,0,0,,,628.83294075430700000000,6,2
7730,31,36,1-31-2017-036-05,5,2,1,1,290,10,0,0,210,10LZEW01,L,Z,E,W,01,8,8,8,8,36,58,14,1,18,-6,17,13547,998,47,12,0,1,STARTS 22CM FWD LR AXLE EXTENDING 157CM FWD,STARTS 22CM FWD LR AXLE EXTENDING 157CM FWD,62CM FWD LR AXLE,157,-47,157,-47,157,9,3,8,9,4,2,1,,,628.83294075430700000000,6,2
7790,31,38,1-31-2017-038-08,8,1,1,42,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,3,1,BC to BC,BC to BC,60cm R of LBC,141,0,187,10,84,999,999,999,999,999,999,999,,,533.58540815661800000000,6,2
