CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,EVENTNO,OBJCONT,PDOF,OCLOCK,ENDSHIFT,OVERUNDER,HEADINGANG,CDC,CDCPLANE,CDCLONGLAT,CDCVERTLAT,CDCDISTRIB,CDCEXTENT,DAMAPILLAR,DAMBPILLAR,DAMCPILLAR,DAMOTHPILLAR,SILLHEIGHT,CMAXHEIGHT,DOORSILLDIFF,DVBASIS,DVTOTAL,DVLONG,DVLAT,DVENERGY,DVSPEED,DVMOMENT,DVBARRIER,DVESTIMATE,DVRANK,DIRECTLOCATION,FIELDLLOCATION,CMAXLOCATION,FIELDL,FIELDLD,DIRECTL,DIRECTD,DIRECTWIDTH,CMAX,C1,C2,C3,C4,C5,C6,ROLLLAT,ROLLVERT,CASEWGT,PSUSTRAT,VERSION
8556,12,65,1-12-2017-065-03,3,2,1,1,290,10,0,0,145,10LZEW02,L,Z,E,W,02,0,1,0,0,33,38,0,3,6,-2,5,7251,998,-128,7,0,1,51cm Fwd LR Axle Con Fwd 104cm,51cm Fwd LR Axle Con Fwd 104cm,110cm Fwd LR Axle,104,-76,104,-76,104,10,2,4,8,10,8,3,,,1316.99171800419000000000,9,2
8617,12,66,1-12-2017-066-04,4,1,1,76,0,12,0,0,888,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,10,2,1,BC to BC,BC to BC,66cm LoC,132,0,150,0,132,1,0,0,0,1,0,0,,,952.92853576381300000000,9,2
8618,12,67,1-12-2017-067-04,4,1,1,47,0,12,0,0,888,12FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,1,12,-12,0,9960,998,47,12,0,1,22cm LoC Con left 51cm,BC to BC,51cm LoC,123,0,144,47,51,6,6,0,0,0,0,2,,,952.92853576381300000000,9,2
8618,12,67,1-12-2017-067-04,4,1,2,47,300,10,0,0,888,10LYEW01,L,Y,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,999,6,2,41cm Fwd LF Axle con back,41cm Fwd LF Axle con back 205cm,31cm Aft LF Axle,143,94,143,69,205,3,0,2,1,3,0,2,,,952.92853576381300000000,9,2
8679,12,69,1-12-2017-069-03,3,1,1,63,0,12,0,0,888,12FRWN99,F,R,W,N,99,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,9,8,Wheel Damage,Wheel Damage,Wheel Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,1450.54178421601000000000,9,2
8679,12,69,1-12-2017-069-03,3,1,2,51,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,RC to RC,RC to RC,Overlapping Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,1450.54178421601000000000,9,2
8679,12,69,1-12-2017-069-03,3,1,3,51,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,RC to RC,RC to RC,Overlapping Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,1450.54178421601000000000,9,2
8679,12,69,1-12-2017-069-03,3,1,4,51,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,RC to RC,RC to RC,Overlapping Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,1450.54178421601000000000,9,2
8679,12,69,1-12-2017-069-03,3,1,5,59,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,20,2,1,RC to RC,RC to RC,65cm LoC,136,0,166,0,136,25,9,5,6,8,5,25,,,1450.54178421601000000000,9,2
8774,12,70,1-12-2017-070-01,1,1,1,42,280,9,0,0,888,09LPAW04,L,P,A,W,04,8,8,8,8,888,888,888,1,50,-9,50,161746,998,29,50,0,1,43 cm aft of LF Axle con back 80cm,23cm aft of LF Axle con back 130cm,88cm Aft LF Axle,130,33,130,28,80,66,8,37,64,66,43,1,,,473.93014835835700000000,9,2
8774,12,70,1-12-2017-070-01,1,1,2,42,280,9,0,0,888,09LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,Left front fender,not measured,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,473.93014835835700000000,9,2
8792,12,71,1-12-2017-071-02,2,1,1,45,0,12,0,0,888,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,30,3,2,RC to RC,RC to RC,66cm RoC,132,0,154,0,132,36,0,2,15,23,29,36,,,595.88224788933300000000,9,2
8792,12,71,1-12-2017-071-02,2,1,2,50,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,RC to RC,RC to RC,Overlapping Damage,132,0,154,0,132,999,999,999,999,999,999,999,,,595.88224788933300000000,9,2
8792,12,71,1-12-2017-071-02,2,1,3,50,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,RC to RC,RC to RC,Overlapping Damage,132,0,154,0,132,999,999,999,999,999,999,999,,,595.88224788933300000000,9,2
8792,12,71,1-12-2017-071-02,2,1,4,50,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,RC to RC,RC to RC,Overlapping Damage,132,0,154,0,132,999,999,999,999,999,999,999,,,595.88224788933300000000,9,2
8792,12,71,1-12-2017-071-02,2,1,5,45,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,RC to RC,RC to RC,Overlapping Damage,132,0,154,0,132,999,999,999,999,999,999,999,,,595.88224788933300000000,9,2
8792,12,71,1-12-2017-071-02,2,1,6,45,0,12,0,0,888,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,RC to RC,RC to RC,Overlapping Damage,132,0,154,0,132,999,999,999,999,999,999,999,,,595.88224788933300000000,9,2
8792,12,71,1-12-2017-071-02,2,1,7,61,0,12,0,0,888,12FLWN99,F,L,W,N,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,8,Wheel Damage,wheel Damage,Wheel Damage,999,999,999,999,999,999,999,999,999,999,999,999,,,595.88224788933300000000,9,2
8792,12,71,1-12-2017-071-02,2,1,8,31,998,0,9,0,888,00TFCO02,T,F,C,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,1,55cm right from left windshield header/A-Pillar,Rollover,31cm vertical and 69cm lateral,888,888,888,888,888,,,,,,,,10,11,595.88224788933300000000,9,2
8895,12,72,1-12-2017-072-03,3,1,1,2,60,2,1,0,240,02FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,17,-8,-15,44515,998,-139,19,0,1,RC to RC,RC to RC,16cm RoC,97,0,140,0,140,22,0,18,22,22,14,0,,,1416.44009618599000000000,9,2
8895,12,72,1-12-2017-072-03,3,2,1,1,340,11,0,0,135,11LBEW01,L,B,E,W,01,8,8,8,8,888,888,888,3,7,-7,2,3244,998,-198,4,0,1,45CM Fwd LR Axle Con back 54cm,45cm Fwd LR Axle con Back 54cm,45cm Fwd LR Axle,54,-45,54,-170,54,999,999,999,999,999,999,999,,,1416.44009618599000000000,9,2
8896,12,73,1-12-2017-073-03,3,1,1,2,350,12,0,0,225,12FREE03,F,R,E,E,03,8,8,8,8,888,888,888,1,30,-30,5,38052,998,-15,27,0,2,38cm RoC con Right 32cm,BC to BC,60cm RoC,150,0,150,54,32,23,6,23,21,9,0,0,,,1416.44009618599000000000,9,2
8896,12,73,1-12-2017-073-03,3,1,2,3,0,12,0,0,205,12FLEW02,F,L,E,W,02,8,8,8,8,888,888,888,1,31,-31,0,38052,998,-48,27,0,1,26cm LoC Con Left,BC to BC,40cm LoC,150,0,150,-48,44,999,999,999,999,999,999,999,,,1416.44009618599000000000,9,2
8896,12,73,1-12-2017-073-03,3,2,1,1,60,2,0,0,340,02RBEW01,R,B,E,W,01,8,8,8,8,888,888,888,1,9,-3,-9,7652,998,253,5,0,1,21cm Aft RR Axle Con Back 73cm,16cm Fwd RR Axle Con Back 111cm,42cm Aft RR Axle,111,-196,111,-217,73,10,5,5,10,5,1,2,,,1416.44009618599000000000,9,2
8896,12,73,1-12-2017-073-03,3,3,2,1,350,12,0,0,40,12FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,1,20,-20,3,40388,998,18,23,0,1,16cm RoC Con Left 66cm,RC to RC,17cm LoC,106,0,170,-18,66,20,0,8,20,13,2,0,,,1416.44009618599000000000,9,2
8939,12,74,1-12-2017-074-06,6,1,1,2,280,9,0,0,155,09LZEW03,L,Z,E,W,03,0,0,1,0,32,76,0,1,22,-4,21,42092,998,-170,16,0,1,101cm Fwd LR Axle Con Back 193cm,116cm Fwd LR Axle Con back 208cm,51cm Fwd LR Axle,193,-127,193,-131,208,23,10,21,23,20,14,0,,,419.20923822946600000000,9,2
8939,12,74,1-12-2017-074-06,6,2,1,1,350,12,0,0,260,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,23,-23,4,66533,998,35,32,0,1,BC to BC,BC to BC,67cm LoC,114,0,144,0,144,40,24,20,19,11,0,0,,,419.20923822946600000000,9,2
9045,12,75,1-12-2017-075-04,4,1,1,2,70,2,0,0,95,02FRLS03,F,R,L,S,03,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,1,77cm RoC Con Right 5cm,BC to BC,80cm RoC,164,0,164,79,5,0,0,0,0,0,0,0,,,1851.81367077250000000000,9,2
9045,12,75,1-12-2017-075-04,4,2,1,1,280,9,0,0,65,09LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,1,54cm Aft of LF Axle Con. Fwd 124cm,46cm Aft LF Axle Con. Fwd 93cm,32cm Fwd of LF Axle,124,143,124,138,93,9,0,1,1,9,8,3,,,1851.81367077250000000000,9,2
9045,12,75,1-12-2017-075-04,4,2,2,61,998,0,9,0,888,00UDDW02,U,D,D,W,02,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,2,Undercarriage,Undercarriage,Undercarriage,999,999,999,999,999,999,999,999,999,999,999,999,,,1851.81367077250000000000,9,2
6050,13,1,1-13-2017-001-04,4,1,1,2,320,11,1,0,0,11FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,3,6,-5,4,3210,998,164,4,0,1,begins 24 L of center,bc to bc,c1,86,0,164,29,106,999,999,999,999,999,999,999,,,2302.56589082077000000000,7,2
6050,13,1,1-13-2017-001-04,4,2,1,1,50,2,0,0,90,02RPEW01,R,P,E,W,01,0,1,1,0,25,45,6,3,7,-5,-5,7972,998,116,9,0,1,begins 121cm rear of front axle,begins 77cm rear of front axle,186 rear of front axle,220,-42,220,-63,173,7,0,2,7,2,1,0,,,2302.56589082077000000000,7,2
6050,13,1,1-13-2017-001-04,4,2,2,3,250,8,0,0,180,08LFEN01,L,F,E,N,01,8,8,8,8,888,888,888,3,5,2,4,3450,998,174,5,0,2,begins 290cm for of rear axle,begins 235cm for of rear axle,c1,120,151,120,164,37,4,4,3,0,2,0,0,,,2302.56589082077000000000,7,2
6050,13,1,1-13-2017-001-04,4,3,2,2,340,11,0,0,270,11FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,4,-3,1,1224,998,78,3,0,1,BC to BC,BC to BC,Unknown,999,999,158,999,999,999,999,999,999,999,999,999,,,2302.56589082077000000000,7,2
6121,13,2,1-13-2017-002-03,3,2,1,1,0,12,0,0,90,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,1,bc to bc,bc to bc,23cm left of center,126,0,154,0,126,39,27,35,39,35,30,26,,,721.07648595279900000000,7,2
6121,13,2,1-13-2017-002-03,3,2,2,54,999,99,1,0,888,99FLEW99,F,L,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,6,2,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,721.07648595279900000000,7,2
6122,13,3,1-13-2017-003-09,9,1,1,2,10,12,0,0,270,12FZEW02,F,Z,E,W,02,8,8,8,8,888,888,888,1,20,-20,-3,63830,998,-15,29,0,1,26cm left of center,bc to bc,c6 .,170,0,184,30,113,48,0,6,13,21,28,48,,,4149.72387133394000000000,7,2
6122,13,3,1-13-2017-003-09,9,2,1,1,280,9,0,0,180,09LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,1,21,-4,20,16244,998,127,12,0,1,265cm for of rear axle,234cm for of rear axle,309cm for of rear axle,136,159,136,174,105,12,0,1,7,12,10,1,,,4149.72387133394000000000,7,2
6179,13,4,1-13-2017-004-03,3,2,2,3,180,6,0,1,110,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,1,13,13,0,6323,998,9,9,0,2,"begins 55cm R of C, goes left",bc to bc,LRBC,146,0,146,-9,128,3,3,0,0,0,0,1,,,1311.02538454043000000000,7,2
6179,13,4,1-13-2017-004-03,3,2,3,1,0,12,0,0,110,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,17,-17,0,15220,998,-10,14,0,1,"begins 63cm R of C, goes left",bc to bc,LFBC,156,0,166,-10,146,6,5,1,0,0,2,6,,,1311.02538454043000000000,7,2
6179,13,4,1-13-2017-004-03,3,3,1,4,180,6,0,0,110,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,3,9,9,0,6495,998,-9,10,0,2,"begins 57cm L of C, goes right",Bc to Bc,RRBC,149,0,149,9,132,4,4,0,0,0,0,4,,,1311.02538454043000000000,7,2
6179,13,4,1-13-2017-004-03,3,3,2,2,0,12,0,2,110,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,16,-16,0,20372,998,0,18,0,1,bc to bc,bc to bc,42cm R of C,138,0,160,0,160,17,0,7,0,0,9,9,,,1311.02538454043000000000,7,2
6180,13,5,1-13-2017-005-03,3,1,1,2,300,10,0,0,270,10LFEW02,L,F,E,W,02,8,8,8,8,888,888,888,4,16,-8,14,17250,998,89,13,0,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1311.02538453678000000000,7,2
6180,13,5,1-13-2017-005-03,3,2,1,1,0,12,0,0,30,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,4,30,-30,0,38203,998,15,32,0,1,starts 38cm left of center,bc to bc,6cm left of center .,78,0,138,15,107,28,0,10,28,27,11,0,,,1311.02538453678000000000,7,2
6251,13,6,1-13-2017-006-03,3,1,1,42,0,12,0,0,888,12FZEW01,F,Z,E,W,01,8,8,8,8,888,888,888,1,13,-13,0,10755,998,51,13,0,1,starts 24cm right of center,bc to bc,c6,110,0,156,51,54,4,0,0,0,0,2,4,,,803.97047188463400000000,7,2
6251,13,6,1-13-2017-006-03,3,1,2,2,180,6,0,0,270,06BZEW01,B,Z,E,W,01,8,8,8,8,888,888,888,3,10,10,0,6949,998,-51,10,0,2,1cm left of center,bc to bc,62cm right of center,143,0,146,36,74,4,0,0,0,1,4,3,,,803.97047188463400000000,7,2
6252,13,7,1-13-2017-007-02,2,2,1,55,0,12,0,0,888,12FREE06,F,R,E,E,06,8,8,8,8,888,888,888,10,999,999,999,9999999,999,68,17,2,2,68cm right of center,BC to BC,C6,166,0,162,68,23,18,18,5,6,4,0,7,,,62.50188682578690000000,7,2
6252,13,7,1-13-2017-007-02,2,2,2,1,220,7,0,0,330,07LZEW02,L,Z,E,W,02,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,23,0,1,260cm aft front left axle,260cm aft front left axle,C1,200,-125,200,-130,200,26,26,25,3,11,13,0,,,62.50188682578690000000,7,2
6253,13,8,1-13-2017-008-01,1,1,1,2,0,12,0,7,355,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,5,999,999,999,9999999,999,999,999,8,1,Unknown,Unknown,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,188.95571273465500000000,7,2
6315,13,9,1-13-2017-009-04,4,2,1,1,150,5,0,0,130,05BYEW01,B,Y,E,W,01,8,8,8,8,888,888,888,3,7,6,-4,6560,998,164,7,0,1,"15cm right of center, extending left",bc to bc,15cm left of center point,150,0,150,-29,88,3,1,0,3,2,0,0,,,4954.12389489274000000000,7,2
6316,13,10,1-13-2017-010-01,1,1,1,2,20,1,0,0,80,01FYEW05,F,Y,E,W,05,8,8,8,8,888,888,888,1,91,-85,-31,1310525,998,-99,98,0,1,begins 13cm right of center,bc to bc,20cm left of center,90,0,180,-39,103,121,117,121,121,121,113,18,,,333.15253105404000000000,7,2
6316,13,10,1-13-2017-010-01,1,2,1,1,340,11,0,0,300,11FDEW05,F,D,E,W,05,8,8,8,8,888,888,888,1,134,-126,46,1147905,998,54,124,0,1,BC to BC,BC to BC,10 cm  from  lf  BC,67,0,156,0,67,135,130,134,135,121,109,71,,,333.15253105404000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,1,49,0,12,0,0,888,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,1,36,-36,0,75947,998,-30,36,0,1,35cm Right of center,bc to bc,5cm left of CL,162,0,162,-30,130,33,11,14,33,28,15,11,,,1502.31800595479000000000,7,2
6370,13,11,1-13-2017-011-08,8,1,2,48,190,6,0,0,888,06LYES01,L,Y,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,Front left fender and door,Front BC to front door,unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1502.31800595479000000000,7,2
6408,13,12,1-13-2017-012-03,3,2,1,1,340,11,0,0,0,11FLEW01,F,L,E,W,01,8,8,8,8,888,888,888,3,19,-17,6,23475,998,27,16,0,1,starts 26cm left of center,bc to bc,c1,149,0,156,-52,52,24,24,4,2,2,1,0,,,1539.21955305570000000000,7,2
6409,13,13,1-13-2017-013-05,5,1,1,2,0,12,0,0,190,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,11,999,999,999,9999999,999,999,999,7,1,bc to bc,Bc to Bc,rf bc,144,0,144,0,144,47,18,20,23,25,24,24,,,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,1,2,3,0,12,0,0,190,12FDEW99,F,D,E,W,99,8,8,8,8,888,888,888,3,16,-16,0,14982,998,0,15,0,2,bc to bc,bc to bc,rf bc,144,0,144,0,144,47,18,20,23,25,24,24,,,262.30835201285800000000,7,2
6409,13,13,1-13-2017-013-05,5,3,2,1,180,6,0,0,190,06BDEW01,B,D,E,W,01,8,8,8,8,888,888,888,3,15,15,0,16952,998,0,16,0,1,bc to bc,bc to bc,C1,133,0,148,0,133,14,14,12,6,8,4,6,,,262.30835201285800000000,7,2
6444,13,14,1-13-2017-014-02,2,1,1,2,0,12,0,0,170,12FREW05,F,R,E,W,05,8,8,8,8,888,888,888,1,16,-16,0,41887,998,68,19,0,1,52cm right of center,Bc to Bc,C6,188,0,188,79,55,37,0,0,0,1,5,37,,,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,1,1,0,12,0,0,350,12FREE05,F,R,E,E,05,8,8,8,8,888,888,888,1,19,-19,0,27699,998,60,17,0,1,60cm right of center,Bc to Bc,C6,150,0,180,60,39,17,9,0,2,3,0,17,,,138.18107266463300000000,7,2
6444,13,14,1-13-2017-014-02,2,2,2,63,310,10,0,0,888,10LBWN01,L,B,W,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,2,LR rim,Not measured,UNK,999,999,999,999,999,999,999,999,999,999,999,999,,,138.18107266463300000000,7,2
6445,13,15,1-13-2017-015-03,3,1,1,2,0,12,0,0,260,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,24,-24,0,33540,998,0,29,0,1,BC to BC,BC to BC,c3,136,0,164,0,136,15,0,4,15,13,9,8,,,1777.44237550816000000000,7,2
6445,13,15,1-13-2017-015-03,3,3,2,2,999,99,9,0,260,99B9E999,B,9,E,9,99,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,9,1,unknown,BC  to  BC,Unknown,999,999,999,999,999,999,999,999,999,999,999,999,,,1777.44237550816000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,1,2,280,9,0,0,10,09LPEW02,L,P,E,W,02,1,1,1,0,29,3,43,1,19,-3,19,12779,998,-42,14,0,1,starts 36cm for of rear axle,starts 36cm for ofrear axle,184cm for of rear axle,232,16,232,2,204,11,1,3,3,11,4,2,,,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,1,2,54,10,12,0,0,888,12FLEE01,F,L,E,E,01,8,8,8,8,888,888,888,1,13,-12,-2,12769,998,-85,13,0,2,starts 38cm left of center,bc to bc,50cm left of center,140,0,140,-51,37,11,11,5,0,0,0,0,,,2740.02107410605000000000,7,2
6493,13,16,1-13-2017-016-04,4,2,1,1,20,1,0,0,90,01FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,1,18,-17,-6,34511,998,-69,21,0,1,BC to  BC,BC  to  BC,c5,117,0,160,0,160,23,0,3,11,19,23,12,,,2740.02107410605000000000,7,2
6513,13,18,1-13-2017-018-03,3,2,1,1,180,6,0,0,270,06BDEW02,B,D,E,W,02,8,8,8,8,888,888,888,3,11,11,0,6208,998,0,11,0,2,Bc to bc,bc to bc,41cm R of cntr,137,0,140,0,137,3,0,0,3,0,0,2,,,783.98946810617300000000,7,2
6513,13,18,1-13-2017-018-03,3,2,2,3,0,12,0,0,270,12FDEW02,F,D,E,W,02,8,8,8,8,888,888,888,3,20,-20,0,11551,998,20,15,0,1,bc to bc,bc to bc,32cm L of cntr,140,0,140,20,100,8,0,0,0,0,8,7,,,783.98946810617300000000,7,2
6540,13,19,1-13-2017-019-04,4,1,1,2,70,2,0,0,220,02RYEW02,R,Y,E,W,02,1,0,0,0,38,49,11,3,14,-5,-13,20471,998,-25,18,0,1,starts 133cm forward of rear axle,starts 112cm forward of rear axle,180 cm forwad of rear axle,202,78,202,78,161,13,0,9,13,6,8,0,,,12110.59043255430000000000,7,2
6540,13,19,1-13-2017-019-04,4,1,2,2,90,3,0,0,200,03RBEN01,R,B,E,N,01,8,8,8,8,888,888,888,12,999,999,999,9999999,999,999,999,1,2,starts 31cm rear of rear axle,same,none,14,-142,14,-142,14,999,999,999,999,999,999,999,,,12110.59043255430000000000,7,2
6590,13,20,1-13-2017-020-02,2,2,1,1,0,12,0,2,90,12FDEW01,F,D,E,W,01,8,8,8,8,888,888,888,3,23,-23,0,28689,998,0,24,0,1,BC  to  BC,BC  to  BC,12cm left of front center point,123,0,156,0,156,30,11,11,10,11,9,19,,,154.19440424693100000000,7,2
6591,13,21,1-13-2017-021-02,2,1,1,63,0,12,0,0,888,12RFLW03,R,F,L,W,03,8,8,8,8,888,888,888,98,999,999,999,9999999,999,999,999,7,1,"217cm forward rear axle, ext forward","217cm foward rear axle, ext forward",257 fwd RR axle,102,139,102,139,102,11,11,4,3,3,1,0,,,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,1,2,2,300,10,0,0,50,10LYEW01,L,Y,E,W,01,8,8,8,8,888,888,888,1,8,-4,7,3743,998,18,9,0,2,72 cm aft front left axle,88cm aft front left axle,C3,123,103,123,84,85,4,3,4,2,1,0,0,,,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,2,1,110,4,0,0,60,04RZEW01,R,Z,E,W,01,8,8,8,8,888,888,888,1,6,2,-5,2331,998,78,5,0,2,"101 cm fwd of RR axle, extending aft","101 cm fwd of RR axle, extending aft",53cm forward of RR axle,107,-89,107,-89,107,1,1,1,0,0,0,0,,,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,2,3,3,10,12,0,0,110,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,1,57,-56,-10,343892,998,-31,70,0,1,bc to bc,bc to bc,16cm right of center point,115,0,168,0,168,57,18,44,54,57,56,38,,,154.19440424639500000000,7,2
6591,13,21,1-13-2017-021-02,2,3,3,2,330,11,0,0,330,11FDEW04,F,D,E,W,04,8,8,8,8,888,888,888,1,61,-53,31,209477,998,90,49,0,1,Bc to bc,Bc to Bc,C1,98,0,168,0,98,51,51,45,46,42,37,1,,,154.19440424639500000000,7,2
6645,13,22,1-13-2017-022-06,6,1,1,49,0,12,0,0,888,12FYEW01,F,Y,E,W,01,8,8,8,8,888,888,888,10,999,999,999,9999999,999,999,15,2,1,starts 10cm right of center,bcto bc,"Front, left bumper corner",121,0,156,-34,88,10,10,3,1,0,0,7,,,2455.12215097887000000000,7,2
6645,13,22,1-13-2017-022-06,6,1,2,31,998,0,9,0,888,00LYHO02,L,Y,H,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,7,2,Left A-Pillar to Left B-Pillar,Rollover,Left A-pillar,888,888,888,888,888,,,,,,,,7,3,2455.12215097887000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,1,2,180,6,0,1,160,06BDEW02,B,D,E,W,02,8,8,8,8,888,888,888,3,23,23,0,33986,998,0,21,0,1,bc to bc,bc to bc,5 cm Left of Center,164,0,164,0,164,11,10,11,11,11,11,8,,,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,2,58,70,2,0,0,888,02FLES01,F,L,E,S,01,8,8,8,8,888,888,888,8,999,999,999,9999999,999,999,999,6,2,38cm left of center going left,bc to bc,70 cm Left of Center,155,0,164,-60,50,7,0,0,4,7,0,0,,,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,1,3,31,998,0,0,0,888,00RDAO02,R,D,A,O,02,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,6,8,345cm starting rear wheelwell,not messured\rollover,Left A-pillar and WS Header location,888,888,888,888,888,,,,,,,,1,0,1265.85023364405000000000,7,2
6646,13,23,1-13-2017-023-03,3,2,1,1,0,12,0,2,160,12FDEW03,F,D,E,W,03,8,8,8,8,888,888,888,3,37,-37,0,73967,998,0,39,0,1,bc to bc,bc to bc,Front left bumper corner,999,999,999,999,999,999,999,999,999,999,999,999,,,1265.85023364405000000000,7,2
6682,13,24,1-13-2017-024-03,3,1,1,2,250,8,0,0,80,08LFEW01,L,F,E,W,01,8,8,8,8,888,888,888,1,6,2,6,8845,998,147,7,0,2,63cm aft LF axle,63cm aft LF axle,42cm aft LF axle,104,130,104,130,104,10,0,10,9,0,5,4,,,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,1,4,55,0,12,0,0,888,12FCEN01,F,C,E,N,01,8,8,8,8,888,888,888,1,18,-18,0,28453,998,-1,18,0,1,begins 13cm R of Center goes L,rebar corner to rebar corner,33cm L of C,110,0,154,-1,30,14,0,0,14,9,0,0,,,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,1,1,60,2,0,0,90,02RFEW01,R,F,E,W,01,8,8,8,8,888,888,888,1,9,-5,-8,4860,998,-73,8,0,8,22cm aft RF axle,58cm aft RF axle,50cm fwd RF axle,128,146,128,164,92,4,0,3,2,2,0,4,,,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,2,3,230,8,0,0,50,08LYEW02,L,Y,E,W,02,1,0,0,0,999,999,999,5,999,999,999,9999999,999,999,13,0,2,"begins 40cm rear of LF axle, goes back","begins 20cm forward of LF axle, goes back",80cm aft of LF axle,171,74,171,50,100,9,3,2,3,9,4,7,,,1287.69584822980000000000,7,2
6682,13,24,1-13-2017-024-03,3,2,3,31,998,0,0,0,888,00TDDO05,T,D,D,O,05,8,8,8,8,888,888,888,6,999,999,999,9999999,999,999,999,8,1,Roof Side rail to roof side rail,rollover,Right C-pillar,888,888,888,888,888,,,,,,,,9,30,1287.69584822980000000000,7,2
