CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,LFOH,LFBC,WBLEFT,LRBC,LROH,RFOH,RFBC,WBRIGHT,RRBC,RROH,FRNTBUMP,REARBUMP,FRNTTRACK,REARTRACK,FRNTHOOD,FRNTWIND,FRNTPILL,BACKTRUNK,BACKLIGHT,BACKBPILL,SIDEDOOR,SIDEGLAZ,SIDEROOF,VERTROOF,VERTGLAZ,VERTDOOR,BACKPICKUP,CASEWGT,PSUSTRAT,VERSION
6495,21,9,1-21-2017-009-03,3,1,,,,,,,,,,,46,,,,111,,,,,,,,,,,,887,1387.4615526,11,2
6495,21,9,1-21-2017-009-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,1387.4615526,11,2
6542,21,10,1-21-2017-010-10,10,1,,,236,,,,,260,,,36,,,,112,,,,,,10,22,106,,,,887,6259.1660645,11,2
6542,21,10,1-21-2017-010-10,10,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,6259.1660645,11,2
6542,21,10,1-21-2017-010-10,10,3,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,6259.1660645,11,2
6542,21,10,1-21-2017-010-10,10,4,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,6259.1660645,11,2
6589,21,11,1-21-2017-011-03,3,1,,,328,,,,,,,,,,,,132,,,,,,14,20,123,,,,887,1144.0753913,11,2
6589,21,11,1-21-2017-011-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,82,887,887,887,887,887,887,887,163,887,887,887,887,1144.0753913,11,2
6636,21,12,1-21-2017-012-10,10,1,,,256,,,,,248,,,34,,,,111,,,,,,11,19,110,,,,887,659.48436039,11,2
6679,21,13,1-21-2017-013-08,8,1,,,253,,,,,,,,36,,,,106,,,,,,12,17,115,,,,887,871.90685763,11,2
6730,21,14,1-21-2017-014-04,4,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,113,887,887,887,887,2221.7699437,11,2
6730,21,14,1-21-2017-014-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,101,887,887,887,887,887,887,887,108,887,887,887,887,2221.7699437,11,2
6753,21,15,1-21-2017-015-06,6,1,,,,,,,,,,,34,,,,105,,,,,,,,,,,,887,554.68515997,11,2
6793,21,16,1-21-2017-016-09,9,1,,,242,,,,,,,,34,,,,115,,,,,,10,25,103,,,,887,1166.3624467,11,2
6793,21,16,1-21-2017-016-09,9,2,,,,,,,,260,,,44,,,,121,,,,,,12,17,,,,,887,1166.3624467,11,2
6829,21,17,1-21-2017-017-03,3,1,,,,,,,,253,,,34,,,,97,,,,,,15,21,103,,,,887,311.95669406,11,2
6829,21,17,1-21-2017-017-03,3,2,,,,,,,,,,,34,,,,105,,,,,,,,,,,,887,311.95669406,11,2
6876,21,18,1-21-2017-018-03,3,1,,,,,,,,,,,36,,154,156,137,,,,,,,,,,,,887,884.41261213,11,2
6876,21,18,1-21-2017-018-03,3,2,,,356,,,,,356,,,46,,,,137,,,887,887,887,10,22,137,,,,,884.41261213,11,2
6876,21,18,1-21-2017-018-03,3,3,,,262,,,,,,,,,,,,,,,,,,9,20,112,,,,887,884.41261213,11,2
6909,21,19,1-21-2017-019-04,4,1,,,,,,,,,,,36,,,,125,,,,,,,,,,,,887,559.90610164,11,2
6909,21,19,1-21-2017-019-04,4,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,116,887,887,887,887,559.90610164,11,2
6989,21,21,1-21-2017-021-04,4,1,,,,,,,,,,,36,,,,87,,,,,,,,,,,,887,901.70201341,11,2
7022,21,22,1-21-2017-022-09,9,1,,,210,,,,,,,,30,,,,139,,,,,,14,22,117,,,,887,1461.5887126,11,2
7022,21,22,1-21-2017-022-09,9,2,,,,,,,,,,,36,,,,127,,,,,,,,,,,,887,1461.5887126,11,2
7186,21,23,1-21-2017-023-07,7,1,,,,,,,,280,,,38,,,,126,,,,,,13,23,113,,,,887,1033.3607983,11,2
7186,21,23,1-21-2017-023-07,7,2,,,365,,,,,,,,,,,,,,,887,887,887,12,23,132,,,,,1033.3607983,11,2
7222,21,25,1-21-2017-025-03,3,1,,,266,,,,,286,,,,,,,,,,,,,10,23,112,,,,887,440.35059381,11,2
7222,21,25,1-21-2017-025-03,3,2,,,,,,,,,,,42,,,,103,,,,,,,,,,,,887,440.35059381,11,2
7270,21,26,1-21-2017-026-03,3,1,,,,,,,,,,,30,,,,114,,,,,,,,,,,,887,327.88849705,11,2
7270,21,26,1-21-2017-026-03,3,2,,,270,,,,,255,,,42,,,,109,,,,,,,,,,,,887,327.88849705,11,2
7271,21,27,1-21-2017-027-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,104,887,887,887,887,887,887,887,887,887,887,887,887,327.88849705,11,2
7271,21,27,1-21-2017-027-03,3,2,,,276,,,,,276,,,,,,,,,,,,,11,16,131,,,,887,327.88849705,11,2
7319,21,28,1-21-2017-028-03,3,1,,,,,,,,,,,,,,,94,,,,,,,,,,,,887,367.46719304,11,2
7320,21,29,1-21-2017-029-07,7,1,,,,,,,,,,,39,,,,116,,,,,,,,,,,,887,1314.1398708,11,2
7374,21,30,1-21-2017-030-04,4,1,,,,,,,,246,,,,,,,,,,,,,13,13,127,,,,887,222.37813946,11,2
7375,21,31,1-21-2017-031-03,3,1,,,,,,,,,,,40,,,,104,,,,,,,,,,,,887,78.017369207,11,2
7375,21,31,1-21-2017-031-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,78.017369207,11,2
7376,21,32,1-21-2017-032-03,3,1,,,270,,,,,,,,,,,,,,,,,,12,20,115,,,,887,201.69740989,11,2
7376,21,32,1-21-2017-032-03,3,2,,,,,,,,254,,,38,,,,96,,,,,,10,24,102,,,,887,201.69740989,11,2
7440,21,33,1-21-2017-033-04,4,1,,,,,,,,,,,,28,,,,,,52,60,75,,,,,,,887,511.36162861,11,2
7440,21,33,1-21-2017-033-04,4,2,,,,,,,,,,,20,,,,125,,,,,,,,,,,,887,511.36162861,11,2
7441,21,34,1-21-2017-034-10,10,1,,,,,,,,,,,40,,,,121,,,,,,,,,,,,887,2507.3635207,11,2
7441,21,34,1-21-2017-034-10,10,2,,,,,,,,,,,,,,,125,,,,,,,,,,,,887,2507.3635207,11,2
7531,21,35,1-21-2017-035-03,3,1,,,,,,,,,,,22,,,,130,,,,,,,,,,,,887,336.39941329,11,2
7531,21,35,1-21-2017-035-03,3,2,,,,,,,,365,,,,,,,,,,887,887,887,12,23,133,,,,,336.39941329,11,2
7553,21,38,1-21-2017-038-03,3,1,,,,,,,,,,,38,,,,113,,,,,,,,,,,,887,336.39941328,11,2
7553,21,38,1-21-2017-038-03,3,2,,,238,,,,,,,,,,,,,,,,,,8,15,114,,,,887,336.39941328,11,2
7607,21,39,1-21-2017-039-03,3,1,,,,,,,,,,,40,,,,135,,,,,,,,,,,,887,150.65263342,11,2
7607,21,39,1-21-2017-039-03,3,2,,,278,,,,,268,,,,,,,,,,,,,9,30,103,,,,887,150.65263342,11,2
7607,21,39,1-21-2017-039-03,3,3,,,,,,,,,,,44,40,,,112,,,12,33,184,,,,,,,887,150.65263342,11,2
7608,21,40,1-21-2017-040-07,7,1,,,278,,,,,,,,36,,,,128,,,,,,11,20,123,,,,887,538.76546252,11,2
7609,21,41,1-21-2017-041-09,9,2,,,,,,,,278,,,,,,,,,,,,,9,18,127,,,,887,667.81913027,11,2
7667,21,42,1-21-2017-042-07,7,1,,,,,,,,,,,36,,,,141,73,64,50,65,94,12,17,120,4,40,,887,722.11786068,11,2
7668,21,43,1-21-2017-043-10,10,1,,,,,,,,,,,12,,,,118,,,,,,,,,,,,887,2822.1170614,11,2
7669,21,44,1-21-2017-044-03,3,1,,,,,,,,,,,35,,,,123,,,,,,,,,,,,887,201.9226638,11,2
7725,21,45,1-21-2017-045-09,9,1,,,262,,,,,,,,,,,,,,,,,,12,16,120,,,,887,790.46843286,11,2
7725,21,45,1-21-2017-045-09,9,2,,,,,,,,,,,48,,,,116,,,887,887,887,,,,,,,,790.46843286,11,2
7726,21,46,1-21-2017-046-06,6,1,,,257,,,,,,,,32,,,,147,,,,,,10,20,125,,,,887,258.73977267,11,2
7726,21,46,1-21-2017-046-06,6,2,,,,,,,,252,,,20,,,,107,,,,,,8,28,104,,,,887,258.73977267,11,2
7793,21,48,1-21-2017-048-03,3,1,,,250,,,,,,,,18,,,,107,,,,,,8,26,111,,,,887,201.69740989,11,2
7779,21,49,1-21-2017-049-09,9,1,,,,,,,,,,,48,,,,120,,,,,,,,,,,,887,482.91313098,11,2
7794,21,50,1-21-2017-050-03,3,1,,,,,,,,,,,36,,,,129,,,53,,,,,,,,,887,108.93987848,11,2
7840,21,51,1-21-2017-051-03,3,1,,,,,,,,264,,,,,,,,,,,,,11,23,104,,,,887,133.06250188,11,2
7840,21,51,1-21-2017-051-03,3,2,,,,,,,,,,,36,,,,129,,,,,,,,,,,,887,133.06250188,11,2
7841,21,52,1-21-2017-052-06,6,1,,,,,,,,,,,40,28,,,,,,887,887,887,8,27,133,,,,,193.07074574,11,2
7895,21,53,1-21-2017-053-03,3,2,,,270,,,,,,,,,,,,,,,,,,9,31,99,,,,887,345.73930036,11,2
7950,21,54,1-21-2017-054-09,9,1,,,,,,,,312,,,29,,,,127,,,,,,8,24,114,,,,887,1550.2922776,11,2
8007,21,55,1-21-2017-055-03,3,1,,,,,,,,,,,30,,,,112,,,,,,,,,,,,887,1050.8467834,11,2
8007,21,55,1-21-2017-055-03,3,2,,,,,,,,281,,,,,,,,,,,,,10,27,112,,,,887,1050.8467834,11,2
8083,21,56,1-21-2017-056-03,3,1,,,,,,,,,,,36,,,,137,,,,,,,,,,,,887,350.40911478,11,2
8083,21,56,1-21-2017-056-03,3,2,,,,,,,,,,,,,,,,,,887,887,887,,,,,,,,350.40911478,11,2
8084,21,57,1-21-2017-057-03,3,1,,,,,,,,,,,32,,,,96,,,,,,,,,,,,887,350.40911478,11,2
8084,21,57,1-21-2017-057-03,3,2,,,,,,,,353,,,,,,,,,,887,887,887,8,28,130,,,,,350.40911478,11,2
8165,21,58,1-21-2017-058-03,3,1,,,305,,,,,,,,22,,,,136,,,,,,10,27,117,,,,887,277.50495133,11,2
8212,21,59,1-21-2017-059-06,6,1,,,,,,,,,,,44,,,,124,,,,,,,,,,,,887,302.31149333,11,2
8212,21,59,1-21-2017-059-06,6,2,,,,,,,,,,,38,,,,116,,,,,,,,,,,,887,302.31149333,11,2
8272,21,60,1-21-2017-060-03,3,1,,,,,,,,266,,,26,,,,131,,,,,,9,26,114,,,,887,255.11396819,11,2
8373,21,62,1-21-2017-062-03,3,1,,,,,,,,,,,36,,,,127,,,,,,,,,,,,887,201.69740989,11,2
8373,21,62,1-21-2017-062-03,3,2,,,256,,,,,262,,,,,,,,,,,,,12,20,118,,,,887,201.69740989,11,2
8391,21,63,1-21-2017-063-06,6,1,,,,,,,,285,,,16,,,,122,,,,,,8,20,120,,,,887,290.27603045,11,2
8430,21,64,1-21-2017-064-03,3,1,,,,,,,,,,,34,,,,121,86,66,,,,,,,,,,887,201.69740989,11,2
8431,21,65,1-21-2017-065-09,9,1,,,,,,,,,,,36,,,,116,76,62,,,,,,,,,,887,309.07328079,11,2
8432,21,66,1-21-2017-066-04,4,2,,,,,,,,,,,,53,,,,,,887,887,887,,,,,,,344,208.35178136,11,2
8510,21,67,1-21-2017-067-03,3,1,,,,,,,,,,,40,,,,113,,,,,,,,,,,,887,80.31872049,11,2
8510,21,67,1-21-2017-067-03,3,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,111,887,887,887,887,80.31872049,11,2
8511,21,68,1-21-2017-068-07,7,1,,,,,,,,,,,34,,,,137,,,887,887,887,,,,,,,,287.23661593,11,2
8570,21,69,1-21-2017-069-04,4,2,,,,,,,,,,,37,45,,,109,,,50,,,,,,,,,887,253.79468877,11,2
8571,21,70,1-21-2017-070-09,9,1,,,,,,,,,,,40,,,,121,,,,,,,,,,,,887,394.69703734,11,2
8630,21,71,1-21-2017-071-09,9,1,,,,,,,,,,,29,,,,128,,,887,887,887,,,,,,,,226.14246661,11,2
8707,21,72,1-21-2017-072-04,4,1,,,,,,,,,,,20,,,,140,,,,,,,,,,,,887,623.73306599,11,2
8707,21,72,1-21-2017-072-04,4,2,,,270,,,,,258,,,,,,,,,,,,,8,28,111,,,,887,623.73306599,11,2
8715,21,73,1-21-2017-073-07,7,1,,,,,,,,,,,40,,,,139,,,,,,,,,,,,887,782.56603931,11,2
8828,21,74,1-21-2017-074-01,1,1,,,,,,,,,,,,,,,80,,,,,,,,,,,,887,121.77783636,11,2
8882,21,75,1-21-2017-075-04,4,1,,,,,,,,,,,34,,,,120,,,,,,,,,,,,887,937.75875425,11,2
8882,21,75,1-21-2017-075-04,4,2,,,,,,,,,,,19,,,,134,,,,,,,,,,,,887,937.75875425,11,2
8882,21,75,1-21-2017-075-04,4,3,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,131,887,887,887,887,937.75875425,11,2
8883,21,76,1-21-2017-076-07,7,1,,,,,,,,,,,34,,,,130,,,,,,,,,,,,887,1176.5580408,11,2
8883,21,76,1-21-2017-076-07,7,2,,,306,,,,,,,,,,,,,,,,,,12,18,120,,,,887,1176.5580408,11,2
8975,21,77,1-21-2017-077-03,3,1,,,,,,,,,,,38,,,,141,,,,,,,,,,,,887,332.65973799,11,2
8975,21,77,1-21-2017-077-03,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,887,332.65973799,11,2
8976,21,78,1-21-2017-078-07,7,1,,,,,,,,,,,10,,,,129,,,,,,,,,,,,887,1189.6611001,11,2
9038,21,79,1-21-2017-079-02,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,887,57.227239605,11,2
9038,21,79,1-21-2017-079-02,2,2,,,,,,,,,,,35,,,,107,,,,,,,,,,,,887,57.227239605,11,2
9098,21,80,1-21-2017-080-08,8,1,,,,,,,,,,,36,,,,129,,,,,,,,,,,,887,47.096037026,11,2
9098,21,80,1-21-2017-080-08,8,2,887,887,887,887,887,887,887,887,887,887,887,887,887,887,125,887,887,887,887,887,887,887,887,887,887,887,887,47.096037026,11,2
6131,22,1,1-22-2017-001-02,2,1,,94,280,108,,,94,280,108,,33,,160,160,126,,,60,,,,,113,,32,84,887,57.594495336,12,2
6131,22,1,1-22-2017-001-02,2,2,,100,408,118,,,,384,118,,54,,173,173,134,,,887,887,887,,,127,,49,90,355,57.594495336,12,2
6132,22,2,1-22-2017-002-06,6,1,,,,,,,,,,,,,,,107,,,,,,10,22,104,,,,887,198.30982325,12,2
6198,22,3,1-22-2017-003-09,9,1,,101,389,105,,,11,389,105,,,,174,168,136,,,887,887,887,,,132,,47,88,318,358.51160697,12,2
6198,22,3,1-22-2017-003-09,9,2,,95,357,123,,,95,357,123,,,,160,170,132,,,887,887,887,,,122,,47,87,318,358.51160697,12,2
6198,22,3,1-22-2017-003-09,9,3,,97,457,95,,,97,264,95,,,,152,152,,,,,,,,,,,,,887,358.51160697,12,2
6199,22,4,1-22-2017-004-07,7,1,,,,,,,,,,,20,,,,120,,,,,,,,107,,,,887,211.33781321,12,2
6200,22,5,1-22-2017-005-04,4,1,,,,,,,,,,,30,,,,132,,,,,,10,20,119,,,,887,220.13630151,12,2
6201,22,6,1-22-2017-006-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,887,50.661688327,12,2
6254,22,7,1-22-2017-007-09,9,1,,108,266,110,,,108,266,110,,,,144,144,149,61,60,93,19,89,,,120,,38,68,887,302.83515933,12,2
6255,22,8,1-22-2017-008-07,7,1,,,,,,,,,,,20,25,,,121,,,57,,,,,,,,,887,178.51728952,12,2
6256,22,9,1-22-2017-009-09,9,1,,,,,,,,,,,30,,,,120,,,,,,10,20,113,10,40,75,887,302.83515934,12,2
6257,22,10,1-22-2017-010-06,6,1,,86,262,95,,,86,262,95,,,,156,153,115,,,,,168,,,89,,38,82,887,94.797052813,12,2
6257,22,10,1-22-2017-010-06,6,2,,84,280,104,,,84,280,104,,,,154,155,138,,,49,,,,,103,,34,80,887,94.797052813,12,2
6321,22,11,1-22-2017-011-09,9,1,,78,270,113,,,78,270,113,,38,48,150,151,118,,,14,20,208,10,,113,8,45,78,887,282.52237571,12,2
6322,22,12,1-22-2017-012-07,7,1,,,,,,,,,,,,,,,131,,,887,887,887,,,133,,,,,166.54317435,12,2
6355,22,13,1-22-2017-013-06,6,1,,,,,,,,,,,30,40,,,132,,,,,,,,,,,,887,407.93046258,12,2
6356,22,14,1-22-2017-014-01,1,1,,85,318,99,,,85,318,99,,,,146,146,128,,,887,887,887,,5,122,7,43,74,196,91.25203492,12,2
6407,22,16,1-22-2017-016-09,9,1,,,260,95,,,,260,95,,20,35,,,119,,,48,,,,,108,7,38,71,887,325.05358755,12,2
6412,22,17,1-22-2017-017-10,10,1,,84,248,60,,,60,248,84,,,,145,143,96,,,118,,,,,98,,39,73,887,1639.0432255,12,2
6448,22,18,1-22-2017-018-06,6,1,,,,,,,,,,,999,,,,129,85,70,60,55,90,,,,,,,887,156.07118901,12,2
6448,22,18,1-22-2017-018-06,6,2,,,,,,,,,,,999,,,,119,,,,,,,,,,,,887,156.07118901,12,2
6449,22,19,1-22-2017-019-03,3,2,,89,258,108,,,89,258,108,,,,154,154,120,,,,51,,,,107,,36,79,887,102.42124936,12,2
6500,22,20,1-22-2017-020-09,9,1,,92,299,118,,,92,299,118,,,,160,164,133,,,,,237,7,20,134,,50,81,887,795.82838325,12,2
6500,22,20,1-22-2017-020-09,9,2,,93,303,111,,,93,303,111,,,,160,163,,91,,,,264,,,136,,51,82,887,795.82838325,12,2
6500,22,20,1-22-2017-020-09,9,3,,95,263,111,,,95,263,111,,,,145,144,122,,,999,,,,,112,,39,73,887,795.82838325,12,2
6501,22,21,1-22-2017-021-03,3,1,,,,,,,,,,,,,,,121,,,,,,11,13,104,10,36,89,887,112.45942594,12,2
6544,22,22,1-22-2017-022-08,8,1,,90,287,110,,,90,297,110,,,,158,158,131,,,,,163,,,123,,48,85,887,135.03227027,12,2
6545,22,23,1-22-2017-023-07,7,1,,55,295,70,,,55,295,70,,50,52,,,151,,,,,,,,144,,40,79,887,479.84819746,12,2
6595,22,24,1-22-2017-024-03,3,1,887,887,887,887,887,887,887,887,887,887,887,887,887,887,137,887,887,887,887,887,887,887,887,887,887,887,887,166.37461576,12,2
6595,22,24,1-22-2017-024-03,3,2,,98,285,100,,,98,285,100,,,38,161,161,107,,,,,225,,,125,,48,82,887,166.37461576,12,2
6596,22,25,1-22-2017-025-03,3,1,,95,291,107,,,93,295,107,,38,55,,,138,,,,,,15,25,130,15,43,103,887,166.37461577,12,2
6638,22,27,1-22-2017-027-08,8,1,,85,267,92,,,85,267,92,,40,,150,149,101,,,56,,,,,104,,38,72,887,80.600294238,12,2
6638,22,27,1-22-2017-027-08,8,2,,82,310,122,,,82,310,122,,,48,146,146,121,,,887,887,887,,,114,,42,73,210,80.600294238,12,2
6649,22,28,1-22-2017-028-06,6,2,,,,,,,,,,,,40,,,,,,55,65,80,,,,,,,887,104.62562005,12,2
6677,22,29,1-22-2017-029-04,4,1,,95,272,112,,,95,272,112,,,,159,165,153,,,,69,,,,129,,29,81,887,228.21970156,12,2
6678,22,30,1-22-2017-030-04,4,1,,,,,,,,,,,30,,,,120,,,,,,,,,,,,887,228.21970157,12,2
6717,22,31,1-22-2017-031-07,7,1,,99,331,125,,,99,331,125,,28,,174,172,131,,,887,887,887,,,115,,46,97,280,492.29723624,12,2
6718,22,32,1-22-2017-032-07,7,1,,,262,,,,,262,,,40,,,,,,,,,,10,25,110,,,,887,492.29723626,12,2
6718,22,32,1-22-2017-032-07,7,2,,,,,,,,285,,,,,,,,,,,,,12,22,120,,,,887,492.29723626,12,2
6755,22,33,1-22-2017-033-04,4,1,,98,282,114,,,98,282,114,,34,,168,170,114,,,,,207,,,118,,45,90,887,271.69750242,12,2
6771,22,35,1-22-2017-035-09,9,1,,,410,,,,,,,,,,,,,,,887,887,887,,,,,,,,442.48362281,12,2
6771,22,35,1-22-2017-035-09,9,2,,,300,,,,,,,,,,,,,,,,,,15,25,134,,,,887,442.48362281,12,2
6794,22,36,1-22-2017-036-01,1,1,,85,319,111,,,85,319,111,,40,,149,146,129,,,887,887,887,13,20,122,,43,74,,96.890017861,12,2
6795,22,37,1-22-2017-037-03,3,2,,,370,,,,,365,,,40,,,,116,,,887,887,887,,,,,,,,138.60198854,12,2
6831,22,38,1-22-2017-038-02,2,1,,70,252,,,,70,252,,,28,,,,110,,,,,,12,20,105,,,,887,57.594495336,12,2
6832,22,39,1-22-2017-039-09,9,1,,90,255,103,,,90,255,103,,21,,147,145,115,,,57,,,,,103,,39,71,887,702.95105789,12,2
6832,22,39,1-22-2017-039-09,9,2,,93,246,84,,,93,246,84,,,45,146,147,,,,,,,,,109,,30,71,887,702.95105789,12,2
6874,22,40,1-22-2017-040-07,7,1,,100,280,114,,,100,280,114,,,,158,156,126,,,58,,,12,20,113,,38,79,887,404.02694743,12,2
6874,22,40,1-22-2017-040-07,7,2,,99,273,114,,,99,273,114,,,,154,154,121,,,60,,,,,102,,39,78,887,404.02694743,12,2
6875,22,41,1-22-2017-041-08,8,1,,67,282,116,,,70,282,111,,,,150,150,128,60,80,887,887,887,,,110,,42,79,200,113.69569846,12,2
6920,22,44,1-22-2017-044-08,8,1,,,,,,,,,,,40,,,,118,,,50,,,,,,,,,887,83.042744101,12,2
6925,22,45,1-22-2017-045-07,7,1,,,,,,,,,,,25,,,,107,,,,,,,,,,,,887,144.59741615,12,2
6960,22,46,1-22-2017-046-01,1,1,,,262,,,,,262,,,,,,,112,,,,,,,,124,,43,79,887,96.890017861,12,2
6961,22,47,1-22-2017-047-06,6,1,,58,261,95,,,58,261,95,,18,,148,145,84,,,49,,,,,82,,28,82,887,572.63381011,12,2
6961,22,47,1-22-2017-047-06,6,2,,100,289,100,,,100,289,100,,30,28,157,158,112,,,,,184,,,122,,41,87,887,572.63381011,12,2
6961,22,47,1-22-2017-047-06,6,3,,100,408,118,,,100,408,118,,,50,,,134,,,887,887,887,,,127,,49,90,355,572.63381011,12,2
6992,22,48,1-22-2017-048-03,3,2,,,,,,,,,,,45,,,,139,,,,,,,,,,,,887,298.49760705,12,2
7033,22,49,1-22-2017-049-01,1,1,,,274,,,,,,,,,,,,123,,,55,,,15,30,108,10,37,81,887,109.8423152,12,2
7028,22,50,1-22-2017-050-01,1,1,,81,269,99,,,81,269,99,,,,,,121,,,,,194,,,120,,46,75,887,109.8423152,12,2
7071,22,52,1-22-2017-052-01,1,1,,80,999,999,,,80,999,999,,,,,,,,,,,,10,20,104,,,,887,96.890017861,12,2
7071,22,52,1-22-2017-052-01,1,2,,,,,,,,,,,45,,,,107,,,,,,,,,,,,887,96.890017861,12,2
7072,22,53,1-22-2017-053-04,4,2,,65,264,70,,,65,264,70,,50,,,,,,,,,,10,20,,,,,887,134.73478309,12,2
7091,22,54,1-22-2017-054-10,10,1,,90,252,97,,,90,252,97,,,,146,146,113,,,61,,,,,110,,38,73,887,501.80548976,12,2
7128,22,55,1-22-2017-055-06,6,1,,,,,,,,,,,45,,,,124,,,,,,,,,,,,887,151.4138517,12,2
7128,22,55,1-22-2017-055-06,6,2,,,253,,,,,,,,40,,,,106,,,,,,10,25,100,,,,887,151.4138517,12,2
7129,22,56,1-22-2017-056-03,3,1,,92,262,102,,,92,262,102,,,,158,158,106,,,,,162,,,109,,40,85,887,99.364885726,12,2
7129,22,56,1-22-2017-056-03,3,2,,96,330,133,,,96,330,133,,,,165,168,130,,,,,233,,,132,,47,89,887,99.364885726,12,2
7130,22,57,1-22-2017-057-07,7,1,,95,252,103,,,95,252,103,,,,148,147,120,,,,,,,,98,,41,78,887,414.50568178,12,2
7177,22,58,1-22-2017-058-03,3,1,,,,,,,,,,,70,,,,136,,,887,887,887,,,,,,,318,99.947444759,12,2
7177,22,58,1-22-2017-058-03,3,2,,,,,,,,,,,40,40,,,138,,,,,261,,,,,,,887,99.947444759,12,2
7178,22,59,1-22-2017-059-01,1,1,,70,296,115,,,70,296,115,,28,,140,139,103,,,887,887,887,8,14,121,,42,73,248,92.645881565,12,2
7178,22,59,1-22-2017-059-01,1,2,,89,395,132,,,89,395,132,,42,,161,,133,,,887,887,887,999,16,999,,52,81,,92.645881565,12,2
7179,22,60,1-22-2017-060-09,9,1,,,,,,,,,,,,,,,132,,,,,229,,,124,,47,77,887,707.28631868,12,2
7219,22,61,1-22-2017-061-10,10,1,,94,260,100,,,94,260,100,,24,,147,145,112,,,52,,,,,106,,37,79,887,1067.4360194,12,2
7220,22,62,1-22-2017-062-01,1,1,,,,,,,,,,,999,,,,137,,,64,,,,,,,,,887,91.25203492,12,2
7220,22,62,1-22-2017-062-01,1,2,,,,,,,,,,,999,,,,128,,,,,,,,,,,,887,91.25203492,12,2
7221,22,63,1-22-2017-063-08,8,1,,50,65,80,,,50,265,80,,50,50,,,109,70,65,,,159,10,10,114,10,46,76,887,78.210527274,12,2
7275,22,64,1-22-2017-064-10,10,1,,96,330,133,,,96,330,133,,56,,165,168,130,,,,,287,,,132,,47,89,887,147.61596656,12,2
7276,22,65,1-22-2017-065-10,10,1,,,,,,,,,,,40,,,,137,,,,,,,,,,,,887,240.11221589,12,2
7276,22,65,1-22-2017-065-10,10,2,,,,,,,,,,,,999,,,,,,999,999,,,,,,,,887,240.11221589,12,2
7321,22,66,1-22-2017-066-04,4,1,,85,257,95,,,85,257,98,,26,,147,148,118,,,45,,,,,,,36,81,887,285.1360414,12,2
7321,22,66,1-22-2017-066-04,4,2,,101,272,110,,,101,272,110,,,,156,154,119,,,62,,,,,116,,40,72,887,285.1360414,12,2
7322,22,67,1-22-2017-067-03,3,1,,,,,,,,,,,,,158,157,136,,,,,,,,,,,,887,65.620586703,12,2
7322,22,67,1-22-2017-067-03,3,2,,,270,,,,,,,,,,152,152,,,,,,,12,17,,,,,887,65.620586703,12,2
7323,22,68,1-22-2017-068-03,3,1,,,,,,,,330,,,,,,,,,,,,,10,20,132,,,,887,65.620586707,12,2
7323,22,68,1-22-2017-068-03,3,2,,,,,,,,,,,48,,,,103,,,,,,,,,,,,887,65.620586707,12,2
7378,22,69,1-22-2017-069-02,2,1,,96,275,105,,,96,275,105,,20,,157,157,132,,,49,,,,,120,,37,80,887,57.594495336,12,2
7378,22,69,1-22-2017-069-02,2,2,,88,264,89,,,88,264,89,,,,151,150,106,,,,,172,,,113,,38,86,887,57.594495336,12,2
7379,22,70,1-22-2017-070-07,7,1,,999,355,,,,999,355,,,60,,,,137,,,887,887,887,,,,,,,,329.79358886,12,2
7379,22,70,1-22-2017-070-07,7,2,,,,,,,,,,,50,40,,,,,,65,70,,,,,,,,887,329.79358886,12,2
7380,22,71,1-22-2017-071-04,4,1,,,285,,,,,280,,,40,,,,122,,,,,,10,20,,,,,887,343.52366861,12,2
7433,22,72,1-22-2017-072-09,9,1,,,,,,,,,,,,999,,,,,,,,165,10,20,121,10,40,74,887,366.95208876,12,2
7433,22,72,1-22-2017-072-09,9,2,,,,,,,,,,,40,,,,123,,,,,,,,,,,,887,366.95208876,12,2
7434,22,73,1-22-2017-073-03,3,1,,94,285,110,,,94,285,110,,,,159,159,122,,,50,,,,,116,,35,84,887,52.600599464,12,2
7435,22,74,1-22-2017-074-03,3,1,,,,,,,,,,,22,,,,138,,,,,,,,,,,,887,51.854422535,12,2
