CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,DAMAGE,CASEWGT,PSUSTRAT,VERSION
7952,19,99,1-19-2017-099-02,2,1,LF,0,102.08901342749200000000,9,2
7952,19,99,1-19-2017-099-02,2,1,LR,0,102.08901342749200000000,9,2
7952,19,99,1-19-2017-099-02,2,1,RF,0,102.08901342749200000000,9,2
7952,19,99,1-19-2017-099-02,2,1,RR,0,102.08901342749200000000,9,2
7952,19,99,1-19-2017-099-02,2,2,LF,0,102.08901342749200000000,9,2
7952,19,99,1-19-2017-099-02,2,2,LR,0,102.08901342749200000000,9,2
7952,19,99,1-19-2017-099-02,2,2,RF,0,102.08901342749200000000,9,2
7952,19,99,1-19-2017-099-02,2,2,RR,0,102.08901342749200000000,9,2
7953,19,100,1-19-2017-100-07,7,1,LF,0,4322.99062713303000000000,9,2
7953,19,100,1-19-2017-100-07,7,1,LR,0,4322.99062713303000000000,9,2
7953,19,100,1-19-2017-100-07,7,1,RF,7,4322.99062713303000000000,9,2
7953,19,100,1-19-2017-100-07,7,1,RR,0,4322.99062713303000000000,9,2
7997,19,101,1-19-2017-101-07,7,1,LF,0,1291.67508035249000000000,9,2
7997,19,101,1-19-2017-101-07,7,1,LR,0,1291.67508035249000000000,9,2
7997,19,101,1-19-2017-101-07,7,1,RF,0,1291.67508035249000000000,9,2
7997,19,101,1-19-2017-101-07,7,1,RR,0,1291.67508035249000000000,9,2
7998,19,102,1-19-2017-102-08,8,1,LF,0,305.99135154121100000000,9,2
7998,19,102,1-19-2017-102-08,8,1,LR,0,305.99135154121100000000,9,2
7998,19,102,1-19-2017-102-08,8,1,RF,0,305.99135154121100000000,9,2
7998,19,102,1-19-2017-102-08,8,1,RR,0,305.99135154121100000000,9,2
7999,19,103,1-19-2017-103-03,3,1,LF,0,260.66210589899600000000,9,2
7999,19,103,1-19-2017-103-03,3,1,LR,0,260.66210589899600000000,9,2
7999,19,103,1-19-2017-103-03,3,1,RF,0,260.66210589899600000000,9,2
7999,19,103,1-19-2017-103-03,3,1,RR,0,260.66210589899600000000,9,2
7999,19,103,1-19-2017-103-03,3,2,LF,0,260.66210589899600000000,9,2
7999,19,103,1-19-2017-103-03,3,2,LR,0,260.66210589899600000000,9,2
7999,19,103,1-19-2017-103-03,3,2,RF,0,260.66210589899600000000,9,2
7999,19,103,1-19-2017-103-03,3,2,RR,0,260.66210589899600000000,9,2
8062,19,104,1-19-2017-104-06,6,2,LF,0,412.31280177874700000000,9,2
8062,19,104,1-19-2017-104-06,6,2,LR,0,412.31280177874700000000,9,2
8062,19,104,1-19-2017-104-06,6,2,RF,0,412.31280177874700000000,9,2
8062,19,104,1-19-2017-104-06,6,2,RR,0,412.31280177874700000000,9,2
8063,19,105,1-19-2017-105-03,3,1,LF,0,270.57903867360000000000,9,2
8063,19,105,1-19-2017-105-03,3,1,LR,0,270.57903867360000000000,9,2
8063,19,105,1-19-2017-105-03,3,1,RF,0,270.57903867360000000000,9,2
8063,19,105,1-19-2017-105-03,3,1,RR,0,270.57903867360000000000,9,2
8063,19,105,1-19-2017-105-03,3,2,LF,0,270.57903867360000000000,9,2
8063,19,105,1-19-2017-105-03,3,2,LR,0,270.57903867360000000000,9,2
8063,19,105,1-19-2017-105-03,3,2,RF,0,270.57903867360000000000,9,2
8063,19,105,1-19-2017-105-03,3,2,RR,0,270.57903867360000000000,9,2
8064,19,106,1-19-2017-106-04,4,1,LF,0,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,1,LR,0,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,1,RF,0,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,1,RR,0,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,2,LF,0,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,2,LR,0,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,2,RF,0,1303.55011135808000000000,9,2
8064,19,106,1-19-2017-106-04,4,2,RR,7,1303.55011135808000000000,9,2
8126,19,107,1-19-2017-107-06,6,1,LF,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,1,LR,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,1,RF,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,1,RR,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,2,LF,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,2,LR,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,2,RF,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,2,RR,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,3,LF,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,3,LR,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,3,RF,0,341.38479707053400000000,9,2
8126,19,107,1-19-2017-107-06,6,3,RR,0,341.38479707053400000000,9,2
8127,19,108,1-19-2017-108-09,9,1,LF,0,1883.27135050704000000000,9,2
8127,19,108,1-19-2017-108-09,9,1,LR,0,1883.27135050704000000000,9,2
8127,19,108,1-19-2017-108-09,9,1,RF,0,1883.27135050704000000000,9,2
8127,19,108,1-19-2017-108-09,9,1,RR,0,1883.27135050704000000000,9,2
8128,19,109,1-19-2017-109-04,4,1,LF,0,1079.30723547131000000000,9,2
8128,19,109,1-19-2017-109-04,4,1,LR,0,1079.30723547131000000000,9,2
8128,19,109,1-19-2017-109-04,4,1,RF,0,1079.30723547131000000000,9,2
8128,19,109,1-19-2017-109-04,4,1,RR,0,1079.30723547131000000000,9,2
8128,19,109,1-19-2017-109-04,4,2,LF,0,1079.30723547131000000000,9,2
8128,19,109,1-19-2017-109-04,4,2,LR,0,1079.30723547131000000000,9,2
8128,19,109,1-19-2017-109-04,4,2,RF,0,1079.30723547131000000000,9,2
8128,19,109,1-19-2017-109-04,4,2,RR,0,1079.30723547131000000000,9,2
8204,19,110,1-19-2017-110-02,2,1,LF,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,1,LR,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,1,RF,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,1,RR,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,2,LF,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,2,LR,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,2,RF,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,2,RR,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,3,LF,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,3,LR,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,3,RF,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,3,RR,5,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,4,LF,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,4,LR,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,4,RF,0,102.08901342749200000000,9,2
8204,19,110,1-19-2017-110-02,2,4,RR,0,102.08901342749200000000,9,2
8206,19,111,1-19-2017-111-07,7,1,LF,0,2883.97503579998000000000,9,2
8206,19,111,1-19-2017-111-07,7,1,LR,0,2883.97503579998000000000,9,2
8206,19,111,1-19-2017-111-07,7,1,RF,0,2883.97503579998000000000,9,2
8206,19,111,1-19-2017-111-07,7,1,RR,0,2883.97503579998000000000,9,2
8206,19,111,1-19-2017-111-07,7,2,LF,0,2883.97503579998000000000,9,2
8206,19,111,1-19-2017-111-07,7,2,LR,0,2883.97503579998000000000,9,2
8206,19,111,1-19-2017-111-07,7,2,RF,0,2883.97503579998000000000,9,2
8206,19,111,1-19-2017-111-07,7,2,RR,0,2883.97503579998000000000,9,2
8206,19,112,1-19-2017-112-05,5,1,LF,0,79.98489951025890000000,9,2
8206,19,112,1-19-2017-112-05,5,1,LR,0,79.98489951025890000000,9,2
8206,19,112,1-19-2017-112-05,5,1,RF,0,79.98489951025890000000,9,2
8206,19,112,1-19-2017-112-05,5,1,RR,0,79.98489951025890000000,9,2
8250,19,113,1-19-2017-113-01,1,1,LF,7,148.47238820833800000000,9,2
8250,19,113,1-19-2017-113-01,1,1,LF,5,148.47238820833800000000,9,2
8250,19,113,1-19-2017-113-01,1,1,LF,4,148.47238820833800000000,9,2
8250,19,113,1-19-2017-113-01,1,1,LR,0,148.47238820833800000000,9,2
8250,19,113,1-19-2017-113-01,1,1,RF,0,148.47238820833800000000,9,2
8250,19,113,1-19-2017-113-01,1,1,RR,0,148.47238820833800000000,9,2
8252,19,114,1-19-2017-114-02,2,1,LF,0,102.08901342749200000000,9,2
8252,19,114,1-19-2017-114-02,2,1,LR,0,102.08901342749200000000,9,2
8252,19,114,1-19-2017-114-02,2,1,RF,5,102.08901342749200000000,9,2
8252,19,114,1-19-2017-114-02,2,1,RR,0,102.08901342749200000000,9,2
8252,19,114,1-19-2017-114-02,2,2,LF,0,102.08901342749200000000,9,2
8252,19,114,1-19-2017-114-02,2,2,LR,0,102.08901342749200000000,9,2
8252,19,114,1-19-2017-114-02,2,2,RF,0,102.08901342749200000000,9,2
8252,19,114,1-19-2017-114-02,2,2,RR,0,102.08901342749200000000,9,2
8252,19,115,1-19-2017-115-09,9,2,LF,0,5030.64389115037000000000,9,2
8252,19,115,1-19-2017-115-09,9,2,LR,0,5030.64389115037000000000,9,2
8252,19,115,1-19-2017-115-09,9,2,RF,0,5030.64389115037000000000,9,2
8252,19,115,1-19-2017-115-09,9,2,RR,0,5030.64389115037000000000,9,2
8364,19,116,1-19-2017-116-05,5,1,LF,0,79.98489951025890000000,9,2
8364,19,116,1-19-2017-116-05,5,1,LR,0,79.98489951025890000000,9,2
8364,19,116,1-19-2017-116-05,5,1,RF,0,79.98489951025890000000,9,2
8364,19,116,1-19-2017-116-05,5,1,RR,0,79.98489951025890000000,9,2
8364,19,116,1-19-2017-116-05,5,2,LF,0,79.98489951025890000000,9,2
8364,19,116,1-19-2017-116-05,5,2,LR,0,79.98489951025890000000,9,2
8364,19,116,1-19-2017-116-05,5,2,RF,0,79.98489951025890000000,9,2
8364,19,116,1-19-2017-116-05,5,2,RR,0,79.98489951025890000000,9,2
8366,19,117,1-19-2017-117-03,3,1,LF,7,414.74687958437300000000,9,2
8366,19,117,1-19-2017-117-03,3,1,LR,7,414.74687958437300000000,9,2
8366,19,117,1-19-2017-117-03,3,1,RF,0,414.74687958437300000000,9,2
8366,19,117,1-19-2017-117-03,3,1,RR,7,414.74687958437300000000,9,2
8366,19,118,1-19-2017-118-08,8,1,LF,0,486.87152969100200000000,9,2
8366,19,118,1-19-2017-118-08,8,1,LR,0,486.87152969100200000000,9,2
8366,19,118,1-19-2017-118-08,8,1,RF,0,486.87152969100200000000,9,2
8366,19,118,1-19-2017-118-08,8,1,RR,0,486.87152969100200000000,9,2
8366,19,118,1-19-2017-118-08,8,2,LF,0,486.87152969100200000000,9,2
8366,19,118,1-19-2017-118-08,8,2,LR,0,486.87152969100200000000,9,2
8366,19,118,1-19-2017-118-08,8,2,RF,0,486.87152969100200000000,9,2
8366,19,118,1-19-2017-118-08,8,2,RR,0,486.87152969100200000000,9,2
8416,19,119,1-19-2017-119-03,3,2,LF,0,207.99126642578700000000,9,2
8416,19,119,1-19-2017-119-03,3,2,LR,0,207.99126642578700000000,9,2
8416,19,119,1-19-2017-119-03,3,2,RF,0,207.99126642578700000000,9,2
8416,19,119,1-19-2017-119-03,3,2,RR,0,207.99126642578700000000,9,2
8418,19,121,1-19-2017-121-07,7,1,LF,0,1030.67200677125000000000,9,2
8418,19,121,1-19-2017-121-07,7,1,LR,0,1030.67200677125000000000,9,2
8418,19,121,1-19-2017-121-07,7,1,RF,0,1030.67200677125000000000,9,2
8418,19,121,1-19-2017-121-07,7,1,RR,0,1030.67200677125000000000,9,2
8428,19,122,1-19-2017-122-04,4,1,LF,0,1002.02528561911000000000,9,2
8428,19,122,1-19-2017-122-04,4,1,LR,0,1002.02528561911000000000,9,2
8428,19,122,1-19-2017-122-04,4,1,RF,0,1002.02528561911000000000,9,2
8428,19,122,1-19-2017-122-04,4,1,RR,0,1002.02528561911000000000,9,2
8532,19,123,1-19-2017-123-04,4,1,LF,0,647.46524543705200000000,9,2
8532,19,123,1-19-2017-123-04,4,1,LR,0,647.46524543705200000000,9,2
8532,19,123,1-19-2017-123-04,4,1,RF,0,647.46524543705200000000,9,2
8532,19,123,1-19-2017-123-04,4,1,RR,0,647.46524543705200000000,9,2
8532,19,123,1-19-2017-123-04,4,2,LF,0,647.46524543705200000000,9,2
8532,19,123,1-19-2017-123-04,4,2,LR,0,647.46524543705200000000,9,2
8532,19,123,1-19-2017-123-04,4,2,RF,0,647.46524543705200000000,9,2
8532,19,123,1-19-2017-123-04,4,2,RR,0,647.46524543705200000000,9,2
8534,19,124,1-19-2017-124-07,7,1,LF,0,665.97551319226200000000,9,2
8534,19,124,1-19-2017-124-07,7,1,LR,0,665.97551319226200000000,9,2
8534,19,124,1-19-2017-124-07,7,1,RF,0,665.97551319226200000000,9,2
8534,19,124,1-19-2017-124-07,7,1,RR,0,665.97551319226200000000,9,2
8534,19,124,1-19-2017-124-07,7,2,LF,0,665.97551319226200000000,9,2
8534,19,124,1-19-2017-124-07,7,2,LR,0,665.97551319226200000000,9,2
8534,19,124,1-19-2017-124-07,7,2,RF,0,665.97551319226200000000,9,2
8534,19,124,1-19-2017-124-07,7,2,RR,0,665.97551319226200000000,9,2
8566,19,125,1-19-2017-125-03,3,1,LF,7,693.38320311199000000000,9,2
8566,19,125,1-19-2017-125-03,3,1,LR,0,693.38320311199000000000,9,2
8566,19,125,1-19-2017-125-03,3,1,RF,0,693.38320311199000000000,9,2
8566,19,125,1-19-2017-125-03,3,1,RR,0,693.38320311199000000000,9,2
8564,19,126,1-19-2017-126-06,6,1,LF,0,1056.58876099266000000000,9,2
8564,19,126,1-19-2017-126-06,6,1,LR,0,1056.58876099266000000000,9,2
8564,19,126,1-19-2017-126-06,6,1,RF,0,1056.58876099266000000000,9,2
8564,19,126,1-19-2017-126-06,6,1,RR,0,1056.58876099266000000000,9,2
8564,19,126,1-19-2017-126-06,6,2,LF,0,1056.58876099266000000000,9,2
8564,19,126,1-19-2017-126-06,6,2,LR,0,1056.58876099266000000000,9,2
8564,19,126,1-19-2017-126-06,6,2,RF,0,1056.58876099266000000000,9,2
8564,19,126,1-19-2017-126-06,6,2,RR,0,1056.58876099266000000000,9,2
8610,19,127,1-19-2017-127-02,2,1,LF,0,102.08901342749200000000,9,2
8610,19,127,1-19-2017-127-02,2,1,LR,0,102.08901342749200000000,9,2
8610,19,127,1-19-2017-127-02,2,1,RF,9,102.08901342749200000000,9,2
8610,19,127,1-19-2017-127-02,2,1,RR,0,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,1,LF,0,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,1,LR,0,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,1,RF,0,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,1,RR,0,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,2,LF,0,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,2,LR,7,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,2,RF,5,102.08901342749200000000,9,2
8612,19,128,1-19-2017-128-02,2,2,RR,0,102.08901342749200000000,9,2
8612,19,129,1-19-2017-129-07,7,1,LF,7,3898.07198746456000000000,9,2
8612,19,129,1-19-2017-129-07,7,1,LR,0,3898.07198746456000000000,9,2
8612,19,129,1-19-2017-129-07,7,1,RF,5,3898.07198746456000000000,9,2
8612,19,129,1-19-2017-129-07,7,1,RR,0,3898.07198746456000000000,9,2
8612,19,129,1-19-2017-129-07,7,2,LF,0,3898.07198746456000000000,9,2
8612,19,129,1-19-2017-129-07,7,2,LR,0,3898.07198746456000000000,9,2
8612,19,129,1-19-2017-129-07,7,2,RF,0,3898.07198746456000000000,9,2
8612,19,129,1-19-2017-129-07,7,2,RR,0,3898.07198746456000000000,9,2
8700,19,130,1-19-2017-130-08,8,1,LF,0,1502.31800595479000000000,9,2
8700,19,130,1-19-2017-130-08,8,1,LR,0,1502.31800595479000000000,9,2
8700,19,130,1-19-2017-130-08,8,1,RF,5,1502.31800595479000000000,9,2
8700,19,130,1-19-2017-130-08,8,1,RR,0,1502.31800595479000000000,9,2
8700,19,131,1-19-2017-131-02,2,1,LF,0,134.11744751861000000000,9,2
8700,19,131,1-19-2017-131-02,2,1,LR,0,134.11744751861000000000,9,2
8700,19,131,1-19-2017-131-02,2,1,RF,0,134.11744751861000000000,9,2
8700,19,131,1-19-2017-131-02,2,1,RR,0,134.11744751861000000000,9,2
8700,19,131,1-19-2017-131-02,2,2,LF,0,134.11744751861000000000,9,2
8700,19,131,1-19-2017-131-02,2,2,LR,0,134.11744751861000000000,9,2
8700,19,131,1-19-2017-131-02,2,2,RF,0,134.11744751861000000000,9,2
8700,19,131,1-19-2017-131-02,2,2,RR,0,134.11744751861000000000,9,2
8712,19,133,1-19-2017-133-04,4,1,LF,9,7767.54055916040000000000,9,2
8712,19,133,1-19-2017-133-04,4,1,LR,0,7767.54055916040000000000,9,2
8712,19,133,1-19-2017-133-04,4,1,RF,0,7767.54055916040000000000,9,2
8712,19,133,1-19-2017-133-04,4,1,RR,0,7767.54055916040000000000,9,2
8802,19,134,1-19-2017-134-02,2,1,LF,7,102.08901342749200000000,9,2
8802,19,134,1-19-2017-134-02,2,1,LR,0,102.08901342749200000000,9,2
8802,19,134,1-19-2017-134-02,2,1,RF,7,102.08901342749200000000,9,2
8802,19,134,1-19-2017-134-02,2,1,RR,0,102.08901342749200000000,9,2
8804,19,135,1-19-2017-135-06,6,2,LF,0,528.51031848141900000000,9,2
8804,19,135,1-19-2017-135-06,6,2,LR,0,528.51031848141900000000,9,2
8804,19,135,1-19-2017-135-06,6,2,RF,0,528.51031848141900000000,9,2
8804,19,135,1-19-2017-135-06,6,2,RR,0,528.51031848141900000000,9,2
8804,19,136,1-19-2017-136-04,4,1,LF,0,1670.91509537102000000000,9,2
8804,19,136,1-19-2017-136-04,4,1,LR,0,1670.91509537102000000000,9,2
8804,19,136,1-19-2017-136-04,4,1,RF,0,1670.91509537102000000000,9,2
8804,19,136,1-19-2017-136-04,4,1,RR,0,1670.91509537102000000000,9,2
8804,19,136,1-19-2017-136-04,4,2,LF,0,1670.91509537102000000000,9,2
8804,19,136,1-19-2017-136-04,4,2,LR,0,1670.91509537102000000000,9,2
8804,19,136,1-19-2017-136-04,4,2,RF,0,1670.91509537102000000000,9,2
8804,19,136,1-19-2017-136-04,4,2,RR,7,1670.91509537102000000000,9,2
8864,19,137,1-19-2017-137-08,8,1,LF,0,434.34617933488100000000,9,2
8864,19,137,1-19-2017-137-08,8,1,LR,0,434.34617933488100000000,9,2
8864,19,137,1-19-2017-137-08,8,1,RF,0,434.34617933488100000000,9,2
8864,19,137,1-19-2017-137-08,8,1,RR,0,434.34617933488100000000,9,2
8866,19,138,1-19-2017-138-08,8,1,LF,0,434.34617933488100000000,9,2
8866,19,138,1-19-2017-138-08,8,1,LR,0,434.34617933488100000000,9,2
8866,19,138,1-19-2017-138-08,8,1,RF,0,434.34617933488100000000,9,2
8866,19,138,1-19-2017-138-08,8,1,RR,0,434.34617933488100000000,9,2
8866,19,139,1-19-2017-139-04,4,1,LF,0,1782.53610427378000000000,9,2
8866,19,139,1-19-2017-139-04,4,1,LR,0,1782.53610427378000000000,9,2
8866,19,139,1-19-2017-139-04,4,1,RF,0,1782.53610427378000000000,9,2
8866,19,139,1-19-2017-139-04,4,1,RR,0,1782.53610427378000000000,9,2
8944,19,140,1-19-2017-140-01,1,1,LF,0,144.57700864551200000000,9,2
8944,19,140,1-19-2017-140-01,1,1,LR,0,144.57700864551200000000,9,2
8944,19,140,1-19-2017-140-01,1,1,RF,7,144.57700864551200000000,9,2
8944,19,140,1-19-2017-140-01,1,1,RR,0,144.57700864551200000000,9,2
8946,19,142,1-19-2017-142-07,7,1,LF,0,808.93373686221300000000,9,2
8946,19,142,1-19-2017-142-07,7,1,LR,0,808.93373686221300000000,9,2
8946,19,142,1-19-2017-142-07,7,1,RF,0,808.93373686221300000000,9,2
8946,19,142,1-19-2017-142-07,7,1,RR,0,808.93373686221300000000,9,2
8946,19,142,1-19-2017-142-07,7,2,LF,0,808.93373686221300000000,9,2
8946,19,142,1-19-2017-142-07,7,2,LR,0,808.93373686221300000000,9,2
8946,19,142,1-19-2017-142-07,7,2,RF,7,808.93373686221300000000,9,2
8946,19,142,1-19-2017-142-07,7,2,RR,0,808.93373686221300000000,9,2
8982,19,143,1-19-2017-143-07,7,1,LF,0,808.93373669988300000000,9,2
8982,19,143,1-19-2017-143-07,7,1,LR,0,808.93373669988300000000,9,2
8982,19,143,1-19-2017-143-07,7,1,RF,0,808.93373669988300000000,9,2
8982,19,143,1-19-2017-143-07,7,1,RR,0,808.93373669988300000000,9,2
8982,19,143,1-19-2017-143-07,7,2,LF,7,808.93373669988300000000,9,2
8982,19,143,1-19-2017-143-07,7,2,LR,0,808.93373669988300000000,9,2
8982,19,143,1-19-2017-143-07,7,2,RF,0,808.93373669988300000000,9,2
8982,19,143,1-19-2017-143-07,7,2,RR,0,808.93373669988300000000,9,2
9008,19,144,1-19-2017-144-05,5,1,LF,0,79.98489951025890000000,9,2
9008,19,144,1-19-2017-144-05,5,1,LR,0,79.98489951025890000000,9,2
9008,19,144,1-19-2017-144-05,5,1,RF,0,79.98489951025890000000,9,2
9008,19,144,1-19-2017-144-05,5,1,RR,0,79.98489951025890000000,9,2
9008,19,144,1-19-2017-144-05,5,2,LF,0,79.98489951025890000000,9,2
9008,19,144,1-19-2017-144-05,5,2,LR,0,79.98489951025890000000,9,2
9008,19,144,1-19-2017-144-05,5,2,RF,0,79.98489951025890000000,9,2
9008,19,144,1-19-2017-144-05,5,2,RR,0,79.98489951025890000000,9,2
6054,20,1,1-20-2017-001-10,10,1,LF,0,31.99248475413540000000,11,2
6054,20,1,1-20-2017-001-10,10,1,LR,0,31.99248475413540000000,11,2
6054,20,1,1-20-2017-001-10,10,1,RF,0,31.99248475413540000000,11,2
6054,20,1,1-20-2017-001-10,10,1,RR,0,31.99248475413540000000,11,2
6140,20,2,1-20-2017-002-03,3,1,LF,0,51.74195237834650000000,11,2
6140,20,2,1-20-2017-002-03,3,1,LR,0,51.74195237834650000000,11,2
6140,20,2,1-20-2017-002-03,3,1,RF,0,51.74195237834650000000,11,2
6140,20,2,1-20-2017-002-03,3,1,RR,0,51.74195237834650000000,11,2
6206,20,3,1-20-2017-003-02,2,1,LF,7,39.06733804536630000000,11,2
6206,20,3,1-20-2017-003-02,2,1,LR,0,39.06733804536630000000,11,2
6206,20,3,1-20-2017-003-02,2,1,RF,7,39.06733804536630000000,11,2
6206,20,3,1-20-2017-003-02,2,1,RF,5,39.06733804536630000000,11,2
6206,20,3,1-20-2017-003-02,2,1,RR,0,39.06733804536630000000,11,2
6207,20,4,1-20-2017-004-04,4,1,LF,0,671.33275677081700000000,11,2
6207,20,4,1-20-2017-004-04,4,1,LR,0,671.33275677081700000000,11,2
6207,20,4,1-20-2017-004-04,4,1,RF,0,671.33275677081700000000,11,2
6207,20,4,1-20-2017-004-04,4,1,RR,0,671.33275677081700000000,11,2
6207,20,4,1-20-2017-004-04,4,2,LF,0,671.33275677081700000000,11,2
6207,20,4,1-20-2017-004-04,4,2,LR,7,671.33275677081700000000,11,2
6207,20,4,1-20-2017-004-04,4,2,RF,0,671.33275677081700000000,11,2
6207,20,4,1-20-2017-004-04,4,2,RR,0,671.33275677081700000000,11,2
6271,20,5,1-20-2017-005-03,3,1,LF,8,222.02921272543600000000,11,2
6271,20,5,1-20-2017-005-03,3,1,LR,0,222.02921272543600000000,11,2
6271,20,5,1-20-2017-005-03,3,1,RF,8,222.02921272543600000000,11,2
6271,20,5,1-20-2017-005-03,3,1,RR,0,222.02921272543600000000,11,2
6271,20,5,1-20-2017-005-03,3,2,LF,9,222.02921272543600000000,11,2
6271,20,5,1-20-2017-005-03,3,2,LR,9,222.02921272543600000000,11,2
6271,20,5,1-20-2017-005-03,3,2,RF,9,222.02921272543600000000,11,2
6271,20,5,1-20-2017-005-03,3,2,RR,9,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,1,LF,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,1,LR,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,1,RF,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,1,RR,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,2,LF,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,2,LR,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,2,RF,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,2,RR,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,3,LF,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,3,LR,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,3,RF,0,222.02921272543600000000,11,2
6273,20,7,1-20-2017-007-03,3,3,RR,0,222.02921272543600000000,11,2
6326,20,8,1-20-2017-008-09,9,1,LF,0,2147.20799350779000000000,11,2
6326,20,8,1-20-2017-008-09,9,1,LR,0,2147.20799350779000000000,11,2
6326,20,8,1-20-2017-008-09,9,1,RF,5,2147.20799350779000000000,11,2
6326,20,8,1-20-2017-008-09,9,1,RR,0,2147.20799350779000000000,11,2
6326,20,8,1-20-2017-008-09,9,2,LF,0,2147.20799350779000000000,11,2
6326,20,8,1-20-2017-008-09,9,2,LR,0,2147.20799350779000000000,11,2
6326,20,8,1-20-2017-008-09,9,2,RF,0,2147.20799350779000000000,11,2
6326,20,8,1-20-2017-008-09,9,2,RR,0,2147.20799350779000000000,11,2
6327,20,9,1-20-2017-009-03,3,2,LF,0,319.15861503593100000000,11,2
6327,20,9,1-20-2017-009-03,3,2,LR,0,319.15861503593100000000,11,2
6327,20,9,1-20-2017-009-03,3,2,RF,0,319.15861503593100000000,11,2
6327,20,9,1-20-2017-009-03,3,2,RR,0,319.15861503593100000000,11,2
6366,20,11,1-20-2017-011-01,1,1,LF,9,47.97147683516590000000,11,2
6366,20,11,1-20-2017-011-01,1,1,LR,9,47.97147683516590000000,11,2
6366,20,11,1-20-2017-011-01,1,1,RF,9,47.97147683516590000000,11,2
6366,20,11,1-20-2017-011-01,1,1,RR,9,47.97147683516590000000,11,2
6372,20,12,1-20-2017-012-07,7,1,LF,8,670.91945689348000000000,11,2
6372,20,12,1-20-2017-012-07,7,1,LR,7,670.91945689348000000000,11,2
6372,20,12,1-20-2017-012-07,7,1,LR,8,670.91945689348000000000,11,2
6372,20,12,1-20-2017-012-07,7,1,RF,0,670.91945689348000000000,11,2
6372,20,12,1-20-2017-012-07,7,1,RR,0,670.91945689348000000000,11,2
6413,20,13,1-20-2017-013-01,1,1,LF,9,63.49479916266580000000,11,2
6413,20,13,1-20-2017-013-01,1,1,LR,0,63.49479916266580000000,11,2
6413,20,13,1-20-2017-013-01,1,1,RF,8,63.49479916266580000000,11,2
6413,20,13,1-20-2017-013-01,1,1,RR,0,63.49479916266580000000,11,2
6415,20,14,1-20-2017-014-04,4,1,LF,7,854.96343969212600000000,11,2
