CASEID,PSU,CASENO,CASENUMBER,CATEGORY,VEHNO,TIRELOC,DAMAGE,CASEWGT,PSUSTRAT,VERSION
6746,11,17,1-11-2017-017-01,1,1,LF,9,473.93014835835700000000,8,2
6746,11,17,1-11-2017-017-01,1,1,LR,9,473.93014835835700000000,8,2
6746,11,17,1-11-2017-017-01,1,1,RF,9,473.93014835835700000000,8,2
6746,11,17,1-11-2017-017-01,1,1,RR,9,473.93014835835700000000,8,2
6809,11,18,1-11-2017-018-02,2,1,LF,5,327.72235960346100000000,8,2
6809,11,18,1-11-2017-018-02,2,1,LF,4,327.72235960346100000000,8,2
6809,11,18,1-11-2017-018-02,2,1,LR,0,327.72235960346100000000,8,2
6809,11,18,1-11-2017-018-02,2,1,RF,0,327.72235960346100000000,8,2
6809,11,18,1-11-2017-018-02,2,1,RR,0,327.72235960346100000000,8,2
6809,11,18,1-11-2017-018-02,2,2,LF,0,327.72235960346100000000,8,2
6809,11,18,1-11-2017-018-02,2,2,LR,0,327.72235960346100000000,8,2
6809,11,18,1-11-2017-018-02,2,2,RF,0,327.72235960346100000000,8,2
6809,11,18,1-11-2017-018-02,2,2,RR,0,327.72235960346100000000,8,2
6844,11,19,1-11-2017-019-08,8,1,LF,9,1502.31800595479000000000,8,2
6844,11,19,1-11-2017-019-08,8,1,LR,9,1502.31800595479000000000,8,2
6844,11,19,1-11-2017-019-08,8,1,RF,9,1502.31800595479000000000,8,2
6844,11,19,1-11-2017-019-08,8,1,RR,9,1502.31800595479000000000,8,2
6943,11,20,1-11-2017-020-01,1,1,LF,9,142.98764664428800000000,8,2
6943,11,20,1-11-2017-020-01,1,1,LR,9,142.98764664428800000000,8,2
6943,11,20,1-11-2017-020-01,1,1,RF,9,142.98764664428800000000,8,2
6943,11,20,1-11-2017-020-01,1,1,RR,9,142.98764664428800000000,8,2
6995,11,21,1-11-2017-021-09,9,1,LF,0,13617.39825112580000000000,8,2
6995,11,21,1-11-2017-021-09,9,1,LR,5,13617.39825112580000000000,8,2
6995,11,21,1-11-2017-021-09,9,1,RF,0,13617.39825112580000000000,8,2
6995,11,21,1-11-2017-021-09,9,1,RR,0,13617.39825112580000000000,8,2
7034,11,22,1-11-2017-022-06,6,3,LF,9,6809.55000197747000000000,8,2
7034,11,22,1-11-2017-022-06,6,3,LR,9,6809.55000197747000000000,8,2
7034,11,22,1-11-2017-022-06,6,3,RF,9,6809.55000197747000000000,8,2
7034,11,22,1-11-2017-022-06,6,3,RR,9,6809.55000197747000000000,8,2
7042,11,23,1-11-2017-023-05,5,1,LF,0,397.08111731963200000000,8,2
7042,11,23,1-11-2017-023-05,5,1,LR,0,397.08111731963200000000,8,2
7042,11,23,1-11-2017-023-05,5,1,RF,7,397.08111731963200000000,8,2
7042,11,23,1-11-2017-023-05,5,1,RR,7,397.08111731963200000000,8,2
7095,11,24,1-11-2017-024-01,1,1,LF,9,235.60164635252800000000,8,2
7095,11,24,1-11-2017-024-01,1,1,LR,9,235.60164635252800000000,8,2
7095,11,24,1-11-2017-024-01,1,1,RF,9,235.60164635252800000000,8,2
7095,11,24,1-11-2017-024-01,1,1,RR,9,235.60164635252800000000,8,2
7096,11,25,1-11-2017-025-05,5,1,LF,9,213.64699126240900000000,8,2
7096,11,25,1-11-2017-025-05,5,1,LR,9,213.64699126240900000000,8,2
7096,11,25,1-11-2017-025-05,5,1,RF,9,213.64699126240900000000,8,2
7096,11,25,1-11-2017-025-05,5,1,RR,9,213.64699126240900000000,8,2
7096,11,25,1-11-2017-025-05,5,2,LF,9,213.64699126240900000000,8,2
7096,11,25,1-11-2017-025-05,5,2,LR,9,213.64699126240900000000,8,2
7096,11,25,1-11-2017-025-05,5,2,RF,9,213.64699126240900000000,8,2
7096,11,25,1-11-2017-025-05,5,2,RR,9,213.64699126240900000000,8,2
7154,11,26,1-11-2017-026-05,5,2,LF,7,562.47811420163700000000,8,2
7154,11,26,1-11-2017-026-05,5,2,LF,4,562.47811420163700000000,8,2
7154,11,26,1-11-2017-026-05,5,2,LR,0,562.47811420163700000000,8,2
7154,11,26,1-11-2017-026-05,5,2,RF,0,562.47811420163700000000,8,2
7154,11,26,1-11-2017-026-05,5,2,RR,0,562.47811420163700000000,8,2
7237,11,27,1-11-2017-027-03,3,1,LF,0,2010.92272580976000000000,8,2
7237,11,27,1-11-2017-027-03,3,1,LR,0,2010.92272580976000000000,8,2
7237,11,27,1-11-2017-027-03,3,1,RF,0,2010.92272580976000000000,8,2
7237,11,27,1-11-2017-027-03,3,1,RR,0,2010.92272580976000000000,8,2
7237,11,27,1-11-2017-027-03,3,2,LF,9,2010.92272580976000000000,8,2
7237,11,27,1-11-2017-027-03,3,2,LR,9,2010.92272580976000000000,8,2
7237,11,27,1-11-2017-027-03,3,2,RF,0,2010.92272580976000000000,8,2
7237,11,27,1-11-2017-027-03,3,2,RR,0,2010.92272580976000000000,8,2
7238,11,28,1-11-2017-028-04,4,2,LF,0,6303.98203629516000000000,8,2
7238,11,28,1-11-2017-028-04,4,2,LR,0,6303.98203629516000000000,8,2
7238,11,28,1-11-2017-028-04,4,2,RF,0,6303.98203629516000000000,8,2
7238,11,28,1-11-2017-028-04,4,2,RR,0,6303.98203629516000000000,8,2
7309,11,30,1-11-2017-030-05,5,1,LF,0,219.81276137336800000000,8,2
7309,11,30,1-11-2017-030-05,5,1,LR,0,219.81276137336800000000,8,2
7309,11,30,1-11-2017-030-05,5,1,RF,9,219.81276137336800000000,8,2
7309,11,30,1-11-2017-030-05,5,1,RR,0,219.81276137336800000000,8,2
7309,11,30,1-11-2017-030-05,5,2,LF,0,219.81276137336800000000,8,2
7309,11,30,1-11-2017-030-05,5,2,LR,0,219.81276137336800000000,8,2
7309,11,30,1-11-2017-030-05,5,2,RF,0,219.81276137336800000000,8,2
7309,11,30,1-11-2017-030-05,5,2,RR,0,219.81276137336800000000,8,2
7310,11,31,1-11-2017-031-07,7,2,LF,0,6275.10787317042000000000,8,2
7310,11,31,1-11-2017-031-07,7,2,LR,0,6275.10787317042000000000,8,2
7310,11,31,1-11-2017-031-07,7,2,RF,0,6275.10787317042000000000,8,2
7310,11,31,1-11-2017-031-07,7,2,RR,0,6275.10787317042000000000,8,2
7412,11,34,1-11-2017-034-03,3,1,LF,9,5482.36530536070000000000,8,2
7412,11,34,1-11-2017-034-03,3,1,LR,9,5482.36530536070000000000,8,2
7412,11,34,1-11-2017-034-03,3,1,RF,9,5482.36530536070000000000,8,2
7412,11,34,1-11-2017-034-03,3,1,RR,9,5482.36530536070000000000,8,2
7412,11,34,1-11-2017-034-03,3,2,LF,9,5482.36530536070000000000,8,2
7412,11,34,1-11-2017-034-03,3,2,LR,9,5482.36530536070000000000,8,2
7412,11,34,1-11-2017-034-03,3,2,RF,9,5482.36530536070000000000,8,2
7412,11,34,1-11-2017-034-03,3,2,RR,9,5482.36530536070000000000,8,2
7413,11,35,1-11-2017-035-01,1,1,LF,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,1,LR,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,1,RF,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,1,RR,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,2,LF,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,2,LR,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,2,RF,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,2,RR,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,3,LF,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,3,LR,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,3,RF,9,473.93014835835700000000,8,2
7413,11,35,1-11-2017-035-01,1,3,RR,9,473.93014835835700000000,8,2
7570,11,37,1-11-2017-037-02,2,1,LF,7,148.71630109271600000000,8,2
7570,11,37,1-11-2017-037-02,2,1,LF,2,148.71630109271600000000,8,2
7570,11,37,1-11-2017-037-02,2,1,LF,5,148.71630109271600000000,8,2
7570,11,37,1-11-2017-037-02,2,1,LR,0,148.71630109271600000000,8,2
7570,11,37,1-11-2017-037-02,2,1,RF,0,148.71630109271600000000,8,2
7570,11,37,1-11-2017-037-02,2,1,RR,0,148.71630109271600000000,8,2
7642,11,38,1-11-2017-038-03,3,2,LF,0,2849.41052148348000000000,8,2
7642,11,38,1-11-2017-038-03,3,2,LR,0,2849.41052148348000000000,8,2
7642,11,38,1-11-2017-038-03,3,2,RF,0,2849.41052148348000000000,8,2
7642,11,38,1-11-2017-038-03,3,2,RR,0,2849.41052148348000000000,8,2
7750,11,39,1-11-2017-039-04,4,1,LF,7,11665.02643297210000000000,8,2
7750,11,39,1-11-2017-039-04,4,1,LR,9,11665.02643297210000000000,8,2
7750,11,39,1-11-2017-039-04,4,1,RF,9,11665.02643297210000000000,8,2
7750,11,39,1-11-2017-039-04,4,1,RR,9,11665.02643297210000000000,8,2
7750,11,39,1-11-2017-039-04,4,2,LF,9,11665.02643297210000000000,8,2
7750,11,39,1-11-2017-039-04,4,2,LR,9,11665.02643297210000000000,8,2
7750,11,39,1-11-2017-039-04,4,2,RF,9,11665.02643297210000000000,8,2
7750,11,39,1-11-2017-039-04,4,2,RR,9,11665.02643297210000000000,8,2
7978,11,43,1-11-2017-043-07,7,1,LF,9,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,1,LR,9,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,1,RF,9,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,1,RR,9,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,2,LF,9,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,2,LR,9,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,2,RF,9,5823.90726220291000000000,8,2
7978,11,43,1-11-2017-043-07,7,2,RR,9,5823.90726220291000000000,8,2
8100,11,46,1-11-2017-046-02,2,2,LF,0,256.64109034170400000000,8,2
8100,11,46,1-11-2017-046-02,2,2,LR,0,256.64109034170400000000,8,2
8100,11,46,1-11-2017-046-02,2,2,RF,0,256.64109034170400000000,8,2
8100,11,46,1-11-2017-046-02,2,2,RR,0,256.64109034170400000000,8,2
8188,11,47,1-11-2017-047-02,2,2,LF,0,119.39762715992700000000,8,2
8188,11,47,1-11-2017-047-02,2,2,LR,0,119.39762715992700000000,8,2
8188,11,47,1-11-2017-047-02,2,2,RF,0,119.39762715992700000000,8,2
8188,11,47,1-11-2017-047-02,2,2,RR,0,119.39762715992700000000,8,2
8200,11,49,1-11-2017-049-03,3,1,LF,0,718.14644365892900000000,8,2
8200,11,49,1-11-2017-049-03,3,1,LR,0,718.14644365892900000000,8,2
8200,11,49,1-11-2017-049-03,3,1,RF,7,718.14644365892900000000,8,2
8200,11,49,1-11-2017-049-03,3,1,RR,0,718.14644365892900000000,8,2
8200,11,49,1-11-2017-049-03,3,2,LF,0,718.14644365892900000000,8,2
8200,11,49,1-11-2017-049-03,3,2,LR,0,718.14644365892900000000,8,2
8200,11,49,1-11-2017-049-03,3,2,RF,0,718.14644365892900000000,8,2
8200,11,49,1-11-2017-049-03,3,2,RR,0,718.14644365892900000000,8,2
8242,11,50,1-11-2017-050-06,6,1,LF,7,6809.55000197747000000000,8,2
8242,11,50,1-11-2017-050-06,6,1,LR,0,6809.55000197747000000000,8,2
8242,11,50,1-11-2017-050-06,6,1,RF,0,6809.55000197747000000000,8,2
8242,11,50,1-11-2017-050-06,6,1,RR,0,6809.55000197747000000000,8,2
8242,11,50,1-11-2017-050-06,6,2,LF,0,6809.55000197747000000000,8,2
8242,11,50,1-11-2017-050-06,6,2,LR,0,6809.55000197747000000000,8,2
8242,11,50,1-11-2017-050-06,6,2,RF,9,6809.55000197747000000000,8,2
8242,11,50,1-11-2017-050-06,6,2,RR,0,6809.55000197747000000000,8,2
8338,11,51,1-11-2017-051-03,3,1,LF,9,1540.97904907861000000000,8,2
8338,11,51,1-11-2017-051-03,3,1,LR,9,1540.97904907861000000000,8,2
8338,11,51,1-11-2017-051-03,3,1,RF,9,1540.97904907861000000000,8,2
8338,11,51,1-11-2017-051-03,3,1,RR,9,1540.97904907861000000000,8,2
8338,11,51,1-11-2017-051-03,3,2,LF,0,1540.97904907861000000000,8,2
8338,11,51,1-11-2017-051-03,3,2,LR,0,1540.97904907861000000000,8,2
8338,11,51,1-11-2017-051-03,3,2,RF,0,1540.97904907861000000000,8,2
8338,11,51,1-11-2017-051-03,3,2,RR,0,1540.97904907861000000000,8,2
8346,11,53,1-11-2017-053-05,5,2,LF,0,215.76360545375000000000,8,2
8346,11,53,1-11-2017-053-05,5,2,LR,9,215.76360545375000000000,8,2
8346,11,53,1-11-2017-053-05,5,2,RF,0,215.76360545375000000000,8,2
8346,11,53,1-11-2017-053-05,5,2,RR,9,215.76360545375000000000,8,2
8402,11,54,1-11-2017-054-09,9,1,LF,0,11639.62060784460000000000,8,2
8402,11,54,1-11-2017-054-09,9,1,LR,0,11639.62060784460000000000,8,2
8402,11,54,1-11-2017-054-09,9,1,RF,0,11639.62060784460000000000,8,2
8402,11,54,1-11-2017-054-09,9,1,RR,0,11639.62060784460000000000,8,2
8472,11,56,1-11-2017-056-02,2,1,LF,0,182.45859960946600000000,8,2
8472,11,56,1-11-2017-056-02,2,1,LR,7,182.45859960946600000000,8,2
8472,11,56,1-11-2017-056-02,2,1,RF,7,182.45859960946600000000,8,2
8472,11,56,1-11-2017-056-02,2,1,RR,0,182.45859960946600000000,8,2
8472,11,56,1-11-2017-056-02,2,2,LF,0,182.45859960946600000000,8,2
8472,11,56,1-11-2017-056-02,2,2,LR,0,182.45859960946600000000,8,2
8472,11,56,1-11-2017-056-02,2,2,RF,0,182.45859960946600000000,8,2
8472,11,56,1-11-2017-056-02,2,2,RR,0,182.45859960946600000000,8,2
8534,11,57,1-11-2017-057-02,2,1,LF,0,606.20652262610400000000,8,2
8534,11,57,1-11-2017-057-02,2,1,LR,0,606.20652262610400000000,8,2
8534,11,57,1-11-2017-057-02,2,1,RF,9,606.20652262610400000000,8,2
8534,11,57,1-11-2017-057-02,2,1,RR,0,606.20652262610400000000,8,2
8670,11,58,1-11-2017-058-03,3,1,LF,0,2705.76245215757000000000,8,2
8670,11,58,1-11-2017-058-03,3,1,LR,0,2705.76245215757000000000,8,2
8670,11,58,1-11-2017-058-03,3,1,RF,0,2705.76245215757000000000,8,2
8670,11,58,1-11-2017-058-03,3,1,RR,0,2705.76245215757000000000,8,2
8672,11,59,1-11-2017-059-07,7,2,LF,0,10815.32105872460000000000,8,2
8672,11,59,1-11-2017-059-07,7,2,LR,5,10815.32105872460000000000,8,2
8672,11,59,1-11-2017-059-07,7,2,RF,3,10815.32105872460000000000,8,2
8672,11,59,1-11-2017-059-07,7,2,RR,3,10815.32105872460000000000,8,2
8778,11,60,1-11-2017-060-03,3,1,LF,9,6747.68905404697000000000,8,2
8778,11,60,1-11-2017-060-03,3,1,LR,9,6747.68905404697000000000,8,2
8778,11,60,1-11-2017-060-03,3,1,RF,9,6747.68905404697000000000,8,2
8778,11,60,1-11-2017-060-03,3,1,RR,9,6747.68905404697000000000,8,2
8778,11,60,1-11-2017-060-03,3,2,LF,9,6747.68905404697000000000,8,2
8778,11,60,1-11-2017-060-03,3,2,LR,9,6747.68905404697000000000,8,2
8778,11,60,1-11-2017-060-03,3,2,RF,9,6747.68905404697000000000,8,2
8778,11,60,1-11-2017-060-03,3,2,RR,9,6747.68905404697000000000,8,2
8838,11,61,1-11-2017-061-02,2,2,LF,0,356.97106988378900000000,8,2
8838,11,61,1-11-2017-061-02,2,2,LR,0,356.97106988378900000000,8,2
8838,11,61,1-11-2017-061-02,2,2,RF,0,356.97106988378900000000,8,2
8838,11,61,1-11-2017-061-02,2,2,RR,0,356.97106988378900000000,8,2
6110,12,1,1-12-2017-001-06,6,1,LF,3,831.84353437745300000000,9,2
6110,12,1,1-12-2017-001-06,6,1,LR,0,831.84353437745300000000,9,2
6110,12,1,1-12-2017-001-06,6,1,RF,0,831.84353437745300000000,9,2
6110,12,1,1-12-2017-001-06,6,1,RR,0,831.84353437745300000000,9,2
6185,12,2,1-12-2017-002-06,6,1,LF,5,6809.55000197747000000000,9,2
6185,12,2,1-12-2017-002-06,6,1,LR,0,6809.55000197747000000000,9,2
6185,12,2,1-12-2017-002-06,6,1,RF,0,6809.55000197747000000000,9,2
6185,12,2,1-12-2017-002-06,6,1,RR,0,6809.55000197747000000000,9,2
6185,12,2,1-12-2017-002-06,6,2,LF,0,6809.55000197747000000000,9,2
6185,12,2,1-12-2017-002-06,6,2,LR,0,6809.55000197747000000000,9,2
6185,12,2,1-12-2017-002-06,6,2,RF,0,6809.55000197747000000000,9,2
6185,12,2,1-12-2017-002-06,6,2,RR,0,6809.55000197747000000000,9,2
6238,12,3,1-12-2017-003-04,4,1,LF,0,2969.00932898461000000000,9,2
6238,12,3,1-12-2017-003-04,4,1,LR,0,2969.00932898461000000000,9,2
6238,12,3,1-12-2017-003-04,4,1,RF,0,2969.00932898461000000000,9,2
6238,12,3,1-12-2017-003-04,4,1,RR,0,2969.00932898461000000000,9,2
6238,12,3,1-12-2017-003-04,4,2,LF,0,2969.00932898461000000000,9,2
6238,12,3,1-12-2017-003-04,4,2,LR,0,2969.00932898461000000000,9,2
6238,12,3,1-12-2017-003-04,4,2,RF,0,2969.00932898461000000000,9,2
6238,12,3,1-12-2017-003-04,4,2,RR,0,2969.00932898461000000000,9,2
6242,12,4,1-12-2017-004-07,7,1,LF,0,3303.40692034561000000000,9,2
6242,12,4,1-12-2017-004-07,7,1,LR,0,3303.40692034561000000000,9,2
6242,12,4,1-12-2017-004-07,7,1,RF,0,3303.40692034561000000000,9,2
6242,12,4,1-12-2017-004-07,7,1,RR,0,3303.40692034561000000000,9,2
6307,12,5,1-12-2017-005-04,4,1,LF,0,2341.23732557018000000000,9,2
6307,12,5,1-12-2017-005-04,4,1,LR,0,2341.23732557018000000000,9,2
6307,12,5,1-12-2017-005-04,4,1,RF,0,2341.23732557018000000000,9,2
6307,12,5,1-12-2017-005-04,4,1,RR,0,2341.23732557018000000000,9,2
6307,12,5,1-12-2017-005-04,4,2,LF,0,2341.23732557018000000000,9,2
6307,12,5,1-12-2017-005-04,4,2,LR,0,2341.23732557018000000000,9,2
6307,12,5,1-12-2017-005-04,4,2,RF,0,2341.23732557018000000000,9,2
6307,12,5,1-12-2017-005-04,4,2,RR,0,2341.23732557018000000000,9,2
6367,12,7,1-12-2017-007-04,4,1,LF,0,1021.86144489025000000000,9,2
6367,12,7,1-12-2017-007-04,4,1,LR,0,1021.86144489025000000000,9,2
6367,12,7,1-12-2017-007-04,4,1,RF,0,1021.86144489025000000000,9,2
6367,12,7,1-12-2017-007-04,4,1,RR,0,1021.86144489025000000000,9,2
6396,12,8,1-12-2017-008-03,3,1,LF,0,1095.44977438854000000000,9,2
6396,12,8,1-12-2017-008-03,3,1,LR,0,1095.44977438854000000000,9,2
6396,12,8,1-12-2017-008-03,3,1,RF,0,1095.44977438854000000000,9,2
6396,12,8,1-12-2017-008-03,3,1,RR,5,1095.44977438854000000000,9,2
6396,12,8,1-12-2017-008-03,3,2,LF,0,1095.44977438854000000000,9,2
6396,12,8,1-12-2017-008-03,3,2,LR,0,1095.44977438854000000000,9,2
6396,12,8,1-12-2017-008-03,3,2,RF,0,1095.44977438854000000000,9,2
6396,12,8,1-12-2017-008-03,3,2,RR,0,1095.44977438854000000000,9,2
6438,12,9,1-12-2017-009-06,6,1,LF,0,1810.24026052966000000000,9,2
6438,12,9,1-12-2017-009-06,6,1,LR,0,1810.24026052966000000000,9,2
6438,12,9,1-12-2017-009-06,6,1,RF,0,1810.24026052966000000000,9,2
6438,12,9,1-12-2017-009-06,6,1,RR,0,1810.24026052966000000000,9,2
6438,12,9,1-12-2017-009-06,6,2,LF,0,1810.24026052966000000000,9,2
6438,12,9,1-12-2017-009-06,6,2,LR,0,1810.24026052966000000000,9,2
6438,12,9,1-12-2017-009-06,6,2,RF,0,1810.24026052966000000000,9,2
6438,12,9,1-12-2017-009-06,6,2,RR,0,1810.24026052966000000000,9,2
6475,12,10,1-12-2017-010-02,2,1,LF,0,564.82332510940000000000,9,2
6475,12,10,1-12-2017-010-02,2,1,LR,0,564.82332510940000000000,9,2
6475,12,10,1-12-2017-010-02,2,1,RF,0,564.82332510940000000000,9,2
6475,12,10,1-12-2017-010-02,2,1,RR,0,564.82332510940000000000,9,2
6475,12,10,1-12-2017-010-02,2,2,LF,0,564.82332510940000000000,9,2
6475,12,10,1-12-2017-010-02,2,2,LR,0,564.82332510940000000000,9,2
6475,12,10,1-12-2017-010-02,2,2,RF,0,564.82332510940000000000,9,2
6475,12,10,1-12-2017-010-02,2,2,RR,0,564.82332510940000000000,9,2
6537,12,11,1-12-2017-011-01,1,1,LF,0,473.93014835835700000000,9,2
6537,12,11,1-12-2017-011-01,1,1,LR,5,473.93014835835700000000,9,2
6537,12,11,1-12-2017-011-01,1,1,RF,0,473.93014835835700000000,9,2
6537,12,11,1-12-2017-011-01,1,1,RR,0,473.93014835835700000000,9,2
6580,12,12,1-12-2017-012-08,8,1,LF,0,1347.70857556865000000000,9,2
6580,12,12,1-12-2017-012-08,8,1,LR,5,1347.70857556865000000000,9,2
6580,12,12,1-12-2017-012-08,8,1,RF,0,1347.70857556865000000000,9,2
6580,12,12,1-12-2017-012-08,8,1,RR,0,1347.70857556865000000000,9,2
6671,12,13,1-12-2017-013-06,6,1,LF,0,1527.56309545422000000000,9,2
6671,12,13,1-12-2017-013-06,6,1,LR,0,1527.56309545422000000000,9,2
6671,12,13,1-12-2017-013-06,6,1,RF,5,1527.56309545422000000000,9,2
6671,12,13,1-12-2017-013-06,6,1,RR,5,1527.56309545422000000000,9,2
6734,12,15,1-12-2017-015-09,9,1,LF,0,3747.88353603989000000000,9,2
6734,12,15,1-12-2017-015-09,9,1,LR,0,3747.88353603989000000000,9,2
6734,12,15,1-12-2017-015-09,9,1,RF,0,3747.88353603989000000000,9,2
6734,12,15,1-12-2017-015-09,9,1,RR,0,3747.88353603989000000000,9,2
6747,12,16,1-12-2017-016-06,6,1,LF,0,1702.36586596526000000000,9,2
6747,12,16,1-12-2017-016-06,6,1,LR,0,1702.36586596526000000000,9,2
6747,12,16,1-12-2017-016-06,6,1,RF,0,1702.36586596526000000000,9,2
6747,12,16,1-12-2017-016-06,6,1,RR,0,1702.36586596526000000000,9,2
6777,12,17,1-12-2017-017-06,6,1,LF,0,917.18174815223400000000,9,2
6777,12,17,1-12-2017-017-06,6,1,LR,0,917.18174815223400000000,9,2
6777,12,17,1-12-2017-017-06,6,1,RF,0,917.18174815223400000000,9,2
6777,12,17,1-12-2017-017-06,6,1,RR,0,917.18174815223400000000,9,2
6777,12,17,1-12-2017-017-06,6,2,LF,0,917.18174815223400000000,9,2
6777,12,17,1-12-2017-017-06,6,2,LR,0,917.18174815223400000000,9,2
6777,12,17,1-12-2017-017-06,6,2,RF,0,917.18174815223400000000,9,2
6777,12,17,1-12-2017-017-06,6,2,RR,0,917.18174815223400000000,9,2
6816,12,18,1-12-2017-018-05,5,1,LF,0,628.83294075430700000000,9,2
6816,12,18,1-12-2017-018-05,5,1,LR,0,628.83294075430700000000,9,2
6816,12,18,1-12-2017-018-05,5,1,RF,0,628.83294075430700000000,9,2
6816,12,18,1-12-2017-018-05,5,1,RR,0,628.83294075430700000000,9,2
6863,12,19,1-12-2017-019-08,8,2,LF,0,1502.31800595479000000000,9,2
6863,12,19,1-12-2017-019-08,8,2,LR,0,1502.31800595479000000000,9,2
6863,12,19,1-12-2017-019-08,8,2,RF,0,1502.31800595479000000000,9,2
6863,12,19,1-12-2017-019-08,8,2,RR,0,1502.31800595479000000000,9,2
6917,12,20,1-12-2017-020-06,6,1,LF,0,1254.99773785581000000000,9,2
6917,12,20,1-12-2017-020-06,6,1,LR,0,1254.99773785581000000000,9,2
6917,12,20,1-12-2017-020-06,6,1,RF,0,1254.99773785581000000000,9,2
6917,12,20,1-12-2017-020-06,6,1,RR,0,1254.99773785581000000000,9,2
6917,12,20,1-12-2017-020-06,6,2,LF,0,1254.99773785581000000000,9,2
6917,12,20,1-12-2017-020-06,6,2,LR,0,1254.99773785581000000000,9,2
6917,12,20,1-12-2017-020-06,6,2,RF,0,1254.99773785581000000000,9,2
6917,12,20,1-12-2017-020-06,6,2,RR,0,1254.99773785581000000000,9,2
6948,12,21,1-12-2017-021-03,3,2,LF,4,1881.93111351030000000000,9,2
6948,12,21,1-12-2017-021-03,3,2,LR,0,1881.93111351030000000000,9,2
6948,12,21,1-12-2017-021-03,3,2,RF,0,1881.93111351030000000000,9,2
6948,12,21,1-12-2017-021-03,3,2,RR,0,1881.93111351030000000000,9,2
7005,12,23,1-12-2017-023-06,6,1,LF,0,527.92250471460800000000,9,2
7005,12,23,1-12-2017-023-06,6,1,LR,0,527.92250471460800000000,9,2
7005,12,23,1-12-2017-023-06,6,1,RF,7,527.92250471460800000000,9,2
7005,12,23,1-12-2017-023-06,6,1,RF,2,527.92250471460800000000,9,2
7005,12,23,1-12-2017-023-06,6,1,RR,0,527.92250471460800000000,9,2
7014,12,24,1-12-2017-024-06,6,1,LF,8,1919.29361022592000000000,9,2
7014,12,24,1-12-2017-024-06,6,1,LR,8,1919.29361022592000000000,9,2
7014,12,24,1-12-2017-024-06,6,1,RF,8,1919.29361022592000000000,9,2
7014,12,24,1-12-2017-024-06,6,1,RR,8,1919.29361022592000000000,9,2
7056,12,25,1-12-2017-025-03,3,2,LF,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,2,LR,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,2,RF,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,2,RR,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,3,LF,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,3,LR,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,3,RF,0,7140.91132777394000000000,9,2
7056,12,25,1-12-2017-025-03,3,3,RR,0,7140.91132777394000000000,9,2
7138,12,26,1-12-2017-026-10,10,1,LF,0,3396.44710962869000000000,9,2
7138,12,26,1-12-2017-026-10,10,1,LR,0,3396.44710962869000000000,9,2
7138,12,26,1-12-2017-026-10,10,1,RF,0,3396.44710962869000000000,9,2
7138,12,26,1-12-2017-026-10,10,1,RR,0,3396.44710962869000000000,9,2
7139,12,27,1-12-2017-027-01,1,1,LF,8,473.93014835835700000000,9,2
7139,12,27,1-12-2017-027-01,1,1,LR,0,473.93014835835700000000,9,2
7139,12,27,1-12-2017-027-01,1,1,RF,0,473.93014835835700000000,9,2
7139,12,27,1-12-2017-027-01,1,1,RR,9,473.93014835835700000000,9,2
7171,12,28,1-12-2017-028-03,3,1,LF,0,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,1,LR,0,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,1,RF,0,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,1,RR,0,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,2,LF,0,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,2,LR,0,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,2,RF,0,4470.95150360823000000000,9,2
7171,12,28,1-12-2017-028-03,3,2,RR,0,4470.95150360823000000000,9,2
7211,12,29,1-12-2017-029-09,9,1,LF,0,3832.45356653444000000000,9,2
